type,type_id,index,taxability_reason,inclusive,tax_rate_id,_fivetran_synced,amount,taxable_amount
INVOICE_LINE_ITEM,il_1PpdQWFCPJnn9IgIvAWPx5by,0,product_exempt,False,txr_1N6L3BFCPJnn9IgIuVMXlHjR,2024-08-28 00:10:26.482000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsGDbFCPJnn9IgISYaCebG4,0,not_subject_to_tax,False,txr_1N5w8yFCPJnn9IgIv8JEhYbk,2024-08-28 00:11:49.462000+00:00,0,0.0
INVOICE,in_1PsTAHFCPJnn9IgIoO4WsCTA,0,standard_rated,False,txr_1N6OzEFCPJnn9IgI4hyVeCjO,2024-08-28 00:11:51.284000+00:00,136,1499.0
INVOICE,in_1PsDviFCPJnn9IgIPz1fb9PI,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:49.603000+00:00,99,1199.0
INVOICE,in_1PsYG3FCPJnn9IgIeiu3owzZ,0,product_exempt,False,txr_1N5qlTFCPJnn9IgIPnQUsFam,2024-08-28 00:11:52.860000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsSDJFCPJnn9IgIDFmEBTYq,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:51.507000+00:00,99,1199.0
QUOTE_LINE_ITEM,li_1KZKEQFCPJnn9IgIteM9kTMo,0,,,txr_1JPMxuFCPJnn9IgIv4wYHZMp,2024-08-14 01:19:37.601000+00:00,1023,
QUOTE_LINE_ITEM,li_1JTEW2FCPJnn9IgIsBFhPlLy,0,,,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-08-14 01:19:37.607000+00:00,82,
QUOTE_LINE_ITEM,li_1JS36AFCPJnn9IgIu9O72Q7A,0,,,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-08-14 01:19:37.608000+00:00,8,
QUOTE_LINE_ITEM,li_1L6HsOFCPJnn9IgIXN9G1F44,0,,,txr_1JPNYTFCPJnn9IgIOITqIUq9,2024-08-14 01:19:37.597000+00:00,74,
INVOICE_LINE_ITEM,il_1Le7EeFCPJnn9IgIEdTaFuUZ,0,product_exempt,False,txr_1JPON8FCPJnn9IgII2HAk93q,2024-09-05 00:12:15.223000+00:00,0,
INVOICE_LINE_ITEM,il_1KPyBOFCPJnn9IgIuXwL0Da0,0,,False,txr_1JPNoUFCPJnn9IgINSoIdYsL,2024-09-07 00:10:57.500000+00:00,156,
INVOICE,in_1LgnmkFCPJnn9IgIAlrckTUt,0,,False,txr_1JPNisFCPJnn9IgIPzwiPGCA,2024-09-12 00:10:38.911000+00:00,140,
INVOICE_LINE_ITEM,il_1LgnmkFCPJnn9IgINP1RW6Vx,0,,False,txr_1JPNisFCPJnn9IgIPzwiPGCA,2024-09-12 00:10:38.911000+00:00,35,
CREDIT_NOTE,cn_1Jn34mFCPJnn9IgIq6j5jXB7,0,,False,txr_1JPN31FCPJnn9IgIyGHhqDAB,2024-09-13 00:12:06.608000+00:00,0,
CREDIT_NOTE_LINE_ITEM,cnli_1K6FgIFCPJnn9IgI9NNanVVK,0,,False,txr_1JPNmFFCPJnn9IgIYoXXpuQa,2024-09-13 00:12:06.603000+00:00,107,
CREDIT_NOTE_LINE_ITEM,cnli_1KF1COFCPJnn9IgIyMRQYqgs,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2024-09-13 00:12:06.602000+00:00,109,
CREDIT_NOTE_LINE_ITEM,cnli_1Kw8ljFCPJnn9IgIRAnsONkc,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-09-13 00:12:06.596000+00:00,41,
CREDIT_NOTE_LINE_ITEM,cnli_1KBOhzFCPJnn9IgIK2XEZLXr,0,,False,txr_1JUwnSFCPJnn9IgIRrKGn4OG,2024-09-13 00:12:06.602000+00:00,64,
CREDIT_NOTE_LINE_ITEM,cnli_1KYytxFCPJnn9IgIH6USqdRo,0,,False,txr_1JPNYfFCPJnn9IgIe9NUu2yc,2024-09-13 00:12:06.597000+00:00,126,
CREDIT_NOTE_LINE_ITEM,cnli_1KYytxFCPJnn9IgIVjso6J9W,0,,False,txr_1JPNYfFCPJnn9IgIe9NUu2yc,2024-09-13 00:12:06.597000+00:00,0,
CREDIT_NOTE_LINE_ITEM,cnli_1K9jG2FCPJnn9IgIiKEXz4RG,0,,False,txr_1JPNvBFCPJnn9IgIunLd9ZFz,2024-09-13 00:12:06.602000+00:00,30,
CREDIT_NOTE,cn_1KEvhWFCPJnn9IgIIPi42xRT,0,,False,txr_1JPNVaFCPJnn9IgIFgrNpDW5,2024-09-13 00:12:06.602000+00:00,120,
CREDIT_NOTE_LINE_ITEM,cnli_1KEvhWFCPJnn9IgI5alBIPjM,0,,False,txr_1JPNVaFCPJnn9IgIFgrNpDW5,2024-09-13 00:12:06.602000+00:00,120,
CREDIT_NOTE,cn_1KF1COFCPJnn9IgIhCsvdHsF,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2024-09-13 00:12:06.602000+00:00,109,
CREDIT_NOTE_LINE_ITEM,cnli_1Jn34mFCPJnn9IgImExSfEbv,0,,False,txr_1JPN31FCPJnn9IgIyGHhqDAB,2024-09-13 00:12:06.609000+00:00,0,
CREDIT_NOTE_LINE_ITEM,cnli_1Kpy7eFCPJnn9IgIzNwY2Qpb,0,,False,txr_1JPNvYFCPJnn9IgI74IKGbMA,2024-09-13 00:12:06.597000+00:00,267,
CREDIT_NOTE,cn_1Ltw84FCPJnn9IgIi8uaSEYm,0,,False,txr_1JPNWZFCPJnn9IgIq6iaJhAi,2024-09-13 00:12:06.596000+00:00,95,
CREDIT_NOTE_LINE_ITEM,cnli_1K606yFCPJnn9IgICkyE9D9D,0,,False,txr_1JPNVaFCPJnn9IgIFgrNpDW5,2024-09-13 00:12:06.603000+00:00,120,
CREDIT_NOTE_LINE_ITEM,cnli_1JrmSsFCPJnn9IgIQgr8c4X2,0,,False,txr_1JIuYCFCPJnn9IgIOzKjQlB9,2024-09-13 00:12:06.603000+00:00,280,
CREDIT_NOTE,cn_1KCQXLFCPJnn9IgI0MREHTgr,0,,False,txr_1JPNh4FCPJnn9IgIEF8B7rtH,2024-09-13 00:12:06.602000+00:00,131,
CREDIT_NOTE_LINE_ITEM,cnli_1JrOzRFCPJnn9IgIeAqI599q,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-09-13 00:12:06.608000+00:00,33,
CREDIT_NOTE,cn_1Jx1agFCPJnn9IgIAIxRmUry,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2024-09-13 00:12:06.603000+00:00,109,
CREDIT_NOTE_LINE_ITEM,cnli_1KYzcVFCPJnn9IgIC0GNmIEk,0,,False,txr_1JPNb3FCPJnn9IgI2uDNfcNV,2024-09-13 00:12:06.597000+00:00,90,
CREDIT_NOTE_LINE_ITEM,cnli_1Kpy7eFCPJnn9IgIOgf7wezt,0,,False,txr_1JPNvYFCPJnn9IgI74IKGbMA,2024-09-13 00:12:06.597000+00:00,16,
CREDIT_NOTE_LINE_ITEM,cnli_1K60ODFCPJnn9IgIXlU57v48,0,,False,txr_1JsrFZFCPJnn9IgI8vKi8HEa,2024-09-13 00:12:06.603000+00:00,130,
CREDIT_NOTE,cn_1KEKXZFCPJnn9IgIKkwr1G6b,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2024-09-13 00:12:06.602000+00:00,109,
INVOICE_LINE_ITEM,il_1Ka1bzFCPJnn9IgImJhI8wIA,0,,False,txr_1JPOQKFCPJnn9IgIRJLYYKOo,2024-10-22 17:53:50.433000+00:00,135,
INVOICE,in_1JsWQTFCPJnn9IgI5KIXuHq0,0,,False,txr_1JPOQKFCPJnn9IgIRJLYYKOo,2024-10-22 17:53:22.411000+00:00,135,
INVOICE_LINE_ITEM,il_1L7NT9FCPJnn9IgIZCZT7fgc,0,,False,txr_1JUwnqFCPJnn9IgIfT2rOKFk,2024-10-22 17:53:32.512000+00:00,138,
INVOICE_LINE_ITEM,il_1LIFljFCPJnn9IgI3pkJoXaw,0,,False,txr_1JUwnqFCPJnn9IgIfT2rOKFk,2024-10-22 17:55:17.553000+00:00,138,
INVOICE,in_1Le6l7FCPJnn9IgIg5Up2JLW,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-10-30 13:26:11.225000+00:00,132,
INVOICE_LINE_ITEM,il_1Le6l7FCPJnn9IgIAJArHOoD,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-10-30 13:26:11.225000+00:00,99,
INVOICE,in_1LKWWsFCPJnn9IgIPvsPfwtH,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-11-12 21:08:26.784000+00:00,132,
INVOICE_LINE_ITEM,il_1KlMM4FCPJnn9IgId0G9Nigt,0,,False,txr_1JPOTCFCPJnn9IgI97Rzqs27,2024-11-25 18:41:58.599000+00:00,128,
INVOICE_LINE_ITEM,il_1LLSwvFCPJnn9IgIJmUwupLW,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2024-11-27 12:01:52.408000+00:00,99,
INVOICE,in_1LenRGFCPJnn9IgIYdoXm5KF,0,product_exempt,False,txr_1JUwnXFCPJnn9IgIUmKueGKN,2024-12-06 00:31:44.968000+00:00,0,
INVOICE_LINE_ITEM,il_1LepGBFCPJnn9IgIdfXUQnVb,0,product_exempt,False,txr_1JPNZDFCPJnn9IgIvpF0f16V,2024-12-06 00:31:45.413000+00:00,0,
INVOICE,in_1LepGBFCPJnn9IgIwwg4Odr6,0,product_exempt,False,txr_1JPNZDFCPJnn9IgIvpF0f16V,2024-12-06 00:31:45.413000+00:00,0,
INVOICE_LINE_ITEM,il_1KXwnqFCPJnn9IgIMoY2vKeK,0,,False,txr_1JPNj4FCPJnn9IgI9PBf8zjC,2024-12-23 00:31:49.965000+00:00,124,
INVOICE,in_1LIet8FCPJnn9IgIxm9hbhkl,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2025-01-11 00:32:43.824000+00:00,181,
INVOICE_LINE_ITEM,il_1LIet8FCPJnn9IgIQa30vpIM,0,,False,txr_1JPNIWFCPJnn9IgIsVzClFgw,2025-01-11 00:32:43.825000+00:00,36,
INVOICE_LINE_ITEM,il_1LMaSoFCPJnn9IgIfCQlbwWP,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2025-01-18 00:31:31.904000+00:00,99,
INVOICE,in_1JdfADFCPJnn9IgI6VKot81Z,0,,False,txr_1JIuUmFCPJnn9IgITWdA9WaI,2025-03-10 00:31:57.394000+00:00,99,
INVOICE,in_1PsDpoFCPJnn9IgIhd36K0mW,0,product_exempt,False,txr_1N5yzPFCPJnn9IgIPqFIBC5u,2024-08-28 00:11:49.604000+00:00,0,0.0
INVOICE,in_1PsXFxFCPJnn9IgITnVa1OBf,0,standard_rated,False,txr_1NCUysFCPJnn9IgICPD81FL8,2024-08-28 00:11:53.101000+00:00,147,1499.0
INVOICE_LINE_ITEM,il_1PsEfgFCPJnn9IgImvwXQaCP,0,standard_rated,False,txr_1N6xeQFCPJnn9IgI7oGeL6Iy,2024-08-28 00:11:49.315000+00:00,90,1499.0
INVOICE,in_1PsTr9FCPJnn9IgIuqgCnuN7,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:52.822000+00:00,99,1199.0
INVOICE,in_1PsXD6FCPJnn9IgILGXO6Qok,0,standard_rated,False,txr_1N5w7bFCPJnn9IgIft3Ci4BQ,2024-08-28 00:11:53.101000+00:00,133,1499.0
INVOICE,in_1PsVP5FCPJnn9IgIhGxwekBt,0,standard_rated,False,txr_1N5uHDFCPJnn9IgI9yYdW519,2024-08-28 00:11:52.738000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsEcgFCPJnn9IgIx5o8HxXa,0,taxable_basis_reduced,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:49.316000+00:00,99,1199.0
INVOICE,in_1PsGnhFCPJnn9IgIjNic4cZ6,0,product_exempt,False,txr_1N5xLEFCPJnn9IgIUKHnoEvR,2024-08-28 00:11:49.431000+00:00,0,0.0
INVOICE,in_1PsYFJFCPJnn9IgIHZOHAmQs,0,standard_rated,False,txr_1N5wPOFCPJnn9IgIE7J4dBz1,2024-08-28 00:11:52.861000+00:00,550,10000.0
INVOICE,in_1PsGfOFCPJnn9IgI0y1hAv4x,0,standard_rated,False,txr_1N5rnSFCPJnn9IgIyIVlhMoI,2024-08-28 00:11:49.434000+00:00,109,1499.0
INVOICE,in_1PsWiwFCPJnn9IgIxKCrtW3s,0,standard_rated,False,txr_1N5qECFCPJnn9IgI6xI7IwlW,2024-08-28 00:11:53.103000+00:00,0,0.0
INVOICE,in_1PsXsLFCPJnn9IgIiMGKrg3B,0,standard_rated,False,txr_1N5w7bFCPJnn9IgIft3Ci4BQ,2024-08-28 00:11:52.862000+00:00,133,1499.0
INVOICE_LINE_ITEM,il_1PsU8FFCPJnn9IgI6rF1Bt7S,0,product_exempt,False,txr_1N63RXFCPJnn9IgINJOqHHgn,2024-08-28 00:11:52.821000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsY4aFCPJnn9IgIepnLv07v,0,standard_rated,False,txr_1N5qlVFCPJnn9IgI8TkWvOcb,2024-08-28 00:11:52.862000+00:00,30,499.0
INVOICE,in_1PsDBFFCPJnn9IgIn51F9CAe,0,product_exempt,False,txr_1N6jPOFCPJnn9IgIIchulmRs,2024-08-28 00:11:49.868000+00:00,0,0.0
INVOICE,in_1PsGHZFCPJnn9IgIN5T7X0cb,1,standard_rated,False,txr_1Pdw0LFCPJnn9IgI9Hxg0Kwf,2024-08-28 00:11:49.462000+00:00,100,1999.0
INVOICE_LINE_ITEM,il_1PsWFlFCPJnn9IgILmsrVTX1,0,product_exempt,False,txr_1N5rI5FCPJnn9IgIv2OQofD9,2024-08-28 00:11:52.962000+00:00,0,0.0
INVOICE,in_1PsXmAFCPJnn9IgI8YKkFikY,0,product_exempt,False,txr_1N5w8bFCPJnn9IgI97z21MjG,2024-08-28 00:11:52.863000+00:00,0,0.0
INVOICE,in_1PsHGSFCPJnn9IgIkX8FD5vS,0,product_exempt,False,txr_1N5xLfFCPJnn9IgINNnYPeeL,2024-08-28 00:11:49.427000+00:00,0,0.0
INVOICE,in_1PsT8GFCPJnn9IgIwYqhPn84,0,standard_rated,False,txr_1P0oEAFCPJnn9IgIWynvao3K,2024-08-28 00:11:51.284000+00:00,155,1499.0
INVOICE_LINE_ITEM,il_1PsQz1FCPJnn9IgItoBbm5te,0,product_exempt,False,txr_1N5s7VFCPJnn9IgIIFLqimqD,2024-08-28 00:11:51.063000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsCUfFCPJnn9IgIIkYIqtZf,0,product_exempt,False,txr_1N5w6iFCPJnn9IgII2QX6LxT,2024-08-28 00:10:34.326000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsCH3FCPJnn9IgILOMPq9SH,0,product_exempt,False,txr_1N6DMIFCPJnn9IgI6NFlZ1cM,2024-08-28 00:10:32.675000+00:00,0,0.0
INVOICE,in_1PsRtVFCPJnn9IgIVyOi5zbp,0,standard_rated,False,txr_1N5sAvFCPJnn9IgIoO9nbXbv,2024-08-28 00:11:51.509000+00:00,90,1499.0
INVOICE_LINE_ITEM,il_1PsPcbFCPJnn9IgI3rXPKjLJ,0,standard_rated,False,txr_1N6CpoFCPJnn9IgIFjsJwPuS,2024-08-28 00:11:50.915000+00:00,105,1499.0
INVOICE,in_1PsQ41FCPJnn9IgIJjgb8gzm,0,product_exempt,False,txr_1N5xLfFCPJnn9IgINNnYPeeL,2024-08-28 00:11:51.116000+00:00,0,0.0
INVOICE,in_1PsE0wFCPJnn9IgI5ifwld2R,0,standard_rated,False,txr_1N6dEjFCPJnn9IgIXmcn0yR9,2024-08-28 00:11:49.602000+00:00,75,1499.0
INVOICE,in_1Ps7CVFCPJnn9IgI0IOeyBj3,0,standard_rated,False,txr_1N5xt8FCPJnn9IgIKSs3QeBv,2024-08-28 00:10:24.561000+00:00,120,1499.0
INVOICE_LINE_ITEM,il_1PsGJBFCPJnn9IgIn1keD01b,0,standard_rated,False,txr_1N5w7bFCPJnn9IgIft3Ci4BQ,2024-08-28 00:11:49.462000+00:00,133,1499.0
INVOICE_LINE_ITEM,il_1PsD2uFCPJnn9IgIFl0Mhr7N,0,product_exempt,False,txr_1N5xLfFCPJnn9IgINNnYPeeL,2024-08-28 00:11:49.871000+00:00,0,0.0
INVOICE_LINE_ITEM,il_1PsE4bFCPJnn9IgIHQ9veX70,0,standard_rated,False,txr_1N7JGQFCPJnn9IgIU0aonffh,2024-08-28 00:11:49.602000+00:00,112,1499.0
INVOICE_LINE_ITEM,il_1PsSSmFCPJnn9IgIYHLkReEp,0,product_exempt,False,txr_1N5qlTFCPJnn9IgIPnQUsFam,2024-08-28 00:11:51.503000+00:00,0,0.0
