id,active,currency,nickname,recurring_aggregate_usage,recurring_interval,recurring_interval_count,recurring_usage_type,type,unit_amount,billing_scheme,created,livemode,metadata,lookup_key,tiers_mode,transform_quantity_divide_by,transform_quantity_round,unit_amount_decimal,is_deleted,invoice_item_id,product_id,_fivetran_synced
price_1N7MFoFCPJnn9IgILOPVRBYC,False,usd,,,,,,one_time,0.0,per_unit,2023-05-13 17:29:12+00:00,True,{},,,,,0,False,ii_1N7MDQFCPJnn9IgITviYHrob,prod_Nt8Ut41wr9uqon,2023-05-13 20:31:02.753000+00:00
price_1N9WOzFCPJnn9IgIXmV4YUbY,False,usd,,,,,,one_time,0.0,per_unit,2023-05-19 16:43:37+00:00,True,{},,,,,0,False,ii_1N9WOzFCPJnn9IgIS0n92TlX,prod_NvN9CR5GJCzBl3,2023-05-19 20:30:37.106000+00:00
price_1N7BUnFCPJnn9IgIOl3IF2PQ,False,usd,,,,,,one_time,49900.0,per_unit,2023-05-13 05:59:57+00:00,True,{},,,,,49900,True,,prod_NsxP6NSmeQjCRY,2023-05-24 20:30:57.931000+00:00
price_1NBPl7FCPJnn9IgI7nZWRdVD,False,usd,,,,,,one_time,1000.0,per_unit,2023-05-24 22:02:17+00:00,True,{},,,,,1000,False,ii_1NBPl7FCPJnn9IgIaqqapwex,prod_NxKPw7NeqI01b9,2023-05-25 02:31:32.303000+00:00
price_1NLX5LFCPJnn9IgIeJtKMDG5,False,usd,,,,,,one_time,1400.0,per_unit,2023-06-21 19:52:59+00:00,True,{},,,,,1400,False,ii_1NLX5LFCPJnn9IgI97OOv8Ni,prod_O7me4DVUW0WXqo,2023-06-21 20:32:35.477000+00:00
price_1OwDQAFCPJnn9IgI9jFYMJcO,False,usd,,,,,,one_time,0.0,per_unit,2024-03-20 00:54:22+00:00,True,{},,,,,0,False,ii_1OwDQAFCPJnn9IgIdkIIyTSc,prod_PlkwsOHMZ4ptXI,2024-03-20 02:30:13.629000+00:00
price_1POqTvFCPJnn9IgICZVZVV3Q,False,usd,,,,,,one_time,58900.0,per_unit,2024-06-07 00:16:35+00:00,True,{},,,,,58900,True,,prod_QFLAKr8RzD3Enf,2024-06-08 00:02:33.787000+00:00
price_1POoJAFCPJnn9IgIutyIAmsL,False,usd,,,,,,one_time,32900.0,per_unit,2024-06-06 21:57:20+00:00,True,{},,,,,32900,True,,prod_QFIvbAQbCzZVVj,2024-06-13 00:05:33.815000+00:00
price_1PVDjkFCPJnn9IgIPCzmdfwj,False,usd,,,,,,one_time,-25900.0,per_unit,2024-06-24 14:19:16+00:00,True,{},,,,,-25900,False,ii_1PVDjkFCPJnn9IgIIcsVnYjI,prod_QLvach7LPtfKbU,2024-06-25 00:04:52.312000+00:00
price_1PnUJmFCPJnn9IgIbSCraTJe,False,cad,,,,,,one_time,700.0,per_unit,2024-08-13 23:39:58+00:00,True,{},,,,,700,False,,prod_QenvyegsrxCwQn,2024-08-14 01:48:29.104000+00:00
price_1M9zZ8FCPJnn9IgIEtkTQlbK,False,usd,,,,,,one_time,41900.0,per_unit,2022-11-30 23:19:46+00:00,True,{},,,,,41900,False,,prod_MqizRx41urlt4b,2024-08-14 06:44:40.967000+00:00
price_1Opg2ZFCPJnn9IgI3YIFRbvM,False,usd,,,,,,one_time,1099.0,per_unit,2024-03-02 00:02:59+00:00,True,{},,,,,1099,False,,prod_LculLmA8RTDEiS,2024-08-14 07:43:09.653000+00:00
price_1M71WtFCPJnn9IgIJxIUvKXQ,False,usd,,,,,,one_time,31900.0,per_unit,2022-11-22 18:49:11+00:00,True,{},,,,,31900,False,,prod_MqiyCXjZ3eNEKM,2024-08-14 06:44:44.656000+00:00
price_1PVGDHFCPJnn9IgIn8EkOpZT,False,usd,,,,,,one_time,17100.0,per_unit,2024-06-24 16:57:55+00:00,True,{},,,,,17100,False,,prod_QLy9R0dDLDVUrM,2024-08-14 07:31:29.288000+00:00
price_1J8rRQFCPJnn9IgIawYUXir3,True,usd,,,month,1.0,licensed,recurring,,tiered,2021-07-02 18:50:20+00:00,True,{},,graduated,,,,False,,prod_JmQHiO3BDY2eCN,2024-08-14 06:48:34.252000+00:00
price_1NGbooFCPJnn9IgIc2C1F7AH,False,usd,,,,,,one_time,40800.0,per_unit,2023-06-08 05:55:34+00:00,True,{},,,,,40800,False,,prod_NpoKKscAw9d2IC,2024-08-14 06:43:13.087000+00:00
price_1PS7leFCPJnn9IgIKl7giavj,False,usd,,,,,,one_time,1000.0,per_unit,2024-06-16 01:20:26+00:00,True,{},,,,,1000,False,,prod_QIjEnBP227dJeq,2024-08-14 07:32:06.774000+00:00
price_1MFfo1FCPJnn9IgIwtIk8v9P,True,usd,,,,,,one_time,37900.0,per_unit,2022-12-16 15:26:37+00:00,True,{},,,,,37900,False,,prod_MqiyCXjZ3eNEKM,2024-08-14 06:44:33.162000+00:00
price_1N5cwkFCPJnn9IgICfnIP5KH,True,usd,,,,,,one_time,24900.0,per_unit,2023-05-08 22:54:22+00:00,True,{},,,,,24900,False,,prod_NrLeotaTiKcECn,2024-08-14 06:43:27.462000+00:00
price_1M9WWrFCPJnn9IgIJ1r1VyvM,False,usd,,,,,,one_time,34900.0,per_unit,2022-11-29 16:19:29+00:00,True,{},,,,,34900,False,,prod_Mqizg0n34iJNjc,2024-08-14 06:44:41.502000+00:00
price_1OpfzpFCPJnn9IgIE2nC1osd,False,usd,,,,,,one_time,1099.0,per_unit,2024-03-02 00:00:09+00:00,True,{},,,,,1099,False,,prod_Ob32LwlsWYDVp8,2024-08-14 07:42:52.256000+00:00
plan_HAFybBSOR4tqJp,True,usd,First Crew - Annual,,year,1.0,licensed,recurring,23900.0,per_unit,2020-04-25 21:22:24+00:00,True,{},,,,,23900,False,,prod_HAFwegSvmBmsqL,2024-08-14 06:51:39.236000+00:00
price_1PVDthFCPJnn9IgIMSvQR7vq,False,usd,,,,,,one_time,10000.0,per_unit,2024-06-24 14:29:33+00:00,True,{},,,,,10000,False,,prod_QLvlFx4lq42tLR,2024-08-14 07:31:27.038000+00:00
price_1M9zYsFCPJnn9IgIRqPTqztM,False,usd,,,,,,one_time,30900.0,per_unit,2022-11-30 23:19:30+00:00,True,{},,,,,30900,False,,prod_Mqizg0n34iJNjc,2024-08-14 06:44:40.967000+00:00
price_1OWwSwFCPJnn9IgIANlbZoZi,True,usd,,,,,,one_time,2199.0,per_unit,2024-01-10 07:44:46+00:00,True,{},,,,,2199,False,,prod_OsM2jdKLpC0pny,2024-08-14 07:38:37.178000+00:00
price_1LK8cnFCPJnn9IgIvu8we8RE,False,usd,,,,,,one_time,7000.0,per_unit,2022-07-10 22:29:13+00:00,True,{},,,,,7000,False,ii_1LK8cnFCPJnn9IgIHjRVLcLi,prod_M2D2ZB143RNoPf,2022-07-11 02:30:00.869000+00:00
price_1LaMuzFCPJnn9IgIWKN8yQYL,False,usd,,,,,,one_time,1604.0,per_unit,2022-08-24 16:59:05+00:00,True,{},,,,,1604,False,ii_1LaMuzFCPJnn9IgIvPCpb0Dg,prod_MIysDsSaNTfhCi,2022-08-24 20:30:00.260000+00:00
price_1Llc87FCPJnn9IgIyuuKdc6b,False,usd,,,,,,one_time,2000.0,per_unit,2022-09-24 17:27:07+00:00,True,{},,,,,2000,False,ii_1Llc87FCPJnn9IgIJ2OcbDkt,prod_MUbK1GKMV729Go,2022-09-24 20:30:56.983000+00:00
price_1LxFxUFCPJnn9IgIBoGZS30f,False,usd,,,,,,one_time,0.0,per_unit,2022-10-26 20:12:16+00:00,True,{},,,,,0,False,ii_1LxFxUFCPJnn9IgIsgFbFme9,prod_MgdDugoKXZjcbQ,2022-10-26 20:31:11.940000+00:00
price_1MPrl2FCPJnn9IgIZrJH0Dru,False,usd,,,,,,one_time,13000.0,per_unit,2023-01-13 18:13:40+00:00,True,{},,,,,13000,False,ii_1MPrl2FCPJnn9IgIJo84GL9s,prod_NAC9RPkua8S690,2023-01-13 20:30:31.927000+00:00
price_1N45hNFCPJnn9IgIKnT7hWNv,False,usd,,,,,,one_time,1499.0,per_unit,2023-05-04 17:12:09+00:00,True,{},,,,,1499,False,ii_1N45hNFCPJnn9IgI72vpMdNN,prod_NplDe4poQirdeO,2023-05-04 20:31:15.028000+00:00
price_1N9WPBFCPJnn9IgIh2TPumDW,False,usd,,,,,,one_time,100.0,per_unit,2023-05-19 16:43:49+00:00,True,{},,,,,100,False,ii_1N9WOzFCPJnn9IgIS0n92TlX,prod_NvN9CR5GJCzBl3,2023-05-19 20:30:37.108000+00:00
price_1NMCtsFCPJnn9IgISICG2sbP,False,usd,,,,,,one_time,1999.0,per_unit,2023-06-23 16:31:56+00:00,True,{},,,,,1999,False,ii_1NMCtsFCPJnn9IgIETnrsoEd,prod_O8TrCWlXpxKQeV,2023-06-23 20:32:04.080000+00:00
price_1NNjP0FCPJnn9IgIKYqD5Ngj,False,usd,,,,,,one_time,0.0,per_unit,2023-06-27 21:26:22+00:00,True,{},,,,,0,False,ii_1NNjOzFCPJnn9IgIvnhQOQiG,prod_O8CEBlGh1VevS7,2023-06-28 02:31:01.658000+00:00
price_1PdCMzFCPJnn9IgItwE8kfQK,False,usd,,,,,,one_time,0.0,per_unit,2024-07-16 14:28:45+00:00,True,{},,,,,0,False,,prod_QUAiCvNi9FqQ4s,2024-08-14 01:44:54.007000+00:00
price_1PkWMXFCPJnn9IgIYiXpTcTB,False,cad,,,,,,one_time,32000.0,per_unit,2024-08-05 19:14:33+00:00,True,{},,,,,32000,False,,prod_QbjqO8bTJVDITf,2024-08-14 01:47:32.470000+00:00
price_1Pct0sFCPJnn9IgIkfouGfDJ,False,usd,,,,,,one_time,0.0,per_unit,2024-07-15 17:48:38+00:00,True,{},,,,,0,False,,prod_QTqieLuML50Ca1,2024-08-14 01:44:48.922000+00:00
price_1Pj2W4FCPJnn9IgIXLv7kch4,True,cad,,,month,1.0,licensed,recurring,799.0,per_unit,2024-08-01 17:10:16+00:00,True,{},,,,,799,False,,prod_O0f5XrfqwuzBWV,2024-08-14 01:38:45.781000+00:00
price_1Pfn6bFCPJnn9IgI0IXiyHzC,False,usd,,,,,,one_time,13878.0,per_unit,2024-07-23 18:06:33+00:00,True,{},,,,,13878,False,,prod_QWqoxyHbmle3sI,2024-08-14 01:45:36.073000+00:00
price_1PVkiRFCPJnn9IgIb32w3r9b,False,usd,,,,,,one_time,499.0,per_unit,2024-06-26 01:32:07+00:00,True,{},,,,,499,False,,prod_QMTf7spCtaoPEV,2024-08-14 07:31:17.506000+00:00
price_1JB1ziFCPJnn9IgIu3sZOCfZ,True,usd,,,,,,one_time,14900.0,per_unit,2021-07-08 18:30:42+00:00,True,{},,,,,14900,False,,prod_JofKYF4gcTyTXC,2024-08-14 06:48:31.831000+00:00
plan_HAFuiTbubLgmSE,True,usd,Free Range Kid - Monthly,,month,1.0,licensed,recurring,1599.0,per_unit,2020-04-25 21:18:22+00:00,True,{},,,,,1599,False,,prod_HAFtRsX04IYRix,2024-08-14 06:51:39.236000+00:00
price_1M71XDFCPJnn9IgI1lACYcwj,False,usd,,,,,,one_time,30900.0,per_unit,2022-11-22 18:49:31+00:00,True,{},,,,,30900,False,,prod_Mqizg0n34iJNjc,2024-08-14 06:44:44.656000+00:00
price_1M9WXDFCPJnn9IgIfo99Ql0z,False,usd,,,,,,one_time,24900.0,per_unit,2022-11-29 16:19:51+00:00,True,{},,,,,24900,False,,prod_MqizB340nXjBwx,2024-08-14 06:44:41.501000+00:00
price_1JB21EFCPJnn9IgIAAX6NwCd,True,usd,,,,,,one_time,19900.0,per_unit,2021-07-08 18:32:16+00:00,True,{},,,,,19900,False,,prod_JofLJO2Cs0lZes,2024-08-14 06:48:31.831000+00:00
price_1LldqyFCPJnn9IgIP3u08eZ9,False,usd,,,,,,one_time,0.0,per_unit,2022-09-24 19:17:32+00:00,True,{},,,,,0,False,,prod_KRGXrxv2Ay7Q2y,2024-08-14 06:45:11.726000+00:00
price_1M9zTtFCPJnn9IgI6jMLvYvt,False,usd,,,,,,one_time,41900.0,per_unit,2022-11-30 23:14:21+00:00,True,{},,,,,41900,False,,prod_MqiOQ9PqIldvWE,2024-08-14 06:44:40.967000+00:00
price_1L7o3SFCPJnn9IgI3PdOah0s,False,usd,,,month,1.0,licensed,recurring,25900.0,per_unit,2022-06-06 22:05:46+00:00,True,{},,,,,25900,False,,prod_LpSzeeC0XXIbjW,2024-08-14 06:46:02.115000+00:00
plan_HAFxOh2YeaSjTT,True,usd,First Crew - Monthly,,month,1.0,licensed,recurring,2299.0,per_unit,2020-04-25 21:21:38+00:00,True,{},,,,,2299,False,,prod_HAFwegSvmBmsqL,2024-08-14 06:51:39.236000+00:00
price_1NGbu5FCPJnn9IgIIhYnehh0,False,usd,,,,,,one_time,14900.0,per_unit,2023-06-08 06:01:01+00:00,True,{},,,,,14900,False,,prod_MJKZLiveFaeIvc,2024-08-14 06:43:13.043000+00:00
price_1NGboHFCPJnn9IgIw94DJo2l,False,usd,,,,,,one_time,19900.0,per_unit,2023-06-08 05:55:01+00:00,True,{},,,,,19900,False,,prod_NrLeotaTiKcECn,2024-08-14 06:43:13.087000+00:00
price_1Opg9uFCPJnn9IgI4GLW7YG3,False,usd,,,,,,one_time,1099.0,per_unit,2024-03-02 00:10:34+00:00,True,{},,,,,1099,False,,prod_NrKA5lOSEMMwri,2024-08-14 07:43:11.068000+00:00
price_1Opfx5FCPJnn9IgI6Fuxl7ck,False,usd,,,,,,one_time,1099.0,per_unit,2024-03-01 23:57:19+00:00,True,{},,,,,1099,False,,prod_P36cFq3ajx0KZv,2024-08-14 07:43:11.711000+00:00
price_1Opg5bFCPJnn9IgIuQ6TEzN4,False,usd,,,,,,one_time,1099.0,per_unit,2024-03-02 00:06:07+00:00,True,{},,,,,1099,False,,prod_O70Rd0LCCPQfaf,2024-08-14 06:41:14.203000+00:00
price_1OpNyCFCPJnn9IgIrV1Q3m7s,False,usd,,,,,,one_time,123.0,per_unit,2024-03-01 04:45:16+00:00,True,{},,,,,123,False,,prod_M3bEXvOFlyGsIC,2024-08-14 07:36:47.029000+00:00
price_1M4ZrlFCPJnn9IgI6t5YTtF8,False,usd,,,,,,one_time,0.0,per_unit,2022-11-16 00:52:37+00:00,True,{},,,,,0,False,,prod_JmQPxZ7HuTYuZ5,2024-08-14 06:44:47.538000+00:00
plan_HAFs5xiVLfmztk,True,usd,Homebody Monthly,,month,1.0,licensed,recurring,999.0,per_unit,2020-04-25 21:16:21+00:00,True,{},,,,,999,False,,prod_HAFqUnlxqqCvsE,2024-08-14 06:51:39.236000+00:00
price_1OCRwYFCPJnn9IgImcNQuZD8,True,usd,,,month,3.0,licensed,recurring,4999.0,per_unit,2023-11-14 19:06:38+00:00,True,{},,,,,4999,False,,prod_P0Ss4aBE7tPFG0,2024-08-14 06:42:00.363000+00:00
price_1MxCWuFCPJnn9IgIabQJP1G8,False,usd,,,,,,one_time,19900.0,per_unit,2023-04-15 17:04:52+00:00,True,{},,,,,19900,False,,prod_NidovdwbAReRx6,2024-08-14 17:34:45.126000+00:00
price_1O4bKxFCPJnn9IgIgghdzlo1,False,usd,,,,,,one_time,1999.0,per_unit,2023-10-24 03:31:23+00:00,True,{},,,,,1999,False,,prod_OsM3ciTc1BFQ65,2024-08-14 12:57:52.296000+00:00
price_1MFfkjFCPJnn9IgImWVPpn91,False,usd,,,,,,one_time,58900.0,per_unit,2022-12-16 15:23:13+00:00,True,{},,,,,58900,False,,prod_MqiPVRoUvQD5UI,2024-08-14 17:49:08.007000+00:00
price_1MuJmAFCPJnn9IgI1pdUuIZK,False,usd,,,,,,one_time,13000.0,per_unit,2023-04-07 18:12:42+00:00,True,{},,,,,13000,False,,prod_Nff6uFEQS9Selu,2024-08-14 17:35:21.645000+00:00
price_1NLvq6FCPJnn9IgIoasyFeAO,False,usd,,,,,,one_time,999.0,per_unit,2023-06-22 22:18:54+00:00,True,{},,,,,999,False,,prod_O8CEBlGh1VevS7,2024-08-14 15:54:16.187000+00:00
price_1NnkdrFCPJnn9IgI6ZRs5Z1S,False,usd,,,,,,one_time,1000.0,per_unit,2023-09-07 16:01:15+00:00,True,{},,,,,1000,False,,prod_OawWI8l2V78HnW,2024-08-14 15:44:06.430000+00:00
price_1Mn1dGFCPJnn9IgImgKdDl2g,False,usd,,,,,,one_time,100.0,per_unit,2023-03-18 15:25:22+00:00,True,{},,,,,100,False,,prod_NY7tualqHVPWdb,2024-08-14 17:38:14.153000+00:00
price_1NGudiFCPJnn9IgI0z0lBrHK,False,usd,,,,,,one_time,14000.0,per_unit,2023-06-09 02:01:22+00:00,True,{},,,,,14000,False,,prod_O30f38X77tYt2J,2024-08-14 15:55:18.952000+00:00
price_1MpBTVFCPJnn9IgIN3ll0o04,False,usd,,,,,,one_time,16700.0,per_unit,2023-03-24 14:20:13+00:00,True,{},,,,,16700,False,,prod_NaMBw7JU5wCjxv,2024-08-14 17:37:50.217000+00:00
price_1NuI9rFCPJnn9IgI2JQmSrIm,False,usd,,,,,,one_time,1000.0,per_unit,2023-09-25 17:01:19+00:00,True,{},,,,,1000,False,,prod_OhhY5LsvxPxCeZ,2024-08-14 13:05:26.745000+00:00
price_1NnjoSFCPJnn9IgIotMmJuzg,False,usd,,,,,,one_time,1000.0,per_unit,2023-09-07 15:08:08+00:00,True,{},,,,,1000,False,,prod_OYTnmZRfdoSesx,2024-08-14 15:44:06.431000+00:00
price_1MaKr3FCPJnn9IgIsetBCHSB,False,usd,,,,,,one_time,1000.0,per_unit,2023-02-11 15:19:09+00:00,True,{},,,,,1000,False,,prod_NL0spCO1BL2Di5,2024-08-14 17:42:23.102000+00:00
price_1O2dZyFCPJnn9IgIVO7Uj1ww,False,usd,,,,,,one_time,0.0,per_unit,2023-10-18 17:30:46+00:00,True,{},,,,,0,False,,prod_OqKE5tAXKI03do,2024-08-14 13:02:13.989000+00:00
price_1NDe7mFCPJnn9IgIKjksaeWw,False,usd,,,,,,one_time,999.0,per_unit,2023-05-31 01:46:54+00:00,True,{},,,,,999,False,,prod_NzdO1HpGLrI4fy,2024-08-14 15:57:19.032000+00:00
price_1NatJKFCPJnn9IgI6IzQuPeY,False,usd,,,,,,one_time,1499.0,per_unit,2023-08-03 04:38:54+00:00,True,{},,,,,1499,False,,prod_ONecxXD3srtbaA,2024-08-14 15:44:52.357000+00:00
price_1NsAZPFCPJnn9IgIRuCX2CDm,False,usd,,,,,,one_time,25900.0,per_unit,2023-09-19 20:30:55+00:00,True,{},,,,,25900,False,,prod_OfVacPYWWub3KJ,2024-08-14 13:05:58.637000+00:00
price_1OWwlnFCPJnn9IgIyWyhqt71,True,usd,,,,,,one_time,1699.0,per_unit,2024-01-10 08:04:15+00:00,True,{},,,,,1699,False,,prod_ONecdksGaagUSy,2024-08-14 12:50:12.897000+00:00
price_1N5aOcFCPJnn9IgIBG7witla,False,usd,,,,,,one_time,1999.0,per_unit,2023-05-08 20:10:58+00:00,True,{},,,,,1999,False,,prod_NrJ0bte0gezcMC,2024-08-14 15:49:47.497000+00:00
price_1MJNWHFCPJnn9IgIYtHIdiWm,False,usd,,,,,,one_time,32900.0,per_unit,2022-12-26 20:43:37+00:00,True,{},,,,,32900,False,,prod_N3UV1UIsBoMn8E,2024-08-14 17:49:07.918000+00:00
price_1NJI0nFCPJnn9IgI3r7i5gDQ,False,usd,,,,,,one_time,7000.0,per_unit,2023-06-15 15:23:01+00:00,True,{},,,,,7000,False,,prod_O5Swr1OauwXOGW,2024-08-14 15:54:46.185000+00:00
price_1MePq0FCPJnn9IgIE4drJXBz,False,usd,,,,,,one_time,16700.0,per_unit,2023-02-22 21:26:56+00:00,True,{},,,,,16700,False,,prod_NPEIBIJreKaxxl,2024-08-14 17:41:33.854000+00:00
price_1NQxCbFCPJnn9IgILsZ71bne,False,usd,,,,,,one_time,1999.0,per_unit,2023-07-06 18:46:53+00:00,True,{},,,,,1999,False,,prod_ODNyq3k9SrH5lm,2024-08-14 15:51:47.137000+00:00
price_1Nnqw6FCPJnn9IgIIjHoDTL0,False,usd,,,,,,one_time,999.0,per_unit,2023-09-07 22:44:30+00:00,True,{},,,,,999,False,,prod_Ob32LwlsWYDVp8,2024-08-14 15:43:52.350000+00:00
price_1NzQupFCPJnn9IgIEzIlPFs8,False,usd,,,,,,one_time,5000.0,per_unit,2023-10-09 21:23:03+00:00,True,{},,,,,5000,False,,prod_On0wSG4sMYlBAG,2024-08-14 13:03:01.157000+00:00
price_1N8OWkFCPJnn9IgIteOhVF8b,False,usd,,,,,,one_time,9900.0,per_unit,2023-05-16 14:06:58+00:00,True,{},,,,,9900,False,,prod_NuCwJiv49tMlLl,2024-08-14 17:31:01.756000+00:00
price_1MpLVpFCPJnn9IgIRuKKWL7t,False,usd,,,,,,one_time,16700.0,per_unit,2023-03-25 01:03:17+00:00,True,{},,,,,16700,False,,prod_NaWYgq9eGHlqtE,2024-08-14 17:37:45.082000+00:00
price_1Mi86IFCPJnn9IgIaYHEPvJI,False,usd,,,,,,one_time,29000.0,per_unit,2023-03-05 03:19:06+00:00,True,{},,,,,29000,False,,prod_NT4Ef4vdl7QCOf,2024-08-14 17:39:16.965000+00:00
price_1O4OAlFCPJnn9IgI90Wjp1sI,False,usd,,,,,,one_time,13000.0,per_unit,2023-10-23 13:27:59+00:00,True,{},,,,,13000,False,,prod_Os8RPd6FldUxu8,2024-08-14 13:01:47.332000+00:00
price_1NuO9HFCPJnn9IgIicInRGbi,False,usd,,,,,,one_time,25900.0,per_unit,2023-09-25 23:25:07+00:00,True,{},,,,,25900,False,,prod_OhnkJlhfnTPd8f,2024-08-14 13:05:25.630000+00:00
price_1MLI93FCPJnn9IgIafa4pKJp,False,usd,,,,,,one_time,29000.0,per_unit,2023-01-01 03:23:33+00:00,True,{},,,,,29000,False,,prod_N5T5u4x6Gt5oj5,2024-08-14 17:47:12.722000+00:00
price_1NLSIoFCPJnn9IgIAVGjQKJo,False,usd,,,,,,one_time,24000.0,per_unit,2023-06-21 14:46:34+00:00,True,{},,,,,24000,False,,prod_O7hiBqYhqV5w1k,2024-08-14 15:54:20.820000+00:00
price_1N46F1FCPJnn9IgItUwmhmxG,False,usd,,,,,,one_time,13000.0,per_unit,2023-05-04 17:46:55+00:00,True,{},,,,,13000,False,,prod_NplmJkFXDcD2Nt,2024-08-14 17:32:08.547000+00:00
price_1MKqBYFCPJnn9IgILiXE6s7c,False,usd,,,,,,one_time,1499.0,per_unit,2022-12-30 21:32:16+00:00,True,{},,,,,1499,False,,prod_M3ktxC5k7d9LVN,2024-08-14 17:48:40.615000+00:00
price_1N5aPGFCPJnn9IgIntwEn5Q9,False,usd,,,,,,one_time,1999.0,per_unit,2023-05-08 20:11:38+00:00,True,{},,,,,1999,False,,prod_NrJ1Wa7PwP6aqj,2024-08-14 15:48:41.807000+00:00
price_1O4bKdFCPJnn9IgIs7EZijhM,False,usd,,,,,,one_time,1999.0,per_unit,2023-10-24 03:31:03+00:00,True,{},,,,,1999,False,,prod_OsM2wX8QvjAuzF,2024-08-14 12:59:17.186000+00:00
price_1N5bW4FCPJnn9IgIPQXidBGp,False,usd,,,,,,one_time,999.0,per_unit,2023-05-08 21:22:44+00:00,True,{},,,,,999,False,,prod_NrKA5lOSEMMwri,2024-08-14 17:31:01.756000+00:00
price_1NLX6ZFCPJnn9IgIjnWj8P5r,False,usd,,,,,,one_time,1499.0,per_unit,2023-06-21 19:54:15+00:00,True,{},,,,,1499,False,,prod_O7me4DVUW0WXqo,2024-08-14 15:54:22.129000+00:00
price_1MMHrxFCPJnn9IgI6yiD1LPt,False,usd,,,,,,one_time,6500.0,per_unit,2023-01-03 21:18:01+00:00,True,{},,,,,6500,False,,prod_N6Urb7TZWSHWRW,2024-08-14 17:47:06.229000+00:00
price_1NBPlIFCPJnn9IgI0QOe43yH,False,usd,,,,,,one_time,1000.0,per_unit,2023-05-24 22:02:28+00:00,True,{},,,,,1000,False,,prod_NxKPw7NeqI01b9,2024-08-14 15:57:56.563000+00:00
price_1NYvHQFCPJnn9IgIfOs3aXJa,False,usd,,,,,,one_time,2000.0,per_unit,2023-07-28 18:20:48+00:00,True,{},,,,,2000,False,,prod_OLcWzsVE4ZElqQ,2024-08-14 15:50:06.665000+00:00
price_1NBj95FCPJnn9IgISaG68iKV,False,usd,,,,,,one_time,20000.0,per_unit,2023-05-25 18:44:19+00:00,True,{},,,,,20000,False,,prod_Nt8jVooRVRp3XM,2024-08-14 15:57:53.597000+00:00
price_1NlCxCFCPJnn9IgIFH8NKMPh,False,usd,,,,,,one_time,2000.0,per_unit,2023-08-31 15:38:42+00:00,True,{},,,,,2000,False,,prod_OYJadodkhQf8mH,2024-08-14 15:45:57.010000+00:00
