id,connected_account_id,amount,available_on,created,currency,description,exchange_rate,fee,net,source,status,type,reporting_category,_fivetran_synced
txn_1PkzU3FCPJnn9IgIxqTW2SOP,,-2450147,2024-08-08 00:00:00+00:00,2024-08-07 02:20:15+00:00,usd,STRIPE PAYOUT,,0,-2450147,po_1PkzU3FCPJnn9IgI18eEttnE,available,payout,payout,2024-08-14 01:53:31.300000+00:00
txn_1Pl1JIFCPJnn9IgIUt3zColq,,-32,2024-08-07 04:17:16+00:00,2024-08-07 04:17:16+00:00,usd,Authorization Optimization (2024-08-05): adjustment to Adaptive Acceptance,,0,-32,,available,stripe_fee,fee,2024-08-14 01:53:31.309000+00:00
txn_1PlNF4FCPJnn9IgIEgz1NigN,,-7343,2024-08-08 03:42:22+00:00,2024-08-08 03:42:22+00:00,usd,Billing - Usage Fee (2024-08-07),,606,-7949,,available,stripe_fee,fee,2024-08-14 01:53:32.563000+00:00
txn_1PlPyHFCPJnn9IgIFcnnaqwc,,-6081,2024-08-08 06:37:13+00:00,2024-08-08 06:37:13+00:00,usd,Automatic Taxes (2024-08-07): Automatic tax,,502,-6583,,available,stripe_fee,fee,2024-08-14 01:53:32.795000+00:00
txn_1Pljc8FCPJnn9IgI6d7pPQTn,,-1,2024-08-09 03:35:40+00:00,2024-08-09 03:35:40+00:00,usd,Authorization Optimization (2024-08-07): adjustment to Adaptive Acceptance,,0,-1,,available,stripe_fee,fee,2024-08-14 01:53:33.722000+00:00
txn_1Plje9FCPJnn9IgIffzuALpN,,-1445,2024-08-09 03:37:45+00:00,2024-08-09 03:37:45+00:00,usd,Authorization Optimization (2024-08-08): Adaptive Acceptance,,0,-1445,,available,stripe_fee,fee,2024-08-14 01:53:33.722000+00:00
txn_1Pm649FCPJnn9IgICUc9JsHJ,,-2,2024-08-10 03:34:05+00:00,2024-08-10 03:34:05+00:00,usd,Authorization Optimization (2024-08-08): adjustment to Adaptive Acceptance,,0,-2,,available,stripe_fee,fee,2024-08-14 01:53:35.010000+00:00
txn_1Pm8ZqFCPJnn9IgIrK17ENPf,,-3,2024-08-10 06:14:58+00:00,2024-08-10 06:14:58+00:00,usd,3D Secure (2024-08-09): Lookup,,0,-3,,available,stripe_fee,fee,2024-08-14 01:53:35.224000+00:00
txn_1Pm8aFFCPJnn9IgIsxedR6zl,,-220,2024-08-10 06:15:23+00:00,2024-08-10 06:15:23+00:00,usd,Radar (2024-08-09): Standard,,0,-220,,available,stripe_fee,fee,2024-08-14 01:53:35.224000+00:00
txn_1PmVPtFCPJnn9IgIfNGv7XWA,,-732,2024-08-11 06:38:13+00:00,2024-08-11 06:38:13+00:00,cad,Automatic Taxes (2024-08-10): Automatic tax,,60,-792,,available,stripe_fee,fee,2024-08-14 01:53:36.306000+00:00
txn_1PmVQjFCPJnn9IgIrxBuFP5X,,-260,2024-08-11 06:39:05+00:00,2024-08-11 06:39:05+00:00,usd,Radar (2024-08-10): Standard,,0,-260,,available,stripe_fee,fee,2024-08-14 01:53:36.306000+00:00
txn_1Pmnm5FCPJnn9IgIagcL0Apr,,-1690043,2024-08-13 00:00:00+00:00,2024-08-12 02:14:21+00:00,usd,STRIPE PAYOUT,,0,-1690043,po_1Pmnm5FCPJnn9IgIhsmylykH,available,payout,payout,2024-08-14 01:53:37.124000+00:00
txn_1PmrT9FCPJnn9IgIThZGWweV,,-235,2024-08-12 06:11:03+00:00,2024-08-12 06:11:03+00:00,usd,Radar (2024-08-11): Standard,,0,-235,,available,stripe_fee,fee,2024-08-14 01:53:38.069000+00:00
txn_1PmrTmFCPJnn9IgIO4mkDzF4,,-4026,2024-08-12 06:11:42+00:00,2024-08-12 06:11:42+00:00,usd,Automatic Taxes (2024-08-11): Automatic tax,,332,-4358,,available,stripe_fee,fee,2024-08-14 01:53:38.069000+00:00
txn_3OTpnQFCPJnn9IgI1uT2dr2p,,-1638,2024-08-02 19:34:41+00:00,2024-08-02 19:34:41+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1638,re_3OTpnQFCPJnn9IgI16gl1o76,available,refund,refund,2024-08-14 01:53:24.465000+00:00
txn_3OeqpSFCPJnn9IgI1vhNGO9b,,-1609,2024-07-16 14:52:09+00:00,2024-07-16 14:52:09+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1609,re_3OeqpSFCPJnn9IgI1vFVb3tM,available,refund,refund,2024-08-14 01:52:58.990000+00:00
txn_3OoHp0FCPJnn9IgI00fKYvlk,,-1499,2024-07-25 18:01:48+00:00,2024-07-25 18:01:48+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3OoHp0FCPJnn9IgI0TRqWUEn,available,refund,refund,2024-08-14 01:53:10.593000+00:00
txn_3OpMGxFCPJnn9IgI1RLwkZoK,,-1609,2024-07-16 14:52:13+00:00,2024-07-16 14:52:13+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1609,re_3OpMGxFCPJnn9IgI1bSXYc5Z,available,refund,refund,2024-08-14 01:52:58.990000+00:00
txn_3OpaPQFCPJnn9IgI1OAqYcrC,,-1638,2024-08-02 19:34:46+00:00,2024-08-02 19:34:46+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1638,re_3OpaPQFCPJnn9IgI1Itl2YLA,available,refund,refund,2024-08-14 01:53:24.465000+00:00
txn_3OyncnFCPJnn9IgI1V935Etd,,-1499,2024-07-25 18:01:37+00:00,2024-07-25 18:01:37+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3OyncnFCPJnn9IgI1ZJadQVN,available,refund,refund,2024-08-14 01:53:10.593000+00:00
txn_3P0bDmFCPJnn9IgI1Yd85BZL,,-1609,2024-07-16 14:52:19+00:00,2024-07-16 14:52:19+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1609,re_3P0bDmFCPJnn9IgI1OIOUhrP,available,refund,refund,2024-08-14 01:52:58.990000+00:00
txn_3P6GV4FCPJnn9IgI0NT98ep7,,-1589,2024-07-22 17:37:34+00:00,2024-07-22 17:37:34+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1589,re_3P6GV4FCPJnn9IgI0I6EFqMl,available,refund,refund,2024-08-14 01:53:06.410000+00:00
txn_3PBhSSFCPJnn9IgI0PBSRGo4,,-1638,2024-08-02 19:34:48+00:00,2024-08-02 19:34:48+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1638,re_3PBhSSFCPJnn9IgI0CIRJjhr,available,refund,refund,2024-08-14 01:53:24.465000+00:00
txn_3PCDkWFCPJnn9IgI15nahEqP,,-1499,2024-07-23 14:01:07+00:00,2024-07-23 14:01:07+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-1499,re_3PCDkWFCPJnn9IgI1pqD1L7c,available,refund,refund,2024-08-14 01:53:07.639000+00:00
txn_3PDrDaFCPJnn9IgI0SaZwA6F,,-21785,2024-07-17 21:27:23+00:00,2024-07-17 21:27:23+00:00,usd,REFUND FOR CHARGE ( Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax)),,0,-21785,re_3PDrDaFCPJnn9IgI0gBRneok,available,refund,refund,2024-08-14 01:53:00.488000+00:00
txn_3PEy4YFCPJnn9IgI0AMwAw9I,,-1499,2024-08-12 16:49:05+00:00,2024-08-12 16:49:05+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PEy4YFCPJnn9IgI0htcLMh9,available,refund,refund,2024-08-14 01:53:38.379000+00:00
txn_3PG1vXFCPJnn9IgI1mmEEt6P,,-41169,2024-08-12 15:17:08+00:00,2024-08-12 15:17:08+00:00,usd,REFUND FOR CHARGE ( Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax)),,0,-41169,re_3PG1vXFCPJnn9IgI1iJOuav7,available,refund,refund,2024-08-14 01:53:38.412000+00:00
txn_3PHtyPFCPJnn9IgI1VWcoG0y,,-1499,2024-07-17 18:59:31+00:00,2024-07-17 18:59:31+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PHtyPFCPJnn9IgI12se4Izv,available,refund,refund,2024-08-14 01:53:00.525000+00:00
txn_3PIBoDFCPJnn9IgI0P3Wy1vT,,-1499,2024-08-12 15:35:38+00:00,2024-08-12 15:35:38+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PIBoDFCPJnn9IgI0vILxVSA,available,refund,refund,2024-08-14 01:53:38.412000+00:00
txn_3PMBZaFCPJnn9IgI1beMiRwj,,-25332,2024-07-29 17:14:05+00:00,2024-07-29 17:14:05+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-25332,re_3PMBZaFCPJnn9IgI14sY1qP6,available,refund,refund,2024-08-14 01:53:14.971000+00:00
txn_3PNS6IFCPJnn9IgI1KTm73CW,,-27983,2024-07-17 21:24:19+00:00,2024-07-17 21:24:19+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-27983,re_3PNS6IFCPJnn9IgI1lRxyLe5,available,refund,refund,2024-08-14 01:53:00.488000+00:00
txn_3PO5amFCPJnn9IgI0Ecl9k0F,,-13287,2024-08-12 15:11:35+00:00,2024-08-12 15:11:35+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-13287,re_3PO5amFCPJnn9IgI0XaddgOZ,available,refund,refund,2024-08-14 01:53:38.412000+00:00
txn_3PP3QkFCPJnn9IgI1tiTFo5h,,-27947,2024-07-17 21:52:19+00:00,2024-07-17 21:52:19+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-27947,re_3PP3QkFCPJnn9IgI1RJUrMjO,available,refund,refund,2024-08-14 01:53:00.449000+00:00
txn_3PPaI3FCPJnn9IgI0GWUfbCF,,-1571,2024-07-24 17:24:40+00:00,2024-07-24 17:24:40+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1571,re_3PPaI3FCPJnn9IgI0ddogaxJ,available,refund,refund,2024-08-14 01:53:08.897000+00:00
txn_3PQCr9FCPJnn9IgI0XohDlso,,-1499,2024-08-12 16:49:11+00:00,2024-08-12 16:49:11+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PQCr9FCPJnn9IgI0o2LPa4e,available,refund,refund,2024-08-14 01:53:38.379000+00:00
txn_3PQooYFCPJnn9IgI1V7NMOUS,,-6472,2024-07-17 22:07:01+00:00,2024-07-17 22:07:01+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-6472,re_3PQooYFCPJnn9IgI1vIA6nYX,available,refund,refund,2024-08-14 01:53:00.449000+00:00
txn_3PT8l0FCPJnn9IgI02m2rd8E,,-1499,2024-07-17 18:59:34+00:00,2024-07-17 18:59:34+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PT8l0FCPJnn9IgI0vc9Gc7D,available,refund,refund,2024-08-14 01:53:00.525000+00:00
txn_3PTQb2FCPJnn9IgI0bFauiZk,,-1499,2024-08-12 15:35:40+00:00,2024-08-12 15:35:40+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PTQb2FCPJnn9IgI0d8e53TS,available,refund,refund,2024-08-14 01:53:38.412000+00:00
txn_3PU9maFCPJnn9IgI1jZyvmuZ,,-1499,2024-07-22 17:46:16+00:00,2024-07-22 17:46:16+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1499,re_3PU9maFCPJnn9IgI14jwbfII,available,refund,refund,2024-08-14 01:53:06.774000+00:00
txn_3PUEYZFCPJnn9IgI09KaG7D6,,534,2024-07-24 00:00:00+00:00,2024-07-20 00:12:50+00:00,usd,Subscription update,,34,500,ch_3PUEYZFCPJnn9IgI0z0v49Qv,available,charge,charge,2024-08-14 01:53:03.292000+00:00
txn_3PUcSHFCPJnn9IgI0EYYb9PI,,-64093,2024-07-17 22:02:13+00:00,2024-07-17 22:02:13+00:00,usd,REFUND FOR CHARGE ( Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax)),,0,-64093,re_3PUcSHFCPJnn9IgI0BPUdoty,available,refund,refund,2024-08-14 01:53:00.449000+00:00
txn_3PVIQDFCPJnn9IgI000crdUS,,-24472,2024-07-17 22:05:54+00:00,2024-07-17 22:05:54+00:00,usd,REFUND FOR CHARGE ( Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax)),,0,-24472,re_3PVIQDFCPJnn9IgI0oG8PUoK,available,refund,refund,2024-08-14 01:53:00.449000+00:00
txn_3PWl2EFCPJnn9IgI0z1i0iCn,,2996,2024-07-23 00:00:00+00:00,2024-07-19 20:04:52+00:00,usd,Subscription update,,88,2908,ch_3PWl2EFCPJnn9IgI0HfqdJ0c,available,charge,charge,2024-08-14 01:53:02.995000+00:00
txn_3PXRlOFCPJnn9IgI02bI0gwF,,1499,2024-07-18 00:00:00+00:00,2024-07-16 20:06:00+00:00,usd,Subscription update,,55,1444,ch_3PXRlOFCPJnn9IgI09AriG5i,available,charge,charge,2024-08-14 01:52:59.294000+00:00
txn_3PXXYmFCPJnn9IgI0nQHtauG,,1637,2024-07-17 00:00:00+00:00,2024-07-15 10:56:49+00:00,usd,Subscription update,,58,1579,ch_3PXXYmFCPJnn9IgI0tp5CHtB,available,charge,charge,2024-08-14 01:52:57.472000+00:00
txn_3PXaoNFCPJnn9IgI1xw20kpx,,-1611,2024-07-16 14:52:25+00:00,2024-07-16 14:52:25+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1611,re_3PXaoNFCPJnn9IgI1OaLCuDk,available,refund,refund,2024-08-14 01:52:58.990000+00:00
txn_3PXbM0FCPJnn9IgI0VELhlAh,,-10494,2024-08-12 14:16:09+00:00,2024-08-12 14:16:09+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-10494,re_3PXbM0FCPJnn9IgI0qUkJnDV,available,refund,refund,2024-08-14 01:53:38.342000+00:00
txn_3PXoXQFCPJnn9IgI1uerKABq,,-1638,2024-08-02 19:35:00+00:00,2024-08-02 19:35:00+00:00,usd,REFUND FOR CHARGE (Subscription update),,0,-1638,re_3PXoXQFCPJnn9IgI1O9NBqQB,available,refund,refund,2024-08-14 01:53:24.465000+00:00
txn_3PY9e5FCPJnn9IgI021Vo3vX,,-10000,2024-07-17 18:53:07+00:00,2024-07-17 18:53:07+00:00,usd,REFUND FOR CHARGE ( Includes taxes of (usd)0.0(Sales Tax calculated by AvaTax)),,0,-10000,re_3PY9e5FCPJnn9IgI09QAU5Fv,available,refund,refund,2024-08-14 01:53:00.525000+00:00
txn_3PYixIFCPJnn9IgI1zLbTErl,,1632,2024-07-22 00:00:00+00:00,2024-07-18 11:52:09+00:00,usd,Subscription update,,58,1574,ch_3PYixIFCPJnn9IgI159QxJxa,available,charge,charge,2024-08-14 01:53:01.255000+00:00
txn_3PYqWCFCPJnn9IgI12Qiw239,,1589,2024-07-22 00:00:00+00:00,2024-07-18 03:20:21+00:00,usd,Subscription update,,57,1532,ch_3PYqWCFCPJnn9IgI1tlxSBeR,available,charge,charge,2024-08-14 01:53:00.790000+00:00
txn_3PYqm0FCPJnn9IgI1ZpKe9ZL,,-28249,2024-07-29 17:15:10+00:00,2024-07-29 17:15:10+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-28249,re_3PYqm0FCPJnn9IgI19F8iPzz,available,refund,refund,2024-08-14 01:53:14.971000+00:00
txn_3PYx9OFCPJnn9IgI1setvV1e,,1499,2024-07-17 00:00:00+00:00,2024-07-15 12:25:15+00:00,usd,Subscription update,,55,1444,ch_3PYx9OFCPJnn9IgI144Jmnvm,available,charge,charge,2024-08-14 01:52:57.710000+00:00
txn_3PZ341FCPJnn9IgI1KsWyCxV,,-37280,2024-08-12 14:34:46+00:00,2024-08-12 14:34:46+00:00,usd,REFUND FOR CHARGE (Subscription creation),,0,-37280,re_3PZ341FCPJnn9IgI1nFojVNc,available,refund,refund,2024-08-14 01:53:38.342000+00:00
txn_3PZN0YFCPJnn9IgI01gth2Fd,,1499,2024-07-18 00:00:00+00:00,2024-07-16 00:33:14+00:00,usd,Subscription update,,55,1444,ch_3PZN0YFCPJnn9IgI00GJLFMm,available,charge,charge,2024-08-14 01:52:58.407000+00:00
