subscription_id,account_country,account_name,amount_due,amount_paid,amount_remaining,amount_shipping,application,attempt_count,attempted,auto_advance,automatic_tax_enabled,automatic_tax_status,billing_reason,collection_method,created,currency,description,due_date,ending_balance,footer,from_invoice_action,from_invoice_invoice,hosted_invoice_url,invoice_pdf,last_finalization_error_code,last_finalization_error_doc_url,last_finalization_error_message,last_finalization_error_param,last_finalization_error_payment_method_type,last_finalization_error_type,latest_revision,livemode,metadata,next_payment_attempt,number,on_behalf_of,paid,paid_out_of_band,payment_settings_default_mandate,payment_settings_payment_method_options_acss_debit_mandate_options_transaction_type,payment_settings_payment_method_options_acss_debit_verification_method,payment_settings_payment_method_options_bancontact_preferred_language,payment_settings_payment_method_options_card_installments_enabled,payment_settings_payment_method_options_card_request_three_d_secure,payment_settings_payment_method_options_customer_balance_bank_transfer_eu_bank_transfer_country,payment_settings_payment_method_options_customer_balance_bank_transfer_type,payment_settings_payment_method_options_customer_balance_funding_type,payment_settings_payment_method_options_us_bank_account_financial_connections_permissions,payment_settings_payment_method_options_us_bank_account_financial_connections_prefetch,payment_settings_payment_method_options_us_bank_account_verification_method,payment_settings_payment_method_types,period_start,period_end,post_payment_credit_notes_amount,pre_payment_credit_notes_amount,quote,receipt_number,rendering_amount_tax_display,rendering_pdf_page_size,shipping_cost_amount_subtotal,shipping_cost_amount_tax,shipping_cost_amount_total,shipping_cost_shipping_rate,shipping_address_city,shipping_address_country,shipping_address_line_1,shipping_address_line_2,shipping_address_postal_code,shipping_address_state,shipping_carrier,shipping_name,shipping_phone,shipping_tracking_number,starting_balance,statement_descriptor,status,status_transitions_finalized_at,status_transitions_paid_at,status_transitions_voided_at,status_transitions_marked_uncollectible_at,subscription_proration_date,subtotal,tax,tax_percent,test_clock,threshold_reason_amount_gte,total,transfer_data_amount,transfer_data_destination,webhooks_delivered_at,customer_id,charge_id,default_source_id,default_payment_method_id,payment_intent_id,application_fee_amount,_fivetran_synced,subtotal_excluding_tax,total_excluding_tax
sub_1PsHYFFCPJnn9IgIRD09Dz45,US,Pinwheel,17819,0,17819,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-27 05:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-27 06:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-08-27 05:00:00+00:00,2025-08-27 05:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1320.0,,,,17819,,,,cus_OTc4uvEOyZGsQo,,,,,,2024-08-28 00:12:08.537000+00:00,16499,16499
sub_1PsGLkFCPJnn9IgILE0A7pf0,US,Pinwheel,17547,0,17547,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-27 03:45:44+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-27 04:45:44+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-27 03:45:44+00:00,2025-08-27 03:45:44+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1048.0,,,,17547,,,,cus_Qjjp11UyxJH5VQ,,,,,,2024-08-28 00:12:04.983000+00:00,16499,16499
sub_1NbEAdFCPJnn9IgIIXkxH5ml,US,Pinwheel,17860,0,17860,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-24 02:55:19+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-24 03:55:19+00:00,,,False,False,,,,,,,,,,,,,,2024-08-24 02:55:19+00:00,2025-08-24 02:55:19+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1361.0,,,,17860,,,,cus_OO0AHrAZuZW1xu,,,,,,2024-08-28 00:04:08.851000+00:00,16499,16499
sub_1NcHQDFCPJnn9IgI1dgX506S,US,Pinwheel,17613,0,17613,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-27 00:35:45+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-27 01:35:45+00:00,,,False,False,,,,,,,,,,,,,,2024-08-27 00:35:45+00:00,2025-08-27 00:35:45+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1114.0,,,,17613,,,,cus_OP5b8vBSw87DPf,,,,,,2024-08-28 00:03:14.935000+00:00,16499,16499
sub_1PsXMXFCPJnn9IgIQmF6ogqB,US,Pinwheel,21999,0,21999,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-27 21:55:41+00:00,cad,,,0,,,,,,,,,,,,,True,{},2025-08-27 22:55:41+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-27 21:55:41+00:00,2025-08-27 21:55:41+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21999,0.0,,,,21999,,,,cus_Qk1PFX987nH6E5,,,,,,2024-08-28 00:12:27.031000+00:00,21999,21999
sub_1PsCmpFCPJnn9IgIvvPIZp3x,US,Pinwheel,21999,0,21999,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-26 23:57:27+00:00,cad,,,0,,,,,,,,,,,,,True,{},2025-08-27 00:57:27+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-26 23:57:27+00:00,2025-08-26 23:57:27+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21999,0.0,,,,21999,,,,cus_Qjg9YNrTpyFHjq,,,,,,2024-08-28 00:12:08.167000+00:00,21999,21999
sub_1PscO9FCPJnn9IgI2jhivXiq,US,Pinwheel,17736,0,17736,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-28 03:17:41+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-28 04:17:41+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-28 03:17:41+00:00,2025-08-28 03:17:41+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1237.0,,,,17736,,,,cus_Qk6b8rF3OtZLfO,,,,,,2024-08-29 00:09:34.401000+00:00,16499,16499
sub_1PsuGdFCPJnn9IgIJQzHKS25,US,Pinwheel,18207,0,18207,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-28 22:23:07+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-28 23:23:07+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-28 22:23:07+00:00,2025-08-28 22:23:07+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1708.0,,,,18207,,,,cus_QkP4RyWWiixc2e,,,,,,2024-08-29 00:09:43.205000+00:00,16499,16499
sub_1PszIDFCPJnn9IgIEGceqWod,US,Pinwheel,17406,0,17406,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-29 03:45:04+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-29 04:45:04+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-29 03:45:04+00:00,2025-08-29 03:45:04+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,907.0,,,,17406,,,,cus_QkUGLrRM24PsiG,,,,,,2024-08-30 00:12:21.323000+00:00,16499,16499
sub_1NcVZ4FCPJnn9IgIiUZEhStP,US,Pinwheel,16499,0,16499,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-30 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-30 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-08-30 00:00:00+00:00,2025-08-30 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,0.0,,,,16499,,,,cus_OPKD6eLv6mRRHl,,,,,,2024-08-31 00:03:18.891000+00:00,16499,16499
sub_1PuwsxFCPJnn9IgIr5XJ1CZa,US,Pinwheel,17489,0,17489,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-03 13:35:07+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-03 14:35:07+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-09-03 13:35:07+00:00,2025-09-03 13:35:07+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,990.0,,,,17489,,,,cus_QmVuf34aaoCQXG,,,,,,2024-09-04 00:10:53.381000+00:00,16499,16499
sub_1Pv2UkFCPJnn9IgIgi9AuMi7,US,Pinwheel,17547,0,17547,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-03 19:34:30+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-03 20:34:30+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-09-03 19:34:30+00:00,2025-09-03 19:34:30+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1048.0,,,,17547,,,,cus_QmbiXcvoz2f30P,,,,,,2024-09-04 00:10:59.036000+00:00,16499,16499
sub_1LWi1uFCPJnn9IgIBZLu12st,US,Pinwheel,17613,0,17613,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-03 14:43:06+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-03 15:43:06+00:00,,,False,False,,,,,,,,,,,,,,2024-09-03 14:43:06+00:00,2025-09-03 14:43:06+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1114.0,,,,17613,,,,cus_MFCQHyeLE9aOj0,,,,,,2024-09-05 00:07:48.940000+00:00,16499,16499
sub_1NdLBtFCPJnn9IgIARZeHnqG,US,Pinwheel,17489,0,17489,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-05 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-05 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-05 00:00:00+00:00,2025-09-05 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,990.0,,,,17489,,,,cus_OQBZW0KYdpW14B,,,,,,2024-09-06 00:03:02.293000+00:00,16499,16499
sub_1NfYzcFCPJnn9IgIreJr5pzU,US,Pinwheel,17654,0,17654,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-05 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-05 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-05 00:00:00+00:00,2025-09-05 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1155.0,,,,17654,,,,cus_OSTxPJMKk76lfR,,,,,,2024-09-06 00:02:40.662000+00:00,16499,16499
sub_1NfZ1ZFCPJnn9IgIPEqj3mqb,US,Pinwheel,23455,0,23455,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-05 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-05 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-05 00:00:00+00:00,2025-09-05 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21998,1457.0,,,,23455,,,,cus_OSTzkEtLJgEpSw,,,,,,2024-09-06 00:03:01.981000+00:00,21998,21998
sub_1PvpJmFCPJnn9IgIskXFrGMf,US,Pinwheel,17728,0,17728,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-05 23:42:26+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-06 00:42:26+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-09-05 23:42:26+00:00,2025-09-05 23:42:26+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1229.0,,,,17728,,,,cus_QnQACdossVuseI,,,,,,2024-09-06 00:11:46.534000+00:00,16499,16499
sub_1LXszEFCPJnn9IgIGN1P57Ud,US,Pinwheel,17354,0,17354,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-06 20:37:12+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-06 21:37:12+00:00,,,False,False,,,,,,,,,,,,,,2024-09-06 20:37:12+00:00,2025-09-06 20:37:12+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,855.0,,,,17354,,,,cus_MGPoCMb7f8NXNb,,,,,,2024-09-07 00:09:07.874000+00:00,16499,16499
sub_1NeNxhFCPJnn9IgIObgPE3Ea,US,Pinwheel,17835,0,17835,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-06 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-06 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-06 00:00:00+00:00,2025-09-06 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1336.0,,,,17835,,,,cus_ORGUCkJARJch20,,,,,,2024-09-07 00:03:02.880000+00:00,16499,16499
sub_1NemOMFCPJnn9IgICfZo1kbm,US,Pinwheel,17489,0,17489,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-06 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-06 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-06 00:00:00+00:00,2025-09-06 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,990.0,,,,17489,,,,cus_ORfjQhE4smBOz4,,,,,,2024-09-07 00:02:48.470000+00:00,16499,16499
sub_1Ng5NGFCPJnn9IgINRTr6WpN,US,Pinwheel,17571,0,17571,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-06 12:32:26+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-06 13:32:26+00:00,,,False,False,,,,,,,,,,,,,,2024-09-06 12:32:26+00:00,2025-09-06 12:32:26+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1072.0,,,,17571,,,,cus_OT1QR3iCEx6ou6,,,,,,2024-09-07 00:06:34.789000+00:00,16499,16499
sub_1LY9f8FCPJnn9IgI0FdASUuQ,US,Pinwheel,17881,0,17881,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-07 14:25:34+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-07 15:25:34+00:00,,,False,False,,,,,,,,,,,,,,2024-09-07 14:25:34+00:00,2025-09-07 14:25:34+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1382.0,,,,17881,,,,cus_MGh3Xg6QxBowIT,,,,,,2024-09-08 00:04:56.832000+00:00,16499,16499
sub_1LYH5TFCPJnn9IgI5JPaCvIL,US,Pinwheel,23637,0,23637,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-07 22:21:15+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-07 23:21:15+00:00,,,False,False,,,,,,,,,,,,,,2024-09-07 22:21:15+00:00,2025-09-07 22:21:15+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21998,1639.0,,,,23637,,,,cus_MGoij9q2YiTApz,,,,,,2024-09-08 00:07:53.025000+00:00,21998,21998
sub_1NnPzXFCPJnn9IgIUbNzPB8x,US,Pinwheel,17695,0,17695,0,,0,False,,True,complete,upcoming,send_invoice,2025-09-06 17:58:15+00:00,usd,,2025-09-16 17:58:15+00:00,0,,,,,,,,,,,,,True,{},,,,False,False,,,,,,,,,,,,,,2024-09-06 17:58:15+00:00,2025-09-06 17:58:15+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1196.0,,,,17695,,,,cus_NnuhDtjSbeRtAV,,,,,,2024-09-08 00:06:27.371000+00:00,16499,16499
sub_1PwnLmFCPJnn9IgIEsSyKMdk,US,Pinwheel,24859,0,24859,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-08 15:48:30+00:00,cad,,,0,,,,,,,,,,,,,True,{},2025-09-08 16:48:30+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-09-08 15:48:30+00:00,2025-09-08 15:48:30+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21999,2860.0,,,,24859,,,,cus_QoQCLVTCLMmV5y,,,,,,2024-09-09 00:09:14.932000+00:00,21999,21999
sub_1Nfm8bFCPJnn9IgIbe3DPpDv,US,Pinwheel,17984,0,17984,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-09 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-09 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-09 00:00:00+00:00,2025-09-09 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1485.0,,,,17984,,,,cus_OShXOIESPVtNgT,,,,,,2024-09-10 00:02:44.355000+00:00,16499,16499
sub_1Ngq7VFCPJnn9IgIArha4aLp,US,Pinwheel,17547,0,17547,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-09 00:00:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-09 01:00:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-09 00:00:00+00:00,2025-09-09 00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1048.0,,,,17547,,,,cus_OTni4IxTsE1Hvo,,,,,,2024-09-10 00:02:48.631000+00:00,16499,16499
sub_1NhJiWFCPJnn9IgI45lv729u,US,Pinwheel,17406,0,17406,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-09 22:03:28+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-09 23:03:28+00:00,,,False,False,,,,,,,,,,,,,,2024-09-09 22:03:28+00:00,2025-09-09 22:03:28+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,907.0,,,,17406,,,,cus_OUIJ9snDfRn2oX,,,,,,2024-09-10 00:07:29.938000+00:00,16499,16499
sub_1LZEgJFCPJnn9IgI90UTgBe7,US,Pinwheel,17860,0,17860,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-10 13:59:15+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-10 14:59:15+00:00,,,False,False,,,,,,,,,,,,,,2024-09-10 13:59:15+00:00,2025-09-10 13:59:15+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1361.0,,,,17860,,,,cus_MHoIz0UtOlvnRA,,,,,,2024-09-11 00:05:23.949000+00:00,16499,16499
sub_1LZFwNFCPJnn9IgItvSoifCp,US,Pinwheel,23730,0,23730,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-10 15:19:55+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-10 16:19:55+00:00,,,False,False,,,,,,,,,,,,,,2024-09-10 15:19:55+00:00,2025-09-10 15:19:55+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,21998,1732.0,,,,23730,,,,cus_MHpb8CFge8ejkU,,,,,,2024-09-11 00:05:45.367000+00:00,21998,21998
sub_1PtYXlFCPJnn9IgIDcIWGYnY,US,Pinwheel,16499,0,16499,0,,0,False,,True,complete,upcoming,charge_automatically,2025-08-30 17:23:29+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-08-30 18:23:29+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-08-30 17:23:29+00:00,2025-08-30 17:23:29+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,0.0,,,,16499,,,,cus_Ql4hjNNSBsrMLP,,,,,,2024-08-31 00:13:09.257000+00:00,16499,16499
sub_1LW5A8FCPJnn9IgIDqZySZqg,US,Pinwheel,18042,0,18042,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-01 21:13:00+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-01 22:13:00+00:00,,,False,False,,,,,,,,,,,,,,2024-09-01 21:13:00+00:00,2025-09-01 21:13:00+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1543.0,,,,18042,,,,cus_MEYG6NWdebMA0t,,,,,,2024-09-02 00:19:09.671000+00:00,16499,16499
sub_1Pu8g9FCPJnn9IgIQF3geifK,US,Pinwheel,17860,0,17860,0,,0,False,,True,complete,upcoming,charge_automatically,2025-09-01 07:58:33+00:00,usd,,,0,,,,,,,,,,,,,True,{},2025-09-01 08:58:33+00:00,,,False,False,,,,,,automatic,,,,,,,,2024-09-01 07:58:33+00:00,2025-09-01 07:58:33+00:00,0,0,,,,,,,,,,,,,,,,,,,0,,draft,,,,,,16499,1361.0,,,,17860,,,,cus_Qlg2KLd9ZprDYV,,,,,,2024-09-02 00:25:00.523000+00:00,16499,16499
