device_id,app_name,bg_usage_time,fg_usage_time,wifi_usage_bytes,mobile_usage_bytes,extract_date
dde8acddb4d3730d,com.adobe.scan.android,0,0,297859,278897,2023-03-31
dde8acddb4d3730d,com.google.android.syncadapters.calendar,0,0,2769514,1360274,2023-03-31
25be17f55498f531,com.nhn.android.band,0,0,0,50310,2023-03-31
25be17f55498f531,io.fieldx.app.devices,0,0,806922943,709988303,2023-03-31
3807433fe6354385,com.google.android.apps.meetings,0,0,275652,31908,2023-03-31
3807433fe6354385,com.tplink.weather,0,0,457703,0,2023-03-31
246ce55eb6c10a8c,com.pinwheel.contacts2,0,0,729068,1844933,2023-03-31
220bc33f2496d099,com.google.android.gsf,0,0,31379662,566874,2023-03-31
02b47432c82d6200,com.pinwheel.contacts2,0,0,2398075,364177,2023-03-31
70b0f3498d5e11e5,io.fieldx.app.devices,0,0,609902247,0,2023-03-31
9e173854cbc280b7,com.pt.bark,0,0,54283,41496,2023-03-31
a4c2933c35b83d4c,com.google.android.apps.classroom,0,0,797441,12983,2023-03-31
f85e920cd8f0656b,com.pinwheel.desktop,0,0,0,77343,2023-03-31
baeb0140bc544318,com.sec.spp.push,0,0,79306,0,2023-03-31
5982c3b0e9c5284b,com.google.android.gms,0,0,0,45916815,2023-03-31
5982c3b0e9c5284b,com.google.android.captiveportallogin,0,0,391576,0,2023-03-31
691264d37c7b8f94,com.google.android.calculator,0,0,41423,0,2023-03-31
89090f857cfea0a4,com.google.android.syncadapters.calendar,0,0,18101,18646,2023-03-31
e6e2e66f8d6e68ef,com.samsung.android.sm.devicesecurity,0,0,897691,426051,2023-03-31
69044ef73586bd18,com.google.android.gm,0,0,389789,32924,2023-03-31
a3b82cebaa0ca097,com.google.android.apps.maps,0,0,14184198,1430344,2023-03-31
a3b82cebaa0ca097,org.thoughtcrime.securesms,0,0,1119241676,1963770,2023-03-31
785d0e0503b66dac,com.pandora.android,0,0,300464,0,2023-03-31
efc41016545ff1fd,com.pinwheel.desktop,0,0,19834072,10572715,2023-03-31
57027ad2bdf61f5b,com.joytunes.simplypiano,0,0,8133960,13189,2023-03-31
bb07216d337cf95d,android,0,0,2678637,1234701,2023-03-31
3dd730dcffecf6dc,android,0,0,1391678,982168,2023-03-31
f01ce46b0c6d6d77,com.life360.android.safetymapd,0,0,0,407165,2023-03-31
f01ce46b0c6d6d77,com.myhomeowork,0,0,22726,0,2023-03-31
2072d520d5daca0f,com.samsung.android.rubin.app,0,0,184554,12078,2023-03-31
2072d520d5daca0f,io.fieldx.app.devices,0,0,1979144328,63844657,2023-03-31
6cebedcf889bc189,com.facebook.appmanager,0,0,62667579,0,2023-03-31
6cebedcf889bc189,com.pinwheel.contacts2,0,0,214866,0,2023-03-31
4058c9688639db5a,com.zoho.notebook,0,0,174769,0,2023-03-31
5c7dac537a1e3338,com.google.android.gsf,0,0,0,20631526,2023-03-31
3e89ccb379ab3dea,com.google.android.webview,0,0,69540,15691,2023-03-31
3e89ccb379ab3dea,com.google.android.calculator,0,0,63418,0,2023-03-31
641b371b75bdb45e,com.pinwheel.messenger,0,0,171407412,0,2023-03-31
8357baae9e65863a,com.qualcomm.qti.dynamicddsservice,0,0,0,36906844,2023-03-31
51d6e4483f0a6660,com.spotify.music,0,0,480102169,3038812,2023-03-31
51d6e4483f0a6660,org.lds.ldstools,0,0,1815856,0,2023-03-31
6d5da0d1f173a512,com.zoho.notebook,0,0,62308,108362,2023-03-31
6de0039c5bd996dc,com.google.android.apps.cultural,0,0,921900,497588,2023-03-31
aafd3a010bbf470b,com.shazam.android,0,0,1861340,437867,2023-03-31
476fe38b52044a4f,com.particula.rubiksconnected,0,0,0,33950,2023-03-31
eee16599633690ac,com.teamsnap.teamsnap,0,0,36560491,859621,2023-03-31
c4d2d06d7310f2f3,io.fieldx.app.devices,0,0,8811969830,276584277,2023-03-31
fad9014f6f450ae8,com.evilduck.musiciankit,0,0,116967,17465,2023-03-31
fad9014f6f450ae8,com.pinwheel.contacts2,0,0,994169,1093666,2023-03-31
a3ab350d4a0a494b,com.android.bips,0,0,15627,0,2023-03-31
e01b0617e0fcbf2d,com.google.android.ext.services,0,0,2983943,0,2023-03-31
bd02348ae6b191fd,com.google.android.syncadapters.calendar,0,0,1726217,98872,2023-03-31
fa9370eb7602ca83,com.samsung.android.mdx.kit,0,0,130992,64267,2023-03-31
34e20eeb1ae73bf4,com.amazon.kindle,0,0,264748,248362,2023-03-31
8e9cd6c744aa7c75,com.google.android.apps.photos,0,0,753116,17328,2023-03-31
c9c335dd77f99434,com.sec.phone,0,0,0,755632,2023-03-31
a1318fdf12367a58,com.google.android.gm,0,0,280739,56189,2023-03-31
a1318fdf12367a58,com.samsung.android.networkdiagnostic,0,0,2183814,0,2023-03-31
8db5c5ff636826f6,com.pinwheel.desktop,0,0,30210257,12043421,2023-03-31
e6adf7161a98f85d,com.google.android.tts,0,0,13617953,3307432,2023-03-31
e6adf7161a98f85d,com.whatsapp,0,0,10111352,1636829,2023-03-31
2b6973af5c18cccb,com.spotify.music,0,0,161567879244,29302062,2023-03-31
2a135791a41297df,com.samsung.android.sdm.config,0,0,232158,39354,2023-03-31
51e9de69db537625,com.google.android.gms,0,0,0,73958543,2023-03-31
51e9de69db537625,com.samsung.android.game.gos,0,0,818383,125408,2023-03-31
7e3c5ed5f7fdc7cb,com.google.android.apps.photos,0,0,1097169455,32140732,2023-03-31
a361220ebe3f5d48,com.powerschool.portal,0,0,245443,118584,2023-03-31
c924766639e88aa2,com.pinwheel.desktop,0,0,33534473,3498257,2023-03-31
c924766639e88aa2,com.ringapp,0,0,171982,0,2023-03-31
50b5083089b03e26,com.google.android.configupdater,0,0,8582886,0,2023-03-31
263d36dafe5ce51c,com.google.android.apps.docs.editors.slides,0,0,677741,316408,2023-03-31
263d36dafe5ce51c,com.samsung.android.sm.policy,0,0,1634240,0,2023-03-31
742c6ef1dfdb187e,com.android.providers.downloads,0,0,0,368,2023-03-31
08d12720042c07f0,org.lds.ldsmusic,0,0,12558675,30902,2023-03-31
08d12720042c07f0,com.fotf.odysseyadventureclub,0,0,2550223,0,2023-03-31
e5163ae1f367a019,com.samsung.android.rubin.app,0,0,177667,0,2023-03-31
880eba7ade203ac8,com.getepic.Epic,0,0,289637053,226,2023-03-31
3390fbdaaa1a35bc,com.pinwheel.desktop,0,0,20904070,0,2023-03-31
cc1901fefdf323dd,com.pinwheel.desktop,0,0,0,3772445,2023-03-31
9247dd5f5b3885af,com.sleepmeditations.childernsbedtime,0,0,34120,568,2023-03-31
48e853f5c19f8270,com.google.android.gm,0,0,219238,12410,2023-03-31
bef8510c447f8bdf,com.pinwheel.contacts2,0,0,2558812,1283530,2023-03-31
1e328a4a09121468,com.google.android.permissioncontroller,0,3664,0,0,2023-03-31
1f53ca2f6258dc64,com.pinwheel.messenger,0,41,0,0,2023-03-31
1f53ca2f6258dc64,com.samsung.android.mdx.kit,0,0,10169,0,2023-03-31
1e9a793f9d1c042a,com.socialnmobile.dictapps.notepad.color.note,0,0,144800,23636,2023-03-31
a21697318392f1bc,com.pinwheel.contacts2,0,0,5033604,6214622,2023-03-31
5f6e15a154495c0c,com.samsung.android.app.sharelive,0,0,104210,42741,2023-03-31
5f6e15a154495c0c,com.samsung.android.mobileservice,0,0,29232,10326,2023-03-31
cbef115a0142d600,com.pinwheel.contacts2,0,0,1630283,0,2023-03-31
ff307628f2346bab,com.tplink.weather,0,0,217219,7015,2023-03-31
0b934d82b333df26,com.google.android.gsf,0,0,48934337,14935090,2023-03-31
3fc9585df01677af,com.samsung.android.app.sharelive,0,0,381963,0,2023-03-31
3fc9585df01677af,org.stopbreathethink.app,0,0,121698,0,2023-03-31
29793dda95872102,com.google.android.gm,0,0,58646002,107603066,2023-03-31
278a681aaf738957,com.samsung.android.mobileservice,0,0,0,36396,2023-03-31
a080d08a6e084a71,com.google.android.gm,0,0,922892,23512,2023-03-31
598bd39e4fe60604,com.google.android.gms,0,0,38772565,14755,2023-03-31
598bd39e4fe60604,com.getsomeheadspace.android,0,0,8514124,0,2023-03-31
01989dea9574f3ed,com.chesskid,0,0,0,43709,2023-03-31
48df501f9645c6ce,com.socialnmobile.dictapps.notepad.color.note,313,19733,596912,0,2023-03-31
48df501f9645c6ce,com.sec.android.mimage.photoretouching,0,0,38943,0,2023-03-31
ed5ad3dd58052084,is.abide,0,0,0,3842018,2023-03-31
fe9bf99e476a4421,com.google.android.calendar,0,0,51649,0,2023-03-31
5982c3b0e9c5284b,com.google.android.networkstack.tethering,0,0,6249669,6946796,2023-03-31
691264d37c7b8f94,com.ovelin.guitartuna,0,0,4370281,0,2023-03-31
89090f857cfea0a4,com.samsung.android.fmm,0,0,2177568,1946824,2023-03-31
e6e2e66f8d6e68ef,com.google.android.captiveportallogin,0,0,1830947,12660,2023-03-31
e6e2e66f8d6e68ef,com.pinwheel.desktop,0,0,33253044,0,2023-03-31
69044ef73586bd18,com.sec.spp.push,0,0,81492,0,2023-03-31
a3b82cebaa0ca097,com.samsung.android.app.telephonyui,0,0,0,4860716,2023-03-31
785d0e0503b66dac,com.samsung.android.rubin.app,0,0,63510,0,2023-03-31
efc41016545ff1fd,com.google.android.gm,0,0,190095,13979,2023-03-31
57027ad2bdf61f5b,com.google.android.calculator,0,0,105812,20491,2023-03-31
bb07216d337cf95d,com.pinwheel.desktop,0,467,0,0,2023-03-31
3dd730dcffecf6dc,com.pinwheel.desktop,0,165,22759475,3412000,2023-03-31
3dd730dcffecf6dc,com.samsung.android.app.sharelive,0,0,265963,0,2023-03-31
f01ce46b0c6d6d77,com.zoho.notebook,0,0,647610,0,2023-03-31
f01ce46b0c6d6d77,com.samsung.android.sdm.config,0,0,171091,0,2023-03-31
2072d520d5daca0f,com.zoho.notebook,0,0,108903,33960,2023-03-31
6cebedcf889bc189,com.google.android.apps.photos,0,0,396571,0,2023-03-31
6cebedcf889bc189,com.pinwheel.desktop,0,0,37605199,0,2023-03-31
4058c9688639db5a,com.google.android.apps.photos,0,0,16329,0,2023-03-31
76bc018aae739927,com.pinwheel.contacts2,0,0,20897,64978,2023-03-31
3e89ccb379ab3dea,com.pinwheel.contacts2,0,0,557627,1305483,2023-03-31
3e89ccb379ab3dea,com.starbucks.mobilecard,0,0,2087923,20425010,2023-03-31
641b371b75bdb45e,com.samsung.android.mobileservice,0,0,147928,0,2023-03-31
8357baae9e65863a,com.samsung.android.mdx.kit,0,0,20837,18328,2023-03-31
51d6e4483f0a6660,com.pinwheel.contacts2,0,0,969274,1023222,2023-03-31
51d6e4483f0a6660,com.overdrive.mobile.android.libby,0,0,152936895,2572795,2023-03-31
6d5da0d1f173a512,com.android.stk,0,0,0,27549913,2023-03-31
6de0039c5bd996dc,com.socialnmobile.dictapps.notepad.color.note,0,0,0,6216,2023-03-31
aafd3a010bbf470b,com.mediatek,0,0,265729,351306,2023-03-31
476fe38b52044a4f,com.wonder,0,0,0,87014,2023-03-31
eee16599633690ac,com.dribbleupbasketball,0,0,3748874,125008,2023-03-31
c4d2d06d7310f2f3,com.pinwheel.contacts2,0,8038,647328,505818,2023-03-31
c4d2d06d7310f2f3,com.samsung.android.networkdiagnostic,0,0,2074681,0,2023-03-31
fad9014f6f450ae8,com.samsung.android.game.gos,0,0,66037,129552,2023-03-31
a3ab350d4a0a494b,com.samsung.android.game.gos,0,0,296248,527963,2023-03-31
e01b0617e0fcbf2d,com.duolingo,0,0,1277077443,3264916,2023-03-31
bd02348ae6b191fd,com.pinwheel.safe,0,0,40840012,384621,2023-03-31
fa9370eb7602ca83,com.weather.forecast.weatherchannel,0,0,9858855,311129,2023-03-31
34e20eeb1ae73bf4,io.fieldx.app.devices,0,0,49539073236,5626566734,2023-03-31
8e9cd6c744aa7c75,com.google.android.youtube,0,0,0,52153,2023-03-31
8e9cd6c744aa7c75,com.thisclicks.wiw,0,0,1416,0,2023-03-31
c9c335dd77f99434,com.google.android.gms,0,0,169222272,0,2023-03-31
a1318fdf12367a58,com.google.android.stardroid,0,0,28450,0,2023-03-31
8db5c5ff636826f6,com.samsung.android.rubin.app,0,0,102467,10091,2023-03-31
e6adf7161a98f85d,com.life360.android.safetymapd,31961,0,0,0,2023-03-31
e6adf7161a98f85d,org.lds.sni,0,0,5443848,263291,2023-03-31
2b6973af5c18cccb,com.pinwheel.safe,0,0,2961992076,8618453,2023-03-31
2a135791a41297df,com.google.android.apps.maps,0,0,512506,57347,2023-03-31
2a135791a41297df,com.android.providers.downloads.ui,0,0,0,0,2023-03-31
51e9de69db537625,com.samsung.klmsagent,0,0,145857,192400,2023-03-31
7e3c5ed5f7fdc7cb,com.google.android.apps.translate,0,0,7558860,3227345,2023-03-31
a361220ebe3f5d48,io.fieldx.app.devices,0,0,3452612690,594238567,2023-03-31
c924766639e88aa2,com.google.android.gm,0,0,0,161771,2023-03-31
c924766639e88aa2,co.happybits.marcopolo,0,0,55366,0,2023-03-31
50b5083089b03e26,com.samsung.android.sm.devicesecurity,0,0,6989,0,2023-03-31
50b5083089b03e26,com.android.ons,0,0,9372,0,2023-03-31
263d36dafe5ce51c,com.google.android.apps.docs.editors.sheets,0,0,3344991,68203,2023-03-31
263d36dafe5ce51c,com.facebook.services,0,0,151209,0,2023-03-31
742c6ef1dfdb187e,com.google.android.syncadapters.calendar,0,0,0,35122,2023-03-31
08d12720042c07f0,com.google.android.gsf,0,0,50263631,3342619,2023-03-31
e5163ae1f367a019,com.amazon.kindle,0,0,80860724,0,2023-03-31
e5163ae1f367a019,com.google.android.syncadapters.calendar,0,0,279583,0,2023-03-31
880eba7ade203ac8,com.pinwheel.contacts2,0,0,292759,0,2023-03-31
3390fbdaaa1a35bc,com.samsung.android.sdm.config,0,0,101021,0,2023-03-31
9247dd5f5b3885af,com.google.android.gm,0,0,267345,14175,2023-03-31
9247dd5f5b3885af,com.samsung.android.networkdiagnostic,0,0,1644386,0,2023-03-31
48e853f5c19f8270,com.google.android.syncadapters.calendar,0,0,27532,0,2023-03-31
1e328a4a09121468,com.pinwheel.desktop,3278,54386,0,0,2023-03-31
1e328a4a09121468,com.google.android.cellbroadcastservice,0,0,29883,0,2023-03-31
1f53ca2f6258dc64,com.google.android.networkstack,0,0,1274937,2604769,2023-03-31
1e9a793f9d1c042a,com.pinwheel.desktop,0,152,34133260,29024608,2023-03-31
a21697318392f1bc,com.samsung.android.mobileservice,0,0,16741,19827,2023-03-31
