device_id,carrier,rx_bytes_wifi,tx_bytes_wifi,rx_bytes_mobile,tx_bytes_mobile,total_used_bytes,extract_date
d1b929cd8aed0bde,t-mobile,0,0,0,0,0,2022-10-31
6dc0d304bbb9d8ce,,982368928,19213491,0,0,1001582419,2022-10-31
4eb4abf659c7d171,t-mobile,170947,53401,1037109,328257,1589714,2022-10-31
e039cbeaa29be3ca,t-mobile,831461,240628,0,0,1072089,2022-10-31
f56c710ed189fc78,t-mobile,710776,269615,236407,98276,1315074,2022-10-31
6f3137126324eec0,,175472576,3573348,0,0,179045924,2022-10-31
8519ec13be9a46bc,t-mobile,100082475,1971972,479818,172565,102706830,2022-10-31
2d14e942f6e9ff6a,t-mobile,880687,233823,0,0,1114510,2022-10-31
0095c1fad1768fa0,t-mobile,848423,296130,122203,43505,1310261,2022-10-31
5d315ee40e0336b3,,1216123743,21908718,0,0,1238032461,2022-10-31
33dfc7468c5c2f3e,verizon wireless,0,0,0,0,0,2022-10-31
130d15be838879af,,734290,226865,99739,22870,1083764,2022-10-31
c27ce5dabfebcb11,t-mobile,0,0,0,0,0,2022-10-31
109fae7307947ecc,,634187,177517,85141,26439,923284,2022-10-31
a315128101733b75,verizon ,0,0,1036377,421111,1457488,2022-10-31
2816d02054794103,t-mobile,20155952,2146817,575304,210407,23088480,2022-10-31
5ef249c0e335a4ba,,838494474,23923712,0,0,862418186,2022-10-31
9bd44f7259369532,verizon ,6895726340,166845494,0,0,7062571834,2022-10-31
64cb9c48084b4d8f,,596720087,10108331,0,0,606828418,2022-10-31
0e385adbf48f6119,,843951993,22871732,0,0,866823725,2022-10-31
6457bb48ba0b683a,mint,9724859436,225798998,807108,114451,9951579993,2022-10-31
11d7701e36e27719,t-mobile,0,0,0,0,0,2022-10-31
c3d4100bf98172f3,,573039761,62196177,954231,47788,636237957,2022-10-31
6e2101ec95d6256f,,172718962,2793136,0,0,175512098,2022-10-31
15e131b013793fdf,at&t,380529,128860,43395004,1630348,45534741,2022-10-31
278a681aaf738957,t-mobile,0,0,1027050,187073,1214123,2022-10-31
d448d39513604ef3,t-mobile,0,0,969708,150532,1120240,2022-10-31
d69b336bb4a0efda,,413797320,68611303,53539,24428,482486590,2022-10-31
cc8db6d7f048dfab,t-mobile,759822,209263,364482,106518,1440085,2022-10-31
c8c952c4e40682c3,verizon ,41040370,765562,1174167,297081,43277180,2022-10-31
05065940326c5665,,761181,253300,29678,8906,1053065,2022-10-31
686b32041872de1c,t-mobile,321324357,7747775,2155444,356863,331584439,2022-10-31
1910dc7bf5f5eb8d,,8425,1832,0,0,10257,2022-10-31
e1b15695069ff7fa,t-mobile,0,0,29890,8354,38244,2022-10-31
12d302b3db9ae7b0,gsma,866046,279612,0,0,1145658,2022-10-31
3486ed0d399eb82b,verizon ,0,0,234650,244617,479267,2022-10-31
3b99e9d1a8215f66,t-mobile,1834743273,51339134,1846820,336074,1888265301,2022-10-31
75c8cb9fb5012b4b,mint,311773062,37207507,541797,51451,349573817,2022-10-31
28580d879a525dc5,t-mobile,778438,276351,7119,2127,1064035,2022-10-31
c8fba04da1a282b9,mint,848087,230311,61937,19553,1159888,2022-10-31
331482cc9310eb57,mint,810330728,66852128,480827,30082,877693765,2022-10-31
42ec0f8d4a9f4523,t-mobile,293583592,9677647,1859085,303628,305423952,2022-10-31
0ab05cd8804b8086,,4465396,526307,0,0,4991703,2022-10-31
9f85954baabb84dc,,906030,311238,0,0,1217268,2022-10-31
cf9e6d6601e90f6d,t-mobile,625908922,29962183,88722,955355,656915182,2022-10-31
16781bd5624ad239,t-mobile,4885191,701936,6708,2020,5595855,2022-10-31
577acb486fe3a80d,verizon ,29491419963,558740118,1834852,241808,30052236741,2022-10-31
907d7d533e7c2480,verizon ,7475575257,182432142,1080588,177325,7659265312,2022-10-31
ba3ea422389ffb88,mint,338072,115904,333268,590508,1377752,2022-10-31
66ecbfc2568cabd1,at&t,0,0,0,0,0,2022-10-31
7d3e09f84a24f84d,at&t,868521,226035,0,0,1094556,2022-10-31
f0cd204a6779e382,at&t,15041108108,344318244,112863915,2154454,15500444721,2022-10-31
a0b812aa2c93a4ae,t-mobile,0,0,0,0,0,2022-10-31
ae093d4f44407da4,,815003,262169,87366,28391,1192929,2022-10-31
16eba986e937ad1c,mint,625469081,47358708,551482,54966,673434237,2022-10-31
43a11979bd14dc76,metro by t-mobile,839857730,74985327,0,0,914843057,2022-10-31
b0b09c101c7003c4,t-mobile,548027679,24338606,1535618,216698,574118601,2022-10-31
b9d08d71ac455125,t-mobile,606951418,36739229,973827,152820,644817294,2022-10-31
0632d47e76f454fa,t-mobile,1393587618,15677621,0,0,1409265239,2022-10-31
b3cd541805a68e98,verizon ,596810,180535,722720,263319,1763384,2022-10-31
40bf5ad08887a922,mint,408750,148426,0,0,557176,2022-10-31
1686f48bbe9e03f2,verizon ,732027,194890,183801,73488,1184206,2022-10-31
fb771add48bb823b,t-mobile,649521184,18873801,104,293,668395382,2022-10-31
ea5dbc33c9d2f7a2,verizon ,425595693,6354817,158483,62407,432171400,2022-10-31
3d693a22b1036768,verizon ,3587954257,189069306,63588,24348,3777111499,2022-10-31
ae1eb6dc9c6dc7da,,84,84,210501,87502,298171,2022-10-31
775597788d05921a,t-mobile,54311901,1206654,0,0,55518555,2022-10-31
d32ce7af9f35344a,t-mobile,120112768,4177427,8241,56888,124355324,2022-10-31
e6d5f929d271bfff,t-mobile,0,0,0,0,0,2022-10-31
0d36b793dec9b210,t-mobile,15984587609,277792265,1564886,277562,16264222322,2022-10-31
057ae1c061a2ed3b,t-mobile,0,0,0,0,0,2022-10-31
8a38b046742186eb,t-mobile,0,0,0,0,0,2022-10-31
382b2757f840852a,at&t,0,0,0,0,0,2022-10-31
573d125f1592f67d,jio 4g,136971,299653,376,290,437290,2022-10-31
8c0832bbf5477d9c,verizon,0,0,0,0,0,2022-10-31
ae6e7fa754f55309,verizon ,0,0,888959,346472,1235431,2022-10-31
1ca1da7faa1cf60d,verizon ,0,0,0,0,0,2022-10-31
ac41191526687d19,verizon ,406967202,8155156,100758766,2909796,518790920,2022-10-31
27a8121cc13416fe,t-mobile,619312534,50459783,248910,36627,670057854,2022-10-31
5e3575cf7d6dcade,t-mobile,560058265,55552887,1019571,95671,616726394,2022-10-31
a2c69d0590d5a680,,305318,92591,58788,9570,466267,2022-10-31
eeb600b74f234faa,,708456294,10653195,664,10128,719120281,2022-10-31
76b6432c588b3483,t-mobile,996867,278923,0,0,1275790,2022-10-31
ee5e3d440cda3476,at&t,0,0,85975,34291,120266,2022-10-31
f49f640cbe0be0f1,t-mobile,589774,184082,94652,37160,905668,2022-10-31
5d288d3da55240c3,t-mobile,8948174729,214499026,925269,165435,9163764459,2022-10-31
7f52e981de1593ec,verizon wireless,810674,238721,533,259,1050187,2022-10-31
0249257afa944717,,13183320,1308767,0,0,14492087,2022-10-31
16eefdc6c02b3934,t-mobile,904479550,103700765,14019,4602,1008198936,2022-10-31
4792b30c60cc52bd,,262775,76854,0,0,339629,2022-10-31
641f852ffb12a1e7,,334093371,6168100,0,0,340261471,2022-10-31
7dfc2bf184ff7261,,4398752,251986,0,0,4650738,2022-10-31
35a8be109364146c,,596995,165391,236539,66463,1065388,2022-10-31
85efc10ada0ca75a,t-mobile,0,0,0,0,0,2022-10-31
55205a286c664f5e,,286069,945827,0,0,1231896,2022-10-31
d2b1ca0d0faed158,t-mobile,346885978,6006035,3963911,269149,357125073,2022-10-31
f9fb310d6334c620,mint,0,0,0,0,0,2022-10-31
b261e8c1fc31c026,t-mobile,246655490,5638075,177841,79636,252551042,2022-10-31
8c7f44ed2ac2b40f,t-mobile,4850,1438,17386,333464,357138,2022-10-31
7bcec33371115c01,,14358,2249,0,0,16607,2022-10-31
9f48baa052a401ab,,157988301,3184482,0,0,161172783,2022-10-31
97ba91eebcb83bec,t-mobile,0,0,0,0,0,2022-10-31
0105531b9caf6b5b,t-mobile,0,0,0,0,0,2022-10-31
32e9eed31e2ce8af,,87844500,5883553,0,0,93728053,2022-10-31
ed5ad3dd58052084,Verizon ,0,0,760484,77532,838016,2022-10-31
79031dcbd1546adc,mint,19312,138193,12527,4271,174303,2022-10-31
922434905b5d76b0,,46646952,898842,0,0,47545794,2022-10-31
bb80adc7d3f69d1c,t-mobile,0,0,0,0,0,2022-10-31
2072d520d5daca0f,t-mobile,1907006576,120035329,469087,173354,2027684346,2022-10-31
9943b66047ad16e0,verizon wireless,0,0,0,0,0,2022-10-31
c79ef07ce1c4271d,,727946066,33867392,0,0,761813458,2022-10-31
aa5046055772fb2d,,537375242,10005752,0,0,547380994,2022-10-31
7083dbd0b6329f94,t-mobile,580597904,27237156,14955,5134,607855149,2022-10-31
4bb6e1e195b1ddf1,Verizon,0,0,0,0,0,2022-10-31
a7fc457b3bdde10b,t-mobile,0,0,0,0,0,2022-10-31
9f04ed3908ac4a05,t-mobile,806191,279019,955468,329354,2370032,2022-10-31
b2905113034c3c03,verizon ,102575467,1575278,491917,145414,104788076,2022-10-31
d6019ca9fe0498c9,cc network,0,0,0,0,0,2022-10-31
e993d9a55d0ed2a4,t-mobile,1075999005,20249170,5169,1840,1096255184,2022-10-31
3ee6e7da32f7f0ba,t-mobile,53406,30035,235389,74548,393378,2022-10-31
8ae80c5fb720acd6,at&t,0,0,0,0,0,2022-10-31
bb274fc758f5ec84,,823888,291650,0,0,1115538,2022-10-31
0c12f12679b81c75,,383491446,6112614,0,0,389604060,2022-10-31
346ba3e4fafd42f1,t-mobile,0,0,0,0,0,2022-10-31
cffd44c9fae049f0,,6417945624,119203516,0,0,6537149140,2022-10-31
45385b78cd6e6598,,1141890577,66186692,0,15593,1208092862,2022-10-31
cff4ee9f74635839,,773362444,13315983,0,0,786678427,2022-10-31
0c674fe0423d1ba5,,2279501576,37211128,0,0,2316712704,2022-10-31
f2d8386eadb65360,verizon ,0,0,234148,76488,310636,2022-10-31
532ff64d966e3a34,t-mobile,251497358,15866758,387,6024,267370527,2022-10-31
625b97abe2cfc5b1,,445814667,36049903,36073,11543,481912186,2022-10-31
abf005ef005c426b,,119172019,2385910,6964,2597,121567490,2022-10-31
6855c1d40ec079a7,t-mobile,195303463,8723017,104,104,204026688,2022-10-31
33256ae3c665d338,verizon ,1243446406,40517268,1203,16228,1283981105,2022-10-31
b7c4b7d19e17222a,t-mobile,801973871,58595832,64,177,860569944,2022-10-31
ac96314fedbcd36a,t-mobile,0,0,1088367,411997,1500364,2022-10-31
faa26ac01bb6e998,t-mobile,679526265,59674326,1052080,192180,740444851,2022-10-31
ab097c8e612bc653,mint,3436481816,115950595,6364,1795,3552440570,2022-10-31
d5ef5f7fb174509a,mint,156355932,2348315,157711,2140428,161002386,2022-10-31
636cf6bc758ec14a,,14406,5635,485485,167761,673287,2022-10-31
14ee32ea16e21c3e,at&t,923163,269376,847487,399624,2439650,2022-10-31
38a94d01944977b1,at&t,555954,141894,369447,88083,1155378,2022-10-31
4fd903e549bd132c,mint,938585,120096,6863,2101,1067645,2022-10-31
0a5ddd40b671f45f,t-mobile,1334790739,71372960,121059,51039,1406335797,2022-10-31
c74f75e5008724bd,t-mobile,337623837,4862934,61560,616847,343165178,2022-10-31
65def10f81dbd7f6,,816748751,85067992,1480092,218139,903514974,2022-10-31
fa52ac4e27cff003,,5644818814,130491814,27995,9181,5775347804,2022-10-31
8b3e76bf76fbd546,t-mobile,0,0,0,0,0,2022-10-31
6308a990b033f452,t-mobile,77841620,1295241,15311,4311,79156483,2022-10-31
14b5de94868a726b,t-mobile,673773,187524,0,0,861297,2022-10-31
d742b308c9d25e72,,39615669,1081876,949713,290486,41937744,2022-10-31
923b49cc3f1e2b34,,626894182,7817478,0,0,634711660,2022-10-31
2af48d98fd2ebe7b,,780489,248224,438352,150371,1617436,2022-10-31
9f7632b9177da2c0,mint,55295544,1011221,49447,23704,56379916,2022-10-31
b83f1e9f171e6709,t-mobile,649043,222243,23576,6221,901083,2022-10-31
7e5ad50bd6bb16f3,at&t,1133052,542573,18739,13278,1707642,2022-10-31
999e650f52c97ec3,hello mobile,247760406,4611169,0,0,252371575,2022-10-31
5e4055c03df98727,at&t,82382747,1532831,0,0,83915578,2022-10-31
16bfbeec579ff5c2,verizon ,0,0,0,0,0,2022-10-31
154d34665eeb0644,verizon ,859365928,75781359,132789,43589,935323665,2022-10-31
b9c52331312d1b88,t-mobile,0,0,0,0,0,2022-10-31
9a94b29b5e5184b9,t-mobile,23727715,666536,0,0,24394251,2022-10-31
03c5355df085e394,,132015,35938,0,384,168337,2022-10-31
617c53f363ef590b,verizon ,170108,50998,15122,3889,240117,2022-10-31
7b3c05b90801dc42,,782119524,76295313,0,0,858414837,2022-10-31
b923ecf4b6759a07,t-mobile,18661298,519872,929653,326329,20437152,2022-10-31
2aed050dd3b77b42,,16867078,564533,0,0,17431611,2022-10-31
f1cd43d4f64e68fc,mint,1157700,224887,547239,68445,1998271,2022-10-31
d355136514768d45,verizon ,0,0,860569,230505,1091074,2022-10-31
fe66ae8189fbdf35,,741704,188067,651068,187328,1768167,2022-10-31
4d657fba5441912e,,103602721,678179,104,104,104281108,2022-10-31
cd2bdc4a31ebb787,,20157,10697,0,0,30854,2022-10-31
916f230427f57c7b,mint,38335,14136,603880,327305,983656,2022-10-31
a212589898979bf4,verizon ,0,0,922887,388835,1311722,2022-10-31
ff28600ce199d363,,698418562,45979718,318589,111512,744828381,2022-10-31
29d27ebde6b251ce,,881613810,11648097,277372,110438,893649717,2022-10-31
43ffd8c96a8e3ab3,airtel,0,0,0,0,0,2022-10-31
9a33b8d6eff5d6b6,verizon ,278638752,16682493,13515,4008,295338768,2022-10-31
57e4300168946bbd,t-mobile,422518735,6729633,515864,210109,429974341,2022-10-31
7b66934e659787f1,mint,391072162,18792407,2813347,80847,412758763,2022-10-31
fa6ea8d1629fa2f6,,806137,228098,126051,46606,1206892,2022-10-31
e3569a5ae99600fa,,70188992,1489685,0,0,71678677,2022-10-31
db1aeff74aac28d8,mint,845094,252412,198749,79537,1375792,2022-10-31
87bb1a655a9f9785,verizon ,690022840,52716841,21380,5381,742766442,2022-10-31
126a3f284c07ac7d,mint,1794215835,52638631,37925,9643,1846902034,2022-10-31
bb2d8e074d97e17a,mint,1848043322,59394967,637395,53328,1908129012,2022-10-31
db3869287c4df135,mint,416696977,56453448,1287099,72132,474509656,2022-10-31
c97e2737b1b75d6d,verizon ,1023829043,25815390,1012,10918,1049656363,2022-10-31
7502f474669a812d,,19762692,680668,0,0,20443360,2022-10-31
0c81ea98b6c8b37f,metro by t-mobile,520059,156686,287262,84315,1048322,2022-10-31
64eabe0219137019,verizon ,566948106,50284749,118716,39150,617390721,2022-10-31
5cc605ed53b1bce8,,250447569,3934914,0,0,254382483,2022-10-31
518fe3f11d801605,mint,113929931,7830102,194304,71369,122025706,2022-10-31
6ee5e626ec1b7718,at&t,77549711,1471699,268722,90075,79380207,2022-10-31
d0179af1938117ca,,3364033640,114828655,24713,9493,3478896501,2022-10-31
ab1f63d7c6128779,,39767355,1024503,0,0,40791858,2022-10-31
4b4f95c11d7c89bc,,53041751,663753,0,0,53705504,2022-10-31
1fd3dd898d4ab2aa,t-mobile,584176,184855,14950,3806,787787,2022-10-31
79ec3d73676c75d6,t-mobile,49660015,749050,0,0,50409065,2022-10-31
9020507024a54b8c,t-mobile,750419543,27688603,37321690,2102547,817532383,2022-10-31
a1e5474cac10d8f3,t-mobile,483731666,54509888,1843035,275331,540359920,2022-10-31
52e922c90a77f812,,16152,4784,0,0,20936,2022-10-31
c43b96d552025a03,mint,736167884,45923451,924037,237334,783252706,2022-10-31
8d435a781899c364,t-mobile,690932,215603,100015,34401,1040951,2022-10-31
e221cf41176fd81c,,84,84,16539,120696,137403,2022-10-31
01675b4c7812cf99,home,119232261,1571724,0,0,120803985,2022-10-31
e1bbc7be4463ff3e,mint,800645469,49607703,1587354,262494,852103020,2022-10-31
090728a1e7ef8345,mint,325959470,24216902,0,0,350176372,2022-10-31
7f4f21a524f5fcbc,t-mobile,849345,239438,107909,38594,1235286,2022-10-31
cc4cb4280bb1fe14,cc network,694859,239229,0,0,934088,2022-10-31
1a67117b779d13ca,,208426833,6813185,0,0,215240018,2022-10-31
90c4fa699fac2e14,at&t,22298,7188,805470,229498,1064454,2022-10-31
cce2a36d93152f04,t-mobile,1654078557,153954165,836,760,1808034318,2022-10-31
fb67ce4f75207ae5,verizon ,706466131,43788864,21716,8682,750285393,2022-10-31
13c9fe883b903fd9,,16422444,590135,0,0,17012579,2022-10-31
a7b9910ede88bc89,t-mobile,4380571489,113911124,6972,2284,4494491869,2022-10-31
6b442dea65c90993,,126867,151735,129699,51601,459902,2022-10-31
b05836dee2281899,mint,30687528894,436864820,748880,69430,31125212024,2022-10-31
8d0fdec50416ed77,,688191,197930,0,0,886121,2022-10-31
752eab573eb25e84,t-mobile,668513926,65873622,2741,19722,734410011,2022-10-31
3cbcaff053107e51,mint,348275968,28226837,682394,59976,377245175,2022-10-31
19cc3dcd1ccc2251,,358066,126437,15655,4104,504262,2022-10-31
fe9686c682ac4e4a,,53719525,940236,0,0,54659761,2022-10-31
cac1c4598deb74d5,t-mobile,0,0,906565,298493,1205058,2022-10-31
f2467e8a8ae2e134,mint,108648622,1786559,53850,30202,110519233,2022-10-31
336fb814739d29f1,,14553,4439,0,0,18992,2022-10-31
54c583645ac888fe,cc network,706773423,14150210,55652,25056,721004341,2022-10-31
a2e0c0652f88012c,gsma,59618022,2745741,24969,56944,62445676,2022-10-31
08b70f7fc5a9500b,t-mobile,135969808,2714406,0,0,138684214,2022-10-31
4a56c0fda378829e,mint,1120561905,37008108,217708,74405,1157862126,2022-10-31
c40ec1580d9fef25,,228268927,16232129,1560802,407557,246469415,2022-10-31
8cf818174e80247e,t-mobile,194725883,14052194,104,104,208778285,2022-10-31
67105c8ad634be26,,28591,8072,39518,12226,88407,2022-10-31
450dc1f2ec090aa6,,603557217,10341676,0,0,613898893,2022-10-31
5c7ac23427de6781,at&t,1510317,261590,153461,51505,1976873,2022-10-31
66bfe913ef2b9023,t-mobile,541135689,62689981,102459,40144,603968273,2022-10-31
c3033d54ebe9a686,t-mobile,0,0,133811968,4923184,138735152,2022-10-31
70d8dd023810c90b,,64791655,1638379,0,0,66430034,2022-10-31
30c5248ccc60637e,mint,599533600,26587923,551049,169392,626841964,2022-10-31
8fd975d371ff2834,t-mobile,833033,242668,15850,4834,1096385,2022-10-31
6e01d6c1514bd8b0,t-mobile,506069375,7650278,0,0,513719653,2022-10-31
30d2cd4d62aa5ec9,mint,243330,70705,2406,29874,346315,2022-10-31
d156449984887b82,,782264,208959,0,0,991223,2022-10-31
4df9fa3bcfbac34d,mint,1272569994,58745639,30174,20317,1331366124,2022-10-31
c9fb8658ef44f707,,90979,225646,0,0,316625,2022-10-31
72b72b3c1ca75691,mint,130558036,2901019,13949,2435,133475439,2022-10-31
a399563eb253843c,,62030201,987666,0,0,63017867,2022-10-31
ce4973d5ae3c1970,mint,681860,175255,337053,103383,1297551,2022-10-31
9d6fb30e7c7670ca,mint,488795,627964,0,0,1116759,2022-10-31
decbcc569a7f2ffe,mint,694524257,18098632,21125897,789616,734538402,2022-10-31
45bc689129a913b7,t-mobile,36398795,999296,51787811,1410431,90596333,2022-10-31
d2b314d23e869996,mint,1572874607,79585592,6855,2479,1652469533,2022-10-31
1a5673302f4a1885,,48261,27653,0,85,75999,2022-10-31
693d464035849f9e,mint,829625703,78637684,936455,156692,909356534,2022-10-31
94240f9e77c31069,,1194434110,85245548,3239232,394482,1283313372,2022-10-31
91d2489b162f5e4d,verizon ,0,0,44400600,1157575,45558175,2022-10-31
75cb8ea2224d2bac,,148301398,2583418,0,0,150884816,2022-10-31
9f25ac43eab40a1e,,285575391,26924778,738165,184967,313423301,2022-10-31
844934ee924a172c,mint,736461,209507,552488,170558,1669014,2022-10-31
c15e9157f2701791,,87999,121318,0,0,209317,2022-10-31
8c9dd24bead0d984,mint,1236025649,56266138,1324994,105564,1293722345,2022-10-31
2191a8a463f651fa,mint,1061229736,72247696,21627,6542,1133505601,2022-10-31
34c642508dae7bb7,mint,1410485494,54653419,1185484,235183,1466559580,2022-10-31
0cb2d71909dce1b6,mint,779085962,48786429,1076548,221591,829170530,2022-10-31
925037fed20745d6,mint,288276944,21436575,899020,138679,310751218,2022-10-31
6bfb50e6574d7c5b,,24076154,1028655,0,0,25104809,2022-10-31
f87b36dedfa66796,,35282,7393,0,0,42675,2022-10-31
acaf20733fc65cf5,mint,801308231,46343217,347839,31431,848030718,2022-10-31
5b2e48c6cf40d572,mint,938324879,24027209,1156298,210665,963719051,2022-10-31
04e18a40a7e15215,verizon ,0,0,0,0,0,2022-10-31
43c8d3cfa80a4610,t-mobile,621535613,46956123,5443,1854,668499033,2022-10-31
7a8b9135d4335c05,,140990580,8361180,0,0,149351760,2022-10-31
3f4489a3893456a0,t-mobile,672223867,69292221,1193543,227577,742937208,2022-10-31
27d3e317b8372d8b,t-mobile,0,0,0,0,0,2022-10-31
6abed3bfe9c6e728,,7803074556,139795261,0,0,7942869817,2022-10-31
39e0802c7228064a,verizon ,25722585401,486168192,1779791,483840,26211017224,2022-10-31
f2696160e1f4eb12,verizon ,558709175,55962785,700428,60166,615432554,2022-10-31
1eb10cb2561d66a8,verizon ,2072117430,45559251,28160,8021,2117712862,2022-10-31
b23f5316a61dcc91,,667220,174567,17448,5228,864463,2022-10-31
24a01c953a19a20d,,82933040,1686475,0,0,84619515,2022-10-31
8ac2389e1f52a8d4,,879098,254485,0,0,1133583,2022-10-31
944aa0f8c1fb5255,,30001,129973,635127,207467,1002568,2022-10-31
33ff0d666a03d082,,953200,269127,332931,104385,1659643,2022-10-31
7900046561463745,t-mobile,0,0,0,0,0,2022-10-31
3a2756243d6b5098,t-mobile,0,0,0,0,0,2022-10-31
b84328b2d83e9c98,t-mobile,1160128,449152,377564,171341,2158185,2022-10-31
288f5c243d626f32,t-mobile,681364378,12651367,3045,54438,694073228,2022-10-31
13db8dbe5cf97507,t-mobile,9004748572,202994928,699130,42367,9208484997,2022-10-31
d57fe5a326bf9422,t-mobile,2712583464,50584916,1003779,219100,2764391259,2022-10-31
6ab035135b1f6199,t-mobile,936788,283483,550,8279,1229100,2022-10-31
61afc18e79f8bb6e,t-mobile,0,0,664766,264383,929149,2022-10-31
5ff2a499e2322b6a,cricket,0,0,44966866,1026594,45993460,2022-10-31
adb1f8de2c134df1,t-mobile,0,0,0,0,0,2022-10-31
ce58c01bfa235630,t-mobile,0,0,0,0,0,2022-10-31
e7c148d59ae3ae5b,t-mobile,35758790,708718,79228469,2823522,118519499,2022-10-31
9df3e493bb13c996,t-mobile,0,0,0,0,0,2022-10-31
ad045e091f824e16,t-mobile,749232,229438,796024,279292,2053986,2022-10-31
cdf143b16e61e5eb,,1479581024,25153167,0,0,1504734191,2022-10-31
5c062c05500f1177,,151922497,4487402,0,0,156409899,2022-10-31
b4284693e6ec13c0,,13198192703,229245625,0,0,13427438328,2022-10-31
97d54551d436a883,,1354046317,27944110,0,0,1381990427,2022-10-31
529c5c09e33b14dc,t-mobile,806276,367312,20772,166354,1360714,2022-10-31
25be17f55498f531,t-mobile,1518010701,71459556,1220327,246865,1590937449,2022-10-31
9335d032bfb7fccf,,214070342,1782457,0,0,215852799,2022-10-31
ae841d4db1a31bbd,t-mobile,4221446443,111965099,1047693,193515,4334652750,2022-10-31
6d48d0413ec408db,t-mobile,0,0,0,0,0,2022-10-31
c68d9deaa356a8da,,835711,247902,99095,29253,1211961,2022-10-31
378cbf8413d9456a,t-mobile,202107127,4514167,163375,56986,206841655,2022-10-31
efc41016545ff1fd,t-mobile,469846741,55833655,427978,152292,526260666,2022-10-31
06b906fc1db0607a,,447127,121333,0,0,568460,2022-10-31
54ee02d386ff1d24,verizon ,19621487007,351183508,1130406,84333,19973885254,2022-10-31
7c64b203ee1214b2,verizon ,32763,25720,721744,340606,1120833,2022-10-31
308bb77fd46ac6ec,at&t,0,0,831726,247054,1078780,2022-10-31
ca0cad5f05300ee1,,729887340,4485093,0,0,734372433,2022-10-31
117f8356afc10f39,verizon wireless,0,0,0,0,0,2022-10-31
a7c828368cf8d613,,781075,215166,14952,125734,1136927,2022-10-31
cfe740bccc43282c,at&t,0,0,0,0,0,2022-10-31
77d17c0430c45652,,17727959,2800817,0,0,20528776,2022-10-31
e6f6414dc3ebca0c,,38765576,1030452,0,0,39796028,2022-10-31
ca97f644264a7840,,24017734770,395953725,0,0,24413688495,2022-10-31
c6652343e6491567,,78036820,1893903,0,0,79930723,2022-10-31
6c1d403054ce46ad,,1785471,431815,0,0,2217286,2022-10-31
9c802ba0da34b835,t-mobile,416366253,67409956,59032,48792,483884033,2022-10-31
1e9a793f9d1c042a,t-mobile,786411153,51778147,7044,2428,838198772,2022-10-31
ff54869253be30a3,,38815427,1726486,257682,76012,40875607,2022-10-31
2f53a6df6c2be017,,2661717093,47104078,0,0,2708821171,2022-10-31
ecd2ab6f09c7abac,,66654857,2119509,0,0,68774366,2022-10-31
e53c276591ceef0b,t-mobile,881882,297867,339536,134288,1653573,2022-10-31
cf3abcdc75d513bb,t-mobile,831862,292598,30642,10357,1165459,2022-10-31
aa0efbfb2866b8f0,verizon ,13736779,444115,13995122,490575,28666591,2022-10-31
