field_id,form_id,id,ref,label,attachment_type,attachment_href,attachment_property_description,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
jhkkt6p9bDVw,u0TPD34T,GaRyJoz9Xgjo,9dd1423f-fb4a-42bf-af98-35f18773b2cf,Positive,,,,2023-05-09 15:57:30.917000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
TcoNDJUg8XEX,yeS1TlQR,RITFwpOqmEri,0b91e129-e491-426d-a283-c4bea3723c0c,*NO CURATION.* Please allow everything possible from the Google Play Store. I will do all my own research and make my own choices.,,,,2023-05-09 15:57:00.225000+00:00,2021-08-30 23:11:03.231000+00:00,9999-12-31 23:59:59.999000+00:00,True
CsDvepllc7sp,SlUPej,W8iHOKcf4IdR,663ebdc5-c419-4406-bc20-e373e74a7a02,Female,,,,2023-05-09 15:58:12.464000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
o8dzcLe0X8MT,wzxbYq72,tOg2aunJzMZ5,bc8cf571-c93c-4eab-9ba1-86efe43d38af,Open Chat,,,,2023-05-09 15:56:45.093000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
1yDgU7LtAWGo,kpF10uRx,vJci6Vq6C38D,2dbadee7-72fc-43c1-845d-513d96b781ad,1,,,,2023-05-09 15:55:40.971000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
BEDJucQeIlXU,XsezE0qD,hTZzJunftUI2,ce5b3045-d82b-4f9c-aaeb-3bfbcc49f131,This would look like the 'normal' routine builder,,,,2023-05-09 15:56:18.380000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
KtcD2cWJkulL,HexkhBho,kegNLJOlOI77,08eb0a70-42e7-42f8-8386-6563700cedf5,I cannot tell if someone is/was in real danger given the context displayed,,,,2023-05-09 15:55:54.915000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
rjD4QQ103pCa,CBJ5YM86,zNoeFmwTDmhR,035c4947-46a4-4d4f-95da-eaf3c8c1fa59,2 Years: Slim 5 ($89.99),,,,2023-05-09 15:55:41.461000+00:00,2023-01-06 17:09:18.282000+00:00,9999-12-31 23:59:59.999000+00:00,True
RcrmLzOldQpV,HexkhBho,j3fd4yPCCuJ1,3cf555bb-124a-41f1-b1f6-c3ff250661c8,There is no evidence that any participant is/was in real danger,,,,2023-05-09 15:55:54.909000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
CFVnrZdExedL,mpHWnxIf,edXyeEMSvZl5,28ffcc03-4fca-4c3c-830f-864ebd9fae0c,9,,,,2023-05-09 15:56:02.635000+00:00,2022-07-01 18:47:51.536000+00:00,9999-12-31 23:59:59.999000+00:00,True
hWYfKvWjPynR,e7hRQtSH,KNsbRqxf3gie,aed45279-6459-416f-b3bc-c11f8b96bc90,Caregiver Portal was missing features that I need,,,,2023-05-09 15:55:47.562000+00:00,2023-03-02 21:15:53.713000+00:00,9999-12-31 23:59:59.999000+00:00,True
mj7sCAGqaQ4B,yud5HMZ4,BAxpI9dlDI9t,821396f1-173f-47ea-9748-b0ece92da7bf,"Friend, family member, or acquaintance",,,,2023-05-09 15:56:43.473000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
P2rsrqpFnGbC,Taztlocm,RnR5CZrRQPCd,2e7b556b-3dd2-469e-b539-645f5f83d9ba,Red,,,,2023-05-09 15:58:03.770000+00:00,2021-10-14 18:04:17.504000+00:00,9999-12-31 23:59:59.999000+00:00,True
aAmdKmc3Tcut,mP8GzNoV,hTzvPNwnDDiK,5fee6bdc-e5f5-449c-99c0-e4fa49851a98,My child didn't like Pinwheel,,,,2023-05-09 15:56:24.089000+00:00,2023-02-27 20:42:44.975000+00:00,9999-12-31 23:59:59.999000+00:00,True
ZYxDkZKyCkPn,ISqXIIGr,qyzdtDSrkhcQ,01G7AK3ZCGTYHWPEG3EH9R6N9P,Choice 2,,,,2023-05-09 15:56:00.710000+00:00,2022-07-06 20:28:43.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
8HKxkf7y0uz2,kpF10uRx,og4fSg6h8jdE,1d9213a1-9793-406a-9b0c-c04fff09d59b,3,,,,2023-05-09 15:55:40.973000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
o6OBZLZvptaV,qd1BXBHF,t6kXndn9a0sm,82bc89d3-3464-4bc1-bda2-e64f6c4e50a9,Research,,,,2023-05-09 15:55:43.356000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
iUlJhUwFluF4,HexkhBho,JOFPZFJ2Y0PQ,bf2f649c-5b43-40ee-8b12-827a610328dd,Someone may be/may have been in real danger,,,,2023-05-09 15:55:54.912000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
ul2h5614DhEq,CeKmJj5Q,kzR1jZTtyOUK,db57de80-6b9e-4824-a3fc-37f4d6670871,Definitely Violence,,,,2023-05-09 15:55:58.711000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
djcCYvHU7OpC,GvORz64M,PjzME6rGRRdT,4b336f97-1621-4714-b144-c1c8646effa6,Definitely yes,,,,2023-05-09 15:55:51.663000+00:00,2022-10-31 21:24:51.163000+00:00,9999-12-31 23:59:59.999000+00:00,True
bZvjg7tWA0LH,dXOhQhOt,5gxr9ZpfUfPF,48ffe27e-aded-4002-adcb-bd53ee545cd5,Mode switching to match life,,,,2023-05-09 15:56:47.011000+00:00,2021-10-27 15:36:50.842000+00:00,9999-12-31 23:59:59.999000+00:00,True
xjvDVUeJuN4H,CeKmJj5Q,6NaA14fTVoqC,6609c487-46d6-485d-a443-86832a3a3fc7,Probably No Violence,,,,2023-05-09 15:55:58.706000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
mj7sCAGqaQ4B,yud5HMZ4,jsAefN8oJhvW,2b4d40fc-f94f-4fbf-a764-0886b4b27ef7,Advertisement,,,,2023-05-09 15:56:43.474000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
hWYfKvWjPynR,e7hRQtSH,Ybw0PpFEh5vH,117c7334-5c85-4c76-93de-9db92f2253b8,Phone was confusing/hard to use,,,,2023-05-09 15:55:47.562000+00:00,2023-03-02 21:15:53.713000+00:00,9999-12-31 23:59:59.999000+00:00,True
l5AnKwCBOiz6,tfFJLomK,ITeQ85zDy7SG,df314e6d-814f-4169-86da-ada4aa7f7dda,8,,,,2023-05-09 15:56:12.390000+00:00,2022-06-24 15:24:46.550000+00:00,9999-12-31 23:59:59.999000+00:00,True
8Mq4OWRtKLAD,j7mMhWyf,mGqX127fuuZ4,76a99e81-542a-4350-b69f-8449477cb156,12,,,,2023-05-09 15:55:32.108000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
vKcV7zAt72Yk,XsezE0qD,Z5p8gjQBHZD3,9f205f10-5368-4bfb-9a89-da5ab2469d28,Or something like that,,,,2023-05-09 15:56:18.379000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
HNeGYr46dJ3Z,GvORz64M,YpyS778nOp11,f55183b7-379b-4673-935d-ee940f525173,Definitely yes,,,,2023-05-09 15:55:51.667000+00:00,2022-10-31 21:24:51.163000+00:00,9999-12-31 23:59:59.999000+00:00,True
3wZGHg9m77e1,TlsjoIys,U56XQrBt0Gky,64db9d22-3d3c-402f-b531-56e1d92e419f,4,,,,2023-05-09 15:55:23.756000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
1eKX5C3IGMe4,TlsjoIys,xM0GRT7RN0hk,8415af42-b751-4697-9089-866ca4b2e5c6,4,,,,2023-05-09 15:55:23.719000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
g1sbtBqI67s8,gmvhyLfk,MuIUkg7yq4bV,d0dfc111-1990-4843-a599-4c5b462815db,Location tracking,,,,2023-05-09 15:56:41.845000+00:00,2022-03-06 03:43:59.512000+00:00,9999-12-31 23:59:59.999000+00:00,True
So2mUoP0mKEQ,TlsjoIys,35kjjgLkmT0r,66e7f5e4-5008-4a5a-8899-2b598175159f,1,,,,2023-05-09 15:55:23.739000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
hWYfKvWjPynR,e7hRQtSH,f8GfEh0Oct8A,eb70896b-2226-4357-a449-84e9f5c1358b,Cellular or carrier issues,,,,2023-05-09 15:55:47.562000+00:00,2023-03-02 21:15:53.713000+00:00,9999-12-31 23:59:59.999000+00:00,True
oTKMbXINU2rI,WtnwWfU9,p4c79aDS4yrA,5b3099a4-d531-4120-97fd-fe179c434a80,choice 2,image,https://images.typeform.com/images/Jd8uNXkUgrCC,Many Resources (3),2023-05-09 15:56:43.020000+00:00,2022-03-08 19:16:55.484000+00:00,9999-12-31 23:59:59.999000+00:00,True
cTpE9O4k0bBT,HexkhBho,Rb5h5uCbEqZH,db57de80-6b9e-4824-a3fc-37f4d6670871,Someone is/was likely in real danger,,,,2023-05-09 15:55:54.917000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
ULo4EasgtWgA,TlsjoIys,D368Hf4Ztu4e,86e0553c-d83a-4742-a632-c6dced32d3bd,3,,,,2023-05-09 15:55:23.729000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
YjKQwrfXmSoz,j7mMhWyf,c6Ukm7u5VP4r,01EZ5W56CM8DF6F86D5PPCY3NG,Very Disappointed,,,,2023-05-09 15:55:32.101000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
Rd5On7fFFiYv,CeKmJj5Q,Qrf0k0WpoQiD,8f902287-0e25-42f5-b77a-0e308580c064,Probably Violence,,,,2023-05-09 15:55:58.709000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
mdZTGKjrG9CK,dXOhQhOt,E5tJz7LX4jq4,76a99e81-542a-4350-b69f-8449477cb156,12,,,,2023-05-09 15:56:47.013000+00:00,2021-10-27 15:36:50.842000+00:00,9999-12-31 23:59:59.999000+00:00,True
wEXrIACOc7Lr,mP8GzNoV,lY5LSKGNwvfX,eb70255a-6c79-4a5f-a982-42b2978a9da6,Bugs,,,,2023-05-09 15:56:24.090000+00:00,2023-02-27 20:42:44.975000+00:00,9999-12-31 23:59:59.999000+00:00,True
l5AnKwCBOiz6,tfFJLomK,lOLW6XnLwYW3,8ca4dd02-9554-41e7-89a7-c72912d534ef,6,,,,2023-05-09 15:56:12.390000+00:00,2022-06-24 15:24:46.550000+00:00,9999-12-31 23:59:59.999000+00:00,True
JfE0x2oGsPOJ,xaHb3xw2,UJOuSCHFiwsA,ce20a9d6b93b2a0b,Rosegold Case ($14.99),image,https://images.typeform.com/images/8dpvyfqN7v93,BLU G50Housing-HW02219‰÷»æ (3),2023-05-09 15:56:46.686000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
QE6fXZfM4Rus,u0TPD34T,PTBatkiJvyJO,0770366f-be04-4216-864f-134a99d9571e,Positive,,,,2023-05-09 15:57:30.919000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
e9AiN0g58JfE,TlsjoIys,Hz9zVyZgMFR0,f5b768cc-5239-4fa3-a589-f93a9fbcd057,3,,,,2023-05-09 15:55:23.789000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
NQMOqLv5ox0F,kpF10uRx,eTDNE5RVqRZU,fbfa8bbb-cbd1-43d1-9e56-72796ef7c18e,4,,,,2023-05-09 15:55:40.976000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
nCN9LZXtZhDM,LzAPLKMT,nGOJpeZMSR12,16f1b0bb-ed2e-4865-be67-c6c426607f4d,Therapist-curated healthy apps,,,,2023-05-09 15:56:38.333000+00:00,2022-03-08 01:20:51.009000+00:00,9999-12-31 23:59:59.999000+00:00,True
CvkYvBppW6qp,WtnwWfU9,AATA9fqZ9Ugv,c1d296dc-b796-45d0-beea-55a6e651350b,choice 4,image,https://images.typeform.com/images/xDKVXbQ4f4PP,Untitled design (3),2023-05-09 15:56:43.021000+00:00,2022-03-08 19:16:55.484000+00:00,9999-12-31 23:59:59.999000+00:00,True
nyTVrrQOwN8H,xYcRb6rP,3wcPj4w4kCaE,01FE4GR32Z150VX8TZ2PX3QSWR,Therapist-curated healthy apps,,,,2023-05-09 15:57:07.354000+00:00,2022-10-21 18:13:37.670000+00:00,9999-12-31 23:59:59.999000+00:00,True
Ce8tDovk6LlS,XsezE0qD,dx61NraeDHQQ,4115ce91-e272-4337-aa88-b67e42932d1d,Set a routine for bedtime,,,,2023-05-09 15:56:18.378000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
gUNbJgRsHF3R,gmvhyLfk,XBzr2FGulvF7,63670277-7375-44f9-8947-9f11e2cb90aa,7,,,,2023-05-09 15:56:41.846000+00:00,2022-03-06 03:43:59.512000+00:00,9999-12-31 23:59:59.999000+00:00,True
8Mq4OWRtKLAD,j7mMhWyf,SNGQCwqgUmU0,534b2245-e5f2-4292-966c-b94f92765015,16,,,,2023-05-09 15:55:32.109000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
tMDbG8RYzUZS,zGAJwdex,tCN8BMjBnfH5,8ca4dd02-9554-41e7-89a7-c72912d534ef,6,,,,2023-05-09 15:57:45.900000+00:00,2022-04-15 01:39:06.816000+00:00,9999-12-31 23:59:59.999000+00:00,True
3ML2FNyWcD8y,PibwM1Mb,sDF0ffxpBSXz,963c9e11-b478-4545-8f37-1bf77426eb4f,2-4 weeks,,,,2023-05-09 15:57:35.810000+00:00,2021-05-20 02:50:50.154000+00:00,9999-12-31 23:59:59.999000+00:00,True
txloutNN0U4q,TlsjoIys,nUrbDwVxuAks,fbfa8bbb-cbd1-43d1-9e56-72796ef7c18e,4,,,,2023-05-09 15:55:23.751000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
vPvYH0n92zug,gGIzPCle,TtMjb7C3PGiz,316f6e90-bd7c-4e0b-8ddf-addd81b7c093,Bring a therapist to speak on a parenting topic,,,,2023-05-09 15:56:42.770000+00:00,2021-11-25 14:46:12.386000+00:00,9999-12-31 23:59:59.999000+00:00,True
srmRrNv0enZv,hKH1n4Rf,tqk0REBV7Uvs,6f0e7191-b726-4d0a-8df5-7107e2921ef8,Less than a week,,,,2023-05-09 15:57:31.261000+00:00,2021-06-11 19:10:06.029000+00:00,9999-12-31 23:59:59.999000+00:00,True
nCN9LZXtZhDM,LzAPLKMT,RneXDB6eVTXc,42f25d80-a54a-4c37-b5ce-6eb2696d838f,Contact my child,,,,2023-05-09 15:56:38.334000+00:00,2022-03-08 01:20:51.009000+00:00,9999-12-31 23:59:59.999000+00:00,True
zzwA9GADOGTn,GvORz64M,f9jyl94AC2NF,a7f6c572-b550-47c5-a507-11b60e379e19,Definitely no,,,,2023-05-09 15:55:51.668000+00:00,2022-10-31 21:24:51.163000+00:00,9999-12-31 23:59:59.999000+00:00,True
FMYw8bA5sxh7,j7mMhWyf,InVZXO0I1RuK,9a69f62c-83e1-4a92-80cc-76590db50ef1,Yes,,,,2023-05-09 15:55:32.110000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
ditubMyDHxus,Taztlocm,pu2Mu6O0UZXE,562449cf-6440-4f0f-add4-38ccd0b4109d,Yellow,,,,2023-05-09 15:58:03.769000+00:00,2021-10-14 18:04:17.504000+00:00,9999-12-31 23:59:59.999000+00:00,True
oidKffKPoCOO,Wc0VU0TL,YxyUCeDE8ykH,01F32JG28NGPC7TP87E1ABJYB3,Vanuatu,,,,2023-06-14 20:29:47.625000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,l6k0JNMlr8IO,01F32JG28JVEJAYXR8ZW75N1QH,Brazil,,,,2023-06-14 20:29:47.492000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,wUXZLWlkAZrU,01F32JG28PCMM4XNHT3N95EVTE,Luxury Goods & Jewelry,,,,2023-06-14 20:29:47.682000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
ySkYXFL9AJzv,Wc0VU0TL,BdZC6l92EhsE,3e7c2f7ec39c3122,2 to 10,,,,2023-06-14 20:29:47.722000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,7kFRxEUGbJ76,01F32JG28PS968TKBQD0WGH2TV,Medical Practice,,,,2023-06-14 20:29:47.687000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,WUVQkVSfwy3i,01F32JG28MQRQ00D1WYWZ4RNJ5,Malawi,,,,2023-06-14 20:29:47.564000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,pM4Z50xVPUOI,01F32JG28K8TMJB2PN4QNFP4VQ,India,,,,2023-06-14 20:29:47.543000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,a9SrMFSDD8Id,01F32JG28PYXG0S2YE303VCAPV,Mechanical or Industrial Engineering,,,,2023-06-14 20:29:47.686000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,YAbnk6ssgGlp,01F32JG28MBGP66BDVFSHDJ14V,Kyrgyzstan,,,,2023-06-14 20:29:47.555000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,HGyuL2REiayY,01F32JG28MZ9ZZ2BH3T2SCQNA4,Mauritania,,,,2023-06-14 20:29:47.569000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,2o9JW6E8hOpp,01F32JG28K4CN5492B0SEVHMFR,Georgia,,,,2023-06-14 20:29:47.529000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,687t8UMN1ejR,01F32JG28PXZP8TVC2HV96JJW9,Education Management,,,,2023-06-14 20:29:47.655000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,nCn73olxMK2A,01F32JG28P4TFFEC5W8YN8HXG7,Legislative Office,,,,2023-06-14 20:29:47.680000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,NL9vh9XcvK1X,01F32JG28JG33Q58KD355FA9XN,Belgium,,,,2023-06-14 20:29:47.486000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,iOR2kEmXQeYD,01F32JG28KHBWSZVE59DRJRNZT,East Timor,,,,2023-06-14 20:29:47.520000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,NZM9HzjuERWJ,01F32JG28Q8WG8XRJSN5H59782,Printing,,,,2023-06-14 20:29:47.699000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,aSilOre5nlRx,01F32JG28PJM1P63V24S1MX8AM,Human Resources,,,,2023-06-14 20:29:47.670000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,lRQa8POmUGKG,01F32JG28N38KJZGD6FNB7D7KG,Tajikistan,,,,2023-06-14 20:29:47.613000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,ieHinmcEQ7F6,01F32JG28KHGAS911B97Z1WNCQ,Costa Rica,,,,2023-06-14 20:29:47.509000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,E3kJ4fm7COLW,01F32JG28QVDXFR155TD9AVKX3,Political Organization,,,,2023-06-14 20:29:47.698000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,gDNIxWjYczHm,01F32JG28PMTTTXFN4CWDC1MCW,Financial Services,,,,2023-06-14 20:29:47.660000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,iBMLR6sS5QPd,01F32JG28MW0MWT64S34WV5NWS,Paraguay,,,,2023-06-14 20:29:47.587000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,WtW1V45U86Ka,01F32JG28J76MXGX0G7HEQ130M,Cambodia,,,,2023-06-14 20:29:47.498000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,eEWx0Qoz7ciI,01F32JG28M6N3G2JPEW42R13JW,Oman,,,,2023-06-14 20:29:47.584000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,pZhwCNmgmMOd,01F32JG28N0Z92BK338ARRHBVK,Broadcast Media,,,,2023-06-14 20:29:47.641000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,DnuMWfZ4Os3i,01F32JG28NZM17MR4MGX2NQD6V,South Africa,,,,2023-06-14 20:29:47.605000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,AXxeebvr1Zw8,01F32JG28MHPSNCCCAQE0PAQ0P,Liechtenstein,,,,2023-06-14 20:29:47.560000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,swmnUQPX2Tzo,01F32JG28P3BPW10K16V46SRT4,Events Services,,,,2023-06-14 20:29:47.658000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,sAP0UEB4kY0f,01F32JG28J68CZX4VZ74M9XMZY,Belarus,,,,2023-06-14 20:29:47.485000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,a9KfNzCJ6o1o,01F32JG28NG9FVVFFP8VBFZJ7J,Biotechnology,,,,2023-06-14 20:29:47.640000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,gvZmeJKa4cuc,01F32JG28MXEEW1V17MBHB3P9P,Micronesia,,,,2023-06-14 20:29:47.571000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,Ko6kkDNm4NC7,01F32JG28MP8QJM1687GQ5W8WP,Libya,,,,2023-06-14 20:29:47.559000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,1Weq81pwD5kT,01F32JG28Q9KDB6WFP5RT22DS7,Think Tanks,,,,2023-06-14 20:29:47.713000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,FF96ogdvQQfI,01F32JG28K01FZ4YGNJ9GGGDHE,Hong Kong,,,,2023-06-14 20:29:47.540000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,XxnrLZgTs6sa,01F32JG28NGRHP9AGMA3ZZWJ7A,Tunisia,,,,2023-06-14 20:29:47.618000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,cc8mpGaC2F30,01F32JG28PDN9PR0PY613DD7P8,Government Relations,,,,2023-06-14 20:29:47.666000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,sIHJdcqPCDBO,01F32JG28PSEEQMGCVKEXFX0DV,Information Technology & Services,,,,2023-06-14 20:29:47.673000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,EbcZZaRmMHIj,01F32JG28PDFDWXBWN2CT34KEP,Government Administration,,,,2023-06-14 20:29:47.666000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,i3r2vqOLFSs5,01F32JG28KHJTED76REJ9WRNZX,Gambia,,,,2023-06-14 20:29:47.528000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,TqloGxz7MqZ7,01F32JG28NYVVRGDYMBKBSKTF3,Zimbabwe,,,,2023-06-14 20:29:47.628000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,YnMGvHgXc3ds,01F32JG28M4PN27FWM40PNEW2Q,Norway,,,,2023-06-14 20:29:47.583000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,dukNBfdA7Ne7,01F32JG28PHTJ6GWZB2M0QKK7A,Gambling & Casinos,,,,2023-06-14 20:29:47.665000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,KRtmCCbeu8WG,01F32JG28MTEKM560MDZ3T9F1J,Mali,,,,2023-06-14 20:29:47.567000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
M78zrfW944MC,Wc0VU0TL,A9LXlk1QCCie,01F32JG28QEVNFE48YM3478DN0,Semiconductors,,,,2023-06-14 20:29:47.708000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
oidKffKPoCOO,Wc0VU0TL,mGOscaqKB00Q,01F32JG28N2RWX31E9JGEFH7YM,Singapore,,,,2023-06-14 20:29:47.601000+00:00,2023-06-14 19:34:40.016000+00:00,2023-06-15 19:02:53.460000+00:00,False
