id,metadata,created,expires_at,code,max_redemptions,times_redeemed,active,livemode,first_time_transaction,minimum_amount,minimum_amount_currency,coupon_id,customer_id,_fivetran_synced
promo_1PiMtFFCPJnn9IgIXr4vZXZj,{},2024-07-30 20:43:25+00:00,,O2RU2FOS,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMtHFCPJnn9IgIg99FYDAG,{},2024-07-30 20:43:27+00:00,,DBEDBRS3,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.911000+00:00
promo_1PiMtGFCPJnn9IgI9ttY8WbO,{},2024-07-30 20:43:26+00:00,,URL8KSRK,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMtDFCPJnn9IgIIEPS88AG,{},2024-07-30 20:43:23+00:00,,JVQQPA1Q,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.558000+00:00
promo_1Pn2o2FCPJnn9IgIol0InnjT,{},2024-08-12 18:17:22+00:00,,DJEECJ8V,1.0,0,False,True,False,9900.0,usd,RQF5eVfn,,2024-08-14 01:36:59.132000+00:00
promo_1PiMskFCPJnn9IgIJ0SO7MNt,{},2024-07-30 20:42:54+00:00,,S9WWCEWX,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PieMxFCPJnn9IgIK0Sa6jVB,{},2024-07-31 15:23:15+00:00,,ON7I3RT8,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMslFCPJnn9IgIWUmM6P3x,{},2024-07-30 20:42:55+00:00,,IEUBGLMK,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PiMtGFCPJnn9IgIU24VzzdR,{},2024-07-30 20:43:26+00:00,,ULK16RXF,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMslFCPJnn9IgIEYNitLho,{},2024-07-30 20:42:55+00:00,,NQ03FK8H,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMtHFCPJnn9IgI0l3uKQwf,{},2024-07-30 20:43:27+00:00,,EY56ZXDQ,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.911000+00:00
promo_1PieMvFCPJnn9IgIndwnNy2m,{},2024-07-31 15:23:13+00:00,,KKQOGWSO,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMslFCPJnn9IgITsmg5yth,{},2024-07-30 20:42:55+00:00,,D6PO9ZK1,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMsiFCPJnn9IgIAsYFE2g4,{},2024-07-30 20:42:52+00:00,,XFNZ36NX,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PiMtHFCPJnn9IgIL3F700QX,{},2024-07-30 20:43:27+00:00,,EE1FZFWP,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.911000+00:00
promo_1PieMvFCPJnn9IgIVbtoAGxo,{},2024-07-31 15:23:13+00:00,,EZHEWGLU,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PieMtFCPJnn9IgIQcKvV7SF,{},2024-07-31 15:23:11+00:00,,GSUK5UDF,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PieMvFCPJnn9IgIq81HnfWj,{},2024-07-31 15:23:13+00:00,,JL1ZKVBK,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMspFCPJnn9IgIoU2jRms3,{},2024-07-30 20:42:59+00:00,,D3KIB0UQ,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PiMspFCPJnn9IgIvC5Opa94,{},2024-07-30 20:42:59+00:00,,UXOVCPXY,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PieMxFCPJnn9IgIOZjV1Alr,{},2024-07-31 15:23:15+00:00,,CLGIT0YO,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMsoFCPJnn9IgIfMhQJ2bY,{},2024-07-30 20:42:58+00:00,,MCXJLPTT,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PieMxFCPJnn9IgIkOcTP05W,{},2024-07-31 15:23:15+00:00,,IESTOM1W,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMtKFCPJnn9IgIwYPx99k2,{},2024-07-30 20:43:30+00:00,,WXZBNQ1B,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.226000+00:00
promo_1PiMtEFCPJnn9IgIIA9PwFgT,{},2024-07-30 20:43:24+00:00,,IKPTYM88,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.557000+00:00
promo_1PiMtIFCPJnn9IgIOkmhVbAs,{},2024-07-30 20:43:28+00:00,,IPUVXBSO,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMtFFCPJnn9IgIu5SJfrWs,{},2024-07-30 20:43:25+00:00,,WANK9JYJ,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PieMvFCPJnn9IgIn4Gj70m3,{},2024-07-31 15:23:13+00:00,,UA18YD2Z,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMtFFCPJnn9IgIf0xZcQH8,{},2024-07-30 20:43:25+00:00,,VXKECTVN,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMsnFCPJnn9IgIIjwf0T8f,{},2024-07-30 20:42:57+00:00,,GLNQOOGI,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PgwZnFCPJnn9IgIW43AYxxb,{},2024-07-26 22:25:27+00:00,,WEDX5VOE,1.0,0,True,True,False,9900.0,usd,ISMhighT,,2024-08-14 01:36:43.506000+00:00
promo_1PieMtFCPJnn9IgI9Daubs63,{},2024-07-31 15:23:11+00:00,,CTCN7BZ6,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PiMtGFCPJnn9IgI97HLJpRo,{},2024-07-30 20:43:26+00:00,,BRML23KF,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMslFCPJnn9IgIq9zX9l1u,{},2024-07-30 20:42:55+00:00,,RBYXLREI,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMsqFCPJnn9IgIlOkzJRXa,{},2024-07-30 20:43:00+00:00,,AT0IHQDV,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PiMskFCPJnn9IgIZ0ZzWriH,{},2024-07-30 20:42:54+00:00,,H5UMRJ5I,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMskFCPJnn9IgIb02JYAh5,{},2024-07-30 20:42:54+00:00,,TIRE1ZAE,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PieMsFCPJnn9IgIuBkTPw42,{},2024-07-31 15:23:10+00:00,,MZ5PXL7Q,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PgosyFCPJnn9IgI7TnEXdXG,{},2024-07-26 14:12:44+00:00,2024-07-27 04:59:59+00:00,LNWAAAPN,1.0,1,False,True,False,9900.0,usd,RQF5eVfn,,2024-08-14 01:36:43.309000+00:00
promo_1PiMskFCPJnn9IgIl91HcFVV,{},2024-07-30 20:42:54+00:00,,DFX3CIAG,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMtEFCPJnn9IgIAEc557Sa,{},2024-07-30 20:43:24+00:00,,SB1C62Z8,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.557000+00:00
promo_1PiMsnFCPJnn9IgIUZz1msAV,{},2024-07-30 20:42:57+00:00,,M9YSSDNA,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PiMtKFCPJnn9IgISNazEipi,{},2024-07-30 20:43:30+00:00,,Z97JGPJX,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.226000+00:00
promo_1PiMtIFCPJnn9IgIkr8p6MmQ,{},2024-07-30 20:43:28+00:00,,UWP5DFOA,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMtEFCPJnn9IgIwn7moVcS,{},2024-07-30 20:43:24+00:00,,ZRUP7N7Z,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.557000+00:00
promo_1PiMsqFCPJnn9IgIoimK6z5Z,{},2024-07-30 20:43:00+00:00,,0BEPGKQU,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PieMzFCPJnn9IgI3mCcVjhb,{},2024-07-31 15:23:17+00:00,,9BWF17VB,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMsoFCPJnn9IgINpnQP1y6,{},2024-07-30 20:42:58+00:00,,2KFHQAPJ,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PieMxFCPJnn9IgIJrvhPNm2,{},2024-07-31 15:23:15+00:00,,IFZMHFGL,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMsjFCPJnn9IgIWdjnmFrg,{},2024-07-30 20:42:53+00:00,,EOUOQTN3,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PiMsoFCPJnn9IgISuvXjZ3b,{},2024-07-30 20:42:58+00:00,,RV8ALATR,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PieMxFCPJnn9IgIHx6HMrpf,{},2024-07-31 15:23:15+00:00,,0Z2LAHJA,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMtFFCPJnn9IgI5EotNAZR,{},2024-07-30 20:43:25+00:00,,EYQJKGRA,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PieMwFCPJnn9IgIr4mIQY9V,{},2024-07-31 15:23:14+00:00,,6HFYEI81,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMtJFCPJnn9IgIRnmNHAlt,{},2024-07-30 20:43:29+00:00,,IHJANOOF,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PieMtFCPJnn9IgIeVdSsbGz,{},2024-07-31 15:23:11+00:00,,MNNFGQB9,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.919000+00:00
promo_1PieMtFCPJnn9IgI4Zci3kTD,{},2024-07-31 15:23:11+00:00,,FZDWRWJP,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PiMsiFCPJnn9IgIDlXjzBeK,{},2024-07-30 20:42:52+00:00,,INF5RR81,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PiMtIFCPJnn9IgIhx6ttfKe,{},2024-07-30 20:43:28+00:00,,MRUMNNCW,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PieMyFCPJnn9IgI5bGlFC97,{},2024-07-31 15:23:16+00:00,,AUERWHY1,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMslFCPJnn9IgILOMO4pcc,{},2024-07-30 20:42:55+00:00,,3LOUYXIG,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PieMsFCPJnn9IgIanWSuBm1,{},2024-07-31 15:23:10+00:00,,NIRDDPC5,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PiMslFCPJnn9IgI5KXmeWV0,{},2024-07-30 20:42:55+00:00,,YJ6VTLRF,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PieMuFCPJnn9IgIFZ4iltIT,{},2024-07-31 15:23:12+00:00,,05O1CXT8,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.918000+00:00
promo_1PiMsoFCPJnn9IgIvZDMPI3E,{},2024-07-30 20:42:58+00:00,,WXPG6LKW,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PiMtKFCPJnn9IgIzwjFK4E9,{},2024-07-30 20:43:30+00:00,,SQ6NUII4,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.226000+00:00
promo_1PieMtFCPJnn9IgIJwIJ5ZNC,{},2024-07-31 15:23:11+00:00,,FGKFQFXM,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PiMsjFCPJnn9IgIl2ks9I3h,{},2024-07-30 20:42:53+00:00,,KUXTBRCX,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PieMzFCPJnn9IgImv0YDi5b,{},2024-07-31 15:23:17+00:00,,RS5UYCKB,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMslFCPJnn9IgIMZLxpvDB,{},2024-07-30 20:42:55+00:00,,Z95HFTQC,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PieMyFCPJnn9IgIG4x61VEu,{},2024-07-31 15:23:16+00:00,,PYYM83HL,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMslFCPJnn9IgItdYpKsHd,{},2024-07-30 20:42:55+00:00,,MBW2HTHI,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PiMsoFCPJnn9IgIJvcUHYwJ,{},2024-07-30 20:42:58+00:00,,GSDMVL79,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PiMsmFCPJnn9IgIRPDAbviK,{},2024-07-30 20:42:56+00:00,,ESRIDBVF,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PiMtIFCPJnn9IgIHRt6hC1h,{},2024-07-30 20:43:28+00:00,,UOGHOIHO,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMslFCPJnn9IgIis7GXpw6,{},2024-07-30 20:42:55+00:00,,Z3L59W8Q,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PiMskFCPJnn9IgIEe906pzR,{},2024-07-30 20:42:54+00:00,,KAD6AEF8,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PiMtIFCPJnn9IgIQj2uKXNk,{},2024-07-30 20:43:28+00:00,,H9UX6WUL,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMtHFCPJnn9IgID6bMxY7b,{},2024-07-30 20:43:27+00:00,,ZFBG5GNN,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.911000+00:00
promo_1PieMxFCPJnn9IgIiTJM6gzV,{},2024-07-31 15:23:15+00:00,,KYFULO5V,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PiMskFCPJnn9IgI0Z5l0pWZ,{},2024-07-30 20:42:54+00:00,,MVDHCMAB,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:49.231000+00:00
promo_1PiMtFFCPJnn9IgIMpvPL0HX,{},2024-07-30 20:43:25+00:00,,7JRONVKE,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PieMzFCPJnn9IgIy6MfiyGX,{},2024-07-31 15:23:17+00:00,,YK7TSCLV,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PieMvFCPJnn9IgIayV5k4UQ,{},2024-07-31 15:23:13+00:00,,DQFLQH5R,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PieMxFCPJnn9IgIEmaRyjdX,{},2024-07-31 15:23:15+00:00,,ZUTJ2GBV,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PieMsFCPJnn9IgIzpW0znlZ,{},2024-07-31 15:23:10+00:00,,7T5U25TA,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:51.233000+00:00
promo_1PieMxFCPJnn9IgIoczLdmGn,{},2024-07-31 15:23:15+00:00,,OZGSKULG,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.230000+00:00
promo_1PieMvFCPJnn9IgIYJzg26dT,{},2024-07-31 15:23:13+00:00,,OBMVUTCV,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMtFFCPJnn9IgIom1EnQ6p,{},2024-07-30 20:43:25+00:00,,YYO0JTCZ,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PiMtIFCPJnn9IgIPf3LdBF9,{},2024-07-30 20:43:28+00:00,,FEJ5BBTW,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMsnFCPJnn9IgIhzjJVG87,{},2024-07-30 20:42:57+00:00,,ENNTQLD0,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PiMtHFCPJnn9IgIGaYiiDlD,{},2024-07-30 20:43:27+00:00,,J4TA9IJ6,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.911000+00:00
promo_1PieMzFCPJnn9IgIE7tm4iyV,{},2024-07-31 15:23:17+00:00,,RDXHB8FC,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PgA7YFCPJnn9IgIvXbTHmdL,{},2024-07-24 18:41:04+00:00,,2L3VFRUF,1.0,1,False,True,False,9900.0,usd,0kSvMwmP,,2024-08-14 01:36:42.134000+00:00
promo_1PiMtFFCPJnn9IgIK3wpR2QD,{},2024-07-30 20:43:25+00:00,,FHXAUDHF,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.241000+00:00
promo_1PieMvFCPJnn9IgITjxpjiZY,{},2024-07-31 15:23:13+00:00,,UJ1UPFQZ,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.918000+00:00
promo_1PiMtEFCPJnn9IgIPCpr5qHA,{},2024-07-30 20:43:24+00:00,,BPRVF3MH,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.557000+00:00
promo_1PiMtKFCPJnn9IgIRWfjfd5V,{},2024-07-30 20:43:30+00:00,,OUHTHP28,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.226000+00:00
promo_1PiMsoFCPJnn9IgIUXGErBn6,{},2024-07-30 20:42:58+00:00,,QUUT5WYZ,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PiMtEFCPJnn9IgIkveVxrSA,{},2024-07-30 20:43:24+00:00,,EHRSUV7S,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:47.557000+00:00
promo_1PiMtJFCPJnn9IgIDqMyqaHU,{},2024-07-30 20:43:29+00:00,,UAKOTRAE,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMtIFCPJnn9IgIt889ovQc,{},2024-07-30 20:43:28+00:00,,CZFOSAZF,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMsoFCPJnn9IgI7krwm3Nz,{},2024-07-30 20:42:58+00:00,,MEPAQJK2,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.253000+00:00
promo_1PiMslFCPJnn9IgILLI2ktiH,{},2024-07-30 20:42:55+00:00,,45B27U3O,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PieMwFCPJnn9IgIsE4AUwOE,{},2024-07-31 15:23:14+00:00,,I7DFDHR4,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.567000+00:00
promo_1PiMtJFCPJnn9IgIJXwT2IHW,{},2024-07-30 20:43:29+00:00,,9E9UGPMJ,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PiMsnFCPJnn9IgIoIZ018j6,{},2024-07-30 20:42:57+00:00,,NGPXLGCQ,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.582000+00:00
promo_1PieMuFCPJnn9IgItMLRHKzo,{},2024-07-31 15:23:12+00:00,,9WTCVRP6,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:50.919000+00:00
promo_1PiMslFCPJnn9IgIf6AbGDJI,{},2024-07-30 20:42:55+00:00,,MBUFKOAR,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:48.902000+00:00
promo_1PieMyFCPJnn9IgI7ifh8iVX,{},2024-07-31 15:23:16+00:00,,HMHZTMWE,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMtKFCPJnn9IgIwccNJbBS,{},2024-07-30 20:43:30+00:00,,PGZIFBAJ,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.226000+00:00
promo_1PiMtJFCPJnn9IgIIHTXxxGs,{},2024-07-30 20:43:29+00:00,,U68PLART,1.0,0,True,True,False,,,HLgpCeXS,,2024-08-14 01:36:46.583000+00:00
promo_1PieMzFCPJnn9IgIc0KuSuRL,{},2024-07-31 15:23:17+00:00,,NS2V0NVQ,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
promo_1PiMsqFCPJnn9IgIlOFbf1Rv,{},2024-07-30 20:43:00+00:00,,MPG68JJ8,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PiMspFCPJnn9IgICJNfhflg,{},2024-07-30 20:42:59+00:00,,WRDHEKSP,1.0,0,True,True,False,,,iVickyzU,,2024-08-14 01:36:47.882000+00:00
promo_1PieMyFCPJnn9IgIzTNjSkwx,{},2024-07-31 15:23:16+00:00,,REHW7N0P,1.0,0,True,True,False,,,GCMclVZ5,,2024-08-14 01:36:49.869000+00:00
