childrenid,childrenweekdaysdaypresetid,id,__typename,name,updatedat,datatype
266514cb-dad0-4b4f-bcbd-0c99d81600f9,9be95ead-2de9-4cff-b016-3453d9fe76b3,4793d874-be62-43c5-b55b-b9f2e084e505,,Monday,,
5a046226-4965-4a47-88b2-325c615497cf,846d237a-b9df-417b-8441-86f048fe4e3b,24c3437b-8376-4391-9b56-9fdb31708ecd,,Wednesday,2021-09-28 14:08:30,
bdeb42c3-ca5a-4139-875c-e8ae42a8be58,14954ff5-bef9-41d0-a055-0850f214a3fb,23d6e77e-b486-4b9a-90a0-d62f9d870b2b,,Monday,,
53a33f91-9707-476e-8979-84c7e410d6c7,9a5ae2aa-f4ca-4fdc-a96e-4c5ae70c751b,80db0e0e-da91-4d01-ae8e-8a6650e910f0,,Monday,2022-06-15 17:36:04,
5bec96db-e6d3-4a47-868b-e3340e7730a7,bcc70fff-6191-4725-9d36-f5ceeb987a0c,86c05019-9a2d-455d-bf26-ab3302251af7,,Monday,,
ae11016a-bdf3-47ae-9f98-b9c9c10f40ae,08360eb8-d5fd-4c0c-80f3-880ce4b41df2,3da0e3f4-24e7-41d7-bf1b-558c8125ec48,,Monday,2022-08-18 16:10:58,
5d61047a-b783-4d04-b053-dcbcd1e5e5ec,d005bbf3-76f2-47a8-a045-b9c5a60b8acc,ef037226-7740-4ff9-bc28-72aa59abd183,,Sunday,,
34d27668-5c6c-4a5d-87b3-e082a42e711a,d7100804-a860-4ade-9ed9-ca7991d06bbb,37cc80e5-79dd-4cf4-a8d9-134a64e6771d,,Monday,,
77be2f0d-88c7-45af-9ad6-0b9b41db0358,7e2f86cd-2757-432a-8e93-f9a1fe9aeb37,35d8a52e-1c89-4950-ab4e-7d7013bfae2e,,Tuesday,2021-03-23 22:51:38,
683e0414-bad2-40cb-9210-2a6d594667a4,3c279c19-d58c-4967-98f4-4fafa74d3015,6884c8cf-15f6-4102-b9d0-ef747637506c,,Wednesday,,
0dc00be4-fb38-42f4-b211-d55d6e5a66fb,8900ab04-a1c2-4e63-96ea-099e44130524,9458973a-3e05-4930-a648-ca28277dafdf,,Friday,2022-10-20 22:57:22,
9355caa1-b9e9-461a-9195-eaaa67e6f957,115eb8f2-d32b-44eb-9003-90e2954470f3,4479db1c-45ab-4d34-9b3d-ee5b42759513,,Monday,,
94be9ef7-28cc-4879-8376-9a94c900c4b3,b1e5c0bb-b26b-4fed-a528-c559c0e3361a,f31c7f75-fa01-4d79-b2e1-03c6e6d91514,,Saturday,2021-08-20 21:59:20,
383fd48a-5b8b-423f-96bb-50242d79c610,cb541250-f78a-484a-afb4-c0c3beebcdda,25e73a7c-ac22-470d-9f1b-1ab95536ab08,,Tuesday,,
a11c9ca0-6536-46f6-8406-d8c5cb1f21fb,9efe53ab-36b2-4a83-8ec3-73f91934aa30,6d6b6feb-7cad-453d-89b2-2d89960393b2,,Monday,,
c0cf1429-dc9e-4edd-84eb-c35711caddd6,7fe0d1f7-b889-4e32-8e3b-ca42a30530b0,6b7259bb-ff54-41f8-a68b-baa9b5b80ae6,,Monday,2021-09-27 14:21:56,
266514cb-dad0-4b4f-bcbd-0c99d81600f9,1e5bb5b7-b774-43b1-8be2-d225838c3560,e8aa4a09-ebd3-4528-a9da-4beb4a990989,,Saturday,,
514ee4aa-461e-4e26-9d6c-3c963f33f4e1,3bd8c270-4a10-4e18-8114-a3f3fb2d2a73,9b5674ff-c0c7-4745-baba-4733c1c4d94f,,Tuesday,2023-06-13 19:18:08,
ce0cbed2-310e-440f-94f2-b8be2449dd02,c3954d28-737a-4902-86bb-8e5b209718ab,7d8d3a91-9547-4e5f-adae-a6a2ac2a2066,,Tuesday,,
990d41be-6f33-41b1-960a-48cb27236ea7,d4f16134-2d94-497d-ac35-b2653260bf24,8d491d17-0911-40aa-b284-4d74d47d9197,,Friday,,
b1008a3c-9849-4e05-a92e-a1e9eff78fa3,51efd479-5e1b-43f6-8c17-a49ac7380faf,757f5f89-9f48-46bb-868b-45130dc4b0fd,,Wednesday,2020-12-30 20:48:47,
0bdb290c-0ec2-4ca4-9da9-6edb1296bcf9,6fa882f6-06b4-45cf-a357-79effcd24005,89056916-78d6-41a1-9971-1c61a0440a50,,Saturday,2023-01-22 12:23:04,
5a5991aa-4a50-440c-9902-6d1088b5537c,fd3d93f8-5c8a-4744-a542-dec7483c7339,2c50c1be-d2ac-4c0b-a87b-192015268dde,,Wednesday,2021-05-13 00:57:54,
757cea03-08d5-49c0-9817-eb1c50f4254a,61b6a95e-4de3-4812-b58f-3db080b2dbbe,b0b5566a-e183-4ca0-9711-0f1e14556f21,,Thursday,2023-08-29 04:03:05,
cee9f564-db29-40b5-be66-9cbbfb1de569,96993312-5462-4b59-908a-d5f808ea1709,530a483a-545d-45fc-9695-9fd474e5ad75,,Sunday,2021-09-03 14:19:57,
b23c27c4-a0d2-4c1d-99f8-22f922df3ff4,c4586154-3f76-452c-b4f5-5975fc7d28e6,451c9c00-a643-4362-b607-428ffcc196ca,,Sunday,,
51bc6081-a68f-4c89-b1d3-b32c4b5a6e92,f1db4e96-0169-4623-9409-63ec1826c4c9,a5f54592-a17d-43c3-b897-344643d73e93,,Saturday,,
5bce822b-dd14-4836-82c8-e94b6cdd1d60,bc2f8216-d746-4d49-8e8f-001d159f2caa,d05e5d86-d641-423f-aec1-0af27304941c,,Friday,,
266514cb-dad0-4b4f-bcbd-0c99d81600f9,db7c859a-fde7-4c62-987d-bad09d4cd503,b16a6f03-abdc-4a2b-ae3b-1dd0b1d688da,,Thursday,,
023d8886-c88b-4f16-a280-2541cc3c127e,addca476-0850-4d2c-a1c5-34ed21c1db37,9e8a0d8b-b0a3-46f4-9053-96101f2d5946,,Tuesday,,
2ea5c5a8-0326-4109-831e-be4b939bbbbf,9fa31678-d854-4ab2-926b-e0d0f5f9fef1,50ee75ae-e6b2-4847-b2e8-3e25f0ec318c,,Monday,2023-12-15 06:04:47,
e023b721-7bd9-4139-99b6-399ac2c0b559,1b1f2c83-40d1-4a49-83fd-56db2596e9b3,c5db798a-a087-4ec2-bf68-0be351841650,,Tuesday,2022-12-08 21:01:37,
aa73f361-642e-4a40-82c4-2d856920e2ad,493394bf-6e83-41c0-9921-e5c53ffa6866,d90324e7-5944-49d3-9753-002a99966993,,Thursday,,
bdeb42c3-ca5a-4139-875c-e8ae42a8be58,780203d6-7eb3-4c68-9fbd-9554ceff7c6f,6980e66f-c37f-4f26-a2b4-d9860b89f9a4,,Tuesday,,
34d27668-5c6c-4a5d-87b3-e082a42e711a,e85f402f-b9a0-4fa9-a41c-47d8ee9ab463,ce331c53-8d3f-4935-a40f-d38ce43b0644,,Friday,,
a0e4e069-1009-4035-a48c-6cf1a2b518a7,79fa9883-5ac3-4822-af0e-9382c0691677,392b880f-bfe9-4a1e-8a8a-9dac4e183ecc,,Thursday,2020-11-16 16:26:34,
266514cb-dad0-4b4f-bcbd-0c99d81600f9,7b4a3ff1-e216-4d01-832c-def7c3f5cdf0,3d11678e-330e-4311-88a1-8b793d938b4a,,Thursday,,
765a686b-2ea9-4d47-b70a-afeb0cc8af1d,cc74a7de-305b-48a4-b518-9f5db40796c2,711a819b-8206-4bd9-92b4-156bbd757675,,Tuesday,,
3f3f31bd-fa87-4cfb-bc1b-cabe0125fb6e,e49c690b-56d3-4f6c-ad2a-fb180257d964,19ae0668-8f40-4231-a23f-c5cf613c7187,,Tuesday,2023-06-19 02:33:46,
683cf3d8-8925-444d-a39e-96267696c835,d5745a96-eb22-4719-bf5a-9b2fc8f4fb9d,6e6a4900-50ed-4b41-96c6-deee5a2702da,,Friday,,
266514cb-dad0-4b4f-bcbd-0c99d81600f9,999029b9-48dd-4d25-a7ce-7a4508493f25,140a7d59-34d0-4555-bd65-221219f90b41,,Monday,,
22823232-394a-443a-9f07-04b6ede169e2,a3bcf47c-b5f0-4da8-8858-91f1cd84b968,6d6e7170-665f-44ef-8cb7-0e4e858a4a8b,,Wednesday,2021-08-15 20:32:45,
6fd26137-8e77-4ea8-8d0c-38c389f6e728,711cc20c-d550-44e1-be8b-58865feb2308,d1d4146d-04be-4a4e-a084-7b9dab8fd9ac,,Sunday,,
f96729e4-7c63-43c1-9c3b-a941244fbc68,59a46af8-6e0c-49dd-8243-a8011472bae5,65bdf499-e4fc-4a69-a3eb-ffb2bd28519d,,Thursday,2021-05-31 19:26:50,
e102ef4f-7049-4b48-98bd-4c32d9dda2d8,c15ae3c8-a0b6-478e-95ce-454fdd87b080,ec74dad3-0e44-4176-b03d-64c76791840d,,Monday,2022-08-30 00:58:04,
d7f967b3-f884-4937-a122-66ddcffb977d,f2637ec8-cacc-4467-8632-33b8bcf3bf7c,19f6d09a-362d-4895-9f46-81515d895294,,Monday,,
9b6a819c-3209-4383-9685-09054ee15462,09fd9d38-5629-4ffd-9bf6-acb8e0494035,3f0b3d3b-74a7-439f-9437-1bf583376e0d,,Wednesday,,
d7593765-23c5-4a20-9983-11c20e8ba068,822e99c7-bc85-4a34-bb8d-004fec00f1fa,39a354e4-93c4-48e7-b0df-e52b6c4a74e6,,Tuesday,,
76e7c130-039a-4725-8bce-fe4b4ed4c567,92deadcb-bbcd-44de-ad97-dba59bcdedff,ba6e0f09-3a01-4e10-bd5c-1c0350d257e4,,Thursday,2022-08-30 16:42:23,
6ac3e13b-34f7-477a-a682-61d841db83d7,bd4759bc-0e77-47f6-b4ba-6095332d6372,e79fc5ce-a6b3-4a32-8c76-5a9799e1b513,,Wednesday,,
33799e5b-a787-4e78-bfe1-a73f36abaa01,afc724ae-682d-4503-ae19-afbc6a96a22d,b533700e-0134-4958-9a8f-5881a4709b42,,Sunday,2022-04-26 03:49:55,
bb5f371f-650f-4383-bd57-cce458f4bacb,cbdf968c-3be8-4069-8818-7f66d46826ab,da134d34-fd94-425f-8f3b-e1d8f19bf14b,,Sunday,,
e85bb833-e157-4f9e-8ec0-9a13d9510580,aa71df1d-fbd7-4cab-8385-c70382b7417c,a7b50455-89b1-492a-9e9a-013e35c3a4f5,,Sunday,,
1ee8c0bb-f8fe-4321-b055-9813d6420a54,4c155a3d-67f7-4bf5-b0e0-d35b70e374ff,08f6cb5f-c632-4daa-9514-de3bf67b7715,,Wednesday,2022-08-15 19:40:29,
62a9ac2b-db9e-484e-87c2-d175ded2f9d2,6eb3bbd0-e9c5-42a0-860e-ab0e822c01c6,71f8ee5b-4f92-4cbf-8e95-5b89ea2ec5ba,,Monday,2022-11-04 02:33:11,
26d909c4-34ac-46c8-9117-59fdefc95264,18712008-96c8-47a5-859b-0922b827c3bc,9c34a66f-3f9e-4b49-8998-736bdf03e0b8,,Sunday,,
919441e9-8efd-4179-b757-88667b5026ac,62405940-3caa-4a73-90bf-4bf36376a0e8,b1c4d978-a028-41e8-96eb-c0737baf8564,,Saturday,,
0b2f3ee9-10e8-4edd-8b14-815d820d68d3,528c380f-9c29-4fb1-9aee-7cbd5db660ee,81ea7cb8-449d-45bc-8359-2834bab985a5,,Wednesday,2022-11-07 02:23:29,
66accaac-2d83-49d3-8116-49095c9b37d8,e9be450b-9b2f-4229-a313-4e03c35050ab,ff9d571a-17cc-4e51-8904-c5780a3c3527,,Monday,,
9597cb45-43d9-40a2-b058-0e59d7692aba,69c4ca13-e020-47dd-831b-b1f475250601,7aa438b5-d189-41cd-ab38-896612ad3b0a,,Saturday,,
9e0cec7a-0fa7-4ef4-aa96-ab834d7b0149,6752c184-bfb4-4e85-aa64-a3b6bbc39bab,40d86bfd-0e0c-42c5-859f-0cd04949fdd9,,Wednesday,2021-01-12 17:46:05,
0264b23a-3770-4da6-8ee0-9ab5563741e0,ef1e03c6-88ef-4e48-b5ed-d2df62a1f320,a0631614-624d-427d-83aa-5e7b8dbbd229,,Tuesday,2023-06-08 23:25:08,
77be2f0d-88c7-45af-9ad6-0b9b41db0358,a723ba64-5104-4711-96bc-62a296286785,0fb2f1f9-0eee-49f9-814e-793f35b9cf29,,Sunday,,
2a739f9d-8ced-4745-9361-13e79809698c,6df7cb09-f728-4a68-9cdc-35fcf07d4b3e,9b75f63d-b926-4bd2-9b17-02186b57bd4d,,Monday,,
a1f649e3-3a29-4139-97c2-aeec372e49a0,9f1688d7-7580-4e7f-b08f-9933b600a36c,7b28d399-c0fb-4c49-972f-96f92f729e2c,,Thursday,2021-08-25 22:39:45,
2601767a-2160-428d-9d2a-4617b13abdf1,300fe00c-328d-480f-b31d-31eac37251a9,6de6330b-2f93-496a-abb5-0b4d28c1b5ff,,Monday,,
d7f967b3-f884-4937-a122-66ddcffb977d,00a1eec3-1e7f-4a30-b9d9-ad68db43a258,2d469bf0-4842-40c5-aefa-a0298db36771,,Friday,,
3cd9efe2-3ec1-425a-a607-13876a9b405d,a01d4ff5-a3d3-4819-a785-5c5b8b8f0730,a4f362ae-5bed-4729-becf-7fb9f9a7ac05,,Wednesday,2022-05-04 14:43:23,
5eda3026-2fe8-4e50-9e6d-ee1aa7f2f9d2,b15ed5d0-dcb7-4b40-a568-2656eb469b83,2b9f15d9-a687-48c8-99f0-1fe4cc0c34ad,,Thursday,,
bc67f7c8-d10d-4704-a64d-6ad14bbee520,040ef838-0bbf-4f4c-802f-2300f533b33d,8f3a6142-bb39-4fde-88a3-547bf65d9a09,,Wednesday,,
15477325-54dd-46bf-bb42-ce6d029a74d4,88f8ceb6-d9a0-4511-9182-f25633d6cfe2,e9fe16ec-03aa-4145-89e9-9ce62ee92f56,,Tuesday,,
3d49efaf-8404-47b0-a665-50cfabf4706d,0c5efe04-671a-4c5e-9d2f-d74b9ccc3bbd,aababcaf-2dfa-4eff-beb7-c1a4713e1206,,Tuesday,2022-06-21 18:15:43,
651ecfe4-43c8-46f4-acd1-d822954d0135,d78dde58-b6ae-4694-b29e-ac8954405c5d,ec26264b-8e48-42bc-aa61-247fd45df064,,Monday,2021-02-02 22:45:26,
d8d70aef-5a75-467c-a47c-cea9df6bcc22,320cce6b-45fc-49d3-9f80-cff910d147f1,085beada-13e8-41ad-9c38-a69a0a9fa484,,Friday,2021-01-19 04:35:50,
ac0b0bca-0cc8-42c9-ba73-65f062020eff,d889c4c2-a57a-4771-a696-1601ec5718a5,35ef0bd9-3952-4855-97ab-3601754f3b9f,,Monday,,
442b14f9-f997-4a1c-9206-e90b862c0f68,b253a6fb-8c6c-47fc-b1fa-ad3ca072f4d0,921f749a-b7f6-4933-82ae-0896772a0ef5,,Saturday,2021-01-17 02:20:50,
853d0703-fc92-4a1c-8143-7987ede5982f,e12dd73d-9e33-4962-893f-fe67974fba8d,ba7c9209-468a-41ba-925d-1a282340e8b6,,Monday,2024-03-30 22:21:10,
cfedca68-0531-4961-99fe-804fb32079cc,c2f70ef7-1721-4134-9b11-45aace45d690,da1cb065-7c8a-479e-ac4b-c418f06e8bd1,,Wednesday,,
f71e07b9-b99a-426a-8520-721b92fd7636,0da92ca2-aa19-4118-8597-bfed69eef943,68f41be3-9c18-4565-9722-07b9f8f5147e,,Wednesday,,
2974d44e-0634-4d62-aab3-9f0ba61c8f35,f58cd1ea-5c22-4517-a8ef-f1bcb6fa9081,d31e926d-33b9-4526-a8c5-587617bbd81c,,Wednesday,,
49a11065-fd8a-4cc2-85b1-7f96b6f81e3e,aa69da9c-c6f1-48aa-bf95-8b77b85d723a,278a2cc6-493b-4d30-87d9-2f8d3475aa1e,,Saturday,,
