id,ts,children_id,device,messenger_version,os,carrier,network_status,message_type
01e2cb018863442fb11612f27242fb3f,2023-09-28 22:33:15,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
e1f820813a0943148a0293eb3b1e7318,2023-09-28 22:31:44,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Connected,sms
ae03a5e84d1f41e38446f6ecf907ac4c,2023-10-29 19:07:40,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
c5785a2d3fa24590b8bd4db15dc9d5c2,2023-08-30 16:50:52,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,mms
a3eba44faef841d8b10e4b0376fa8217,2023-11-23 16:28:09,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
a2de9abbfdbe417e8b76d5586b0e5374,2023-11-23 00:18:59,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
9c51a9c36fd043ca8adcfd5bb064438a,2023-11-23 18:05:54,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
eea02cb7713b4c0282f55d049bd2af00,2023-11-13 14:38:15,fc268f26-888b-4f1e-9f2b-e5af4adbc55d,SM-A015V,com.pinwheel.messenger@5.36.1+111,Android 11,Verizon ,Disconnected,mms
f0c2fe48190d4ad79243cee91059c71d,2023-11-13 01:51:31,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
c4d86ee7385448bd87fba44410a0c01f,2023-11-13 00:14:39,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
7ee9d35dfef74807ba214780c163c185,2023-11-13 01:10:53,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
5e1b1def386541628172700b7dc7479a,2023-11-13 01:10:36,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
c4efb02b3cd4404ba9ebfa91fafc5bc2,2023-11-14 23:43:12,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
188fe6ae3e2b4d1dbe987ca555323a01,2023-11-14 23:41:00,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
b3e4dc5816274614beb546590e53c3f1,2023-11-14 01:39:32,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
b1202c5f9b0443d2bcd8ac0702f6928d,2023-10-27 23:13:47,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
a9c65d60974e4ea2b8ab4dd594877499,2023-11-11 23:54:47,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
5dfe7e81fd4840ffb19f34290647acf2,2023-11-11 22:33:20,23d98d07-4398-4a97-a32a-a047b7e02483,G50 Plus,com.pinwheel.messenger@5.41.1+119,Android 10,T-Mobile,Disconnected,sms
c871118486564782aa9992e2b03693f0,2023-11-11 03:38:09,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
f2a427a1838f428aa6466528707044bf,2023-11-11 03:36:17,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
5d626bc33d614026958c38257bcc54d6,2023-11-11 03:18:38,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
db4e80c0b41d4f8c99a3040a6443569a,2023-09-12 22:36:12,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
3527f720dd1b4ec2880f5df5b0bb1cd3,2023-09-12 22:35:03,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
77f5c509bf96441d9a1e982317f144b7,2023-09-12 02:21:02,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,sms
4ab12847c81b4df7bbc95d53762ff90f,2023-11-21 21:21:15,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
62dbf4353c99469abf2f95aa09d181b2,2023-11-01 23:24:41,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
42828c0e67234ebe918a100a9372f857,2023-11-22 21:47:38,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
59fea275ea8841e4a12494c9d4d2ca93,2023-11-22 05:01:09,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
e9dfbce9ce8042a3bb346b9fd805d7d1,2023-11-22 21:53:35,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
01870dd63bce45109ab138b8f75889fa,2023-11-22 21:39:21,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
e16989efe4584858b20232e28d871580,2023-11-22 17:53:36,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
af5a76f648394ec0af4a9b42196761df,2023-11-09 20:56:42,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Connected,mms
17c2cc0b76434ab98204cb3d052769c5,2023-11-09 00:19:23,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
986a0559726740bcae6c9b3f951e908f,2023-10-11 21:51:21,31716318-d0d8-4390-a325-2c7d16daca3d,G50,com.pinwheel.messenger@5.38.2+115,Android 10,T-Mobile,Disconnected,sms
f0c82589a6f3437cb3f12f39c6365665,2023-10-11 21:30:08,31716318-d0d8-4390-a325-2c7d16daca3d,G50,com.pinwheel.messenger@5.38.2+115,Android 10,T-Mobile,Disconnected,sms
ce60067dd40b42ca984a12206220bd21,2023-11-08 23:58:59,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
95a91e102af6478aa5a1683344734508,2023-11-08 01:36:08,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Connected,mms
08106dd654c94440b3c55d01e529fff0,2023-09-11 18:01:18,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,mms
da62d09d3e454d7ebf034793a3392283,2023-10-31 23:40:57,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Connected,mms
fc046e1439484b23946e9f8f17d3fd01,2023-10-31 23:31:32,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Connected,mms
7dd83a1e96c14787a333dcb1323d2435,2023-10-31 22:25:38,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
92cb201bd5e9412d94e7b495709d7d4a,2023-09-28 21:58:13,0fc70ba0-be0d-4ed6-b639-8a2f49977d7d,SM-A015V,com.pinwheel.messenger@5.33.0+105,Android 10,Verizon,Disconnected,mms
8f971365fd71493a9af7219bc6838d92,2023-09-28 22:31:47,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Connected,sms
e8b4d44de33d4a7799da2ec0dd79885e,2023-09-28 22:20:59,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Connected,sms
7d073d8968024103a4c825c09e4af376,2023-10-29 19:08:33,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
4a81e98bf7dc43a59f1bcd23aa0def28,2023-08-30 16:50:59,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,mms
73dd744e6fe3437faa6299e1cdbbd682,2023-08-30 16:39:05,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,sms
a9390670aee245ee999027dad203645a,2023-11-23 22:41:43,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
d2f19ac2c70041c5999719f9005c8fe7,2023-11-23 00:22:01,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
8c94ddd39d3a44658947e158fe3e475f,2023-11-23 21:48:05,abb12161-7d4c-40d7-8b25-a2d81ecc6bf2,G50 Plus,com.pinwheel.messenger@5.39.0+116,Android 10,T-Mobile,Connected,sms
25e7c434f3964c069797599fd53f135e,2023-11-13 14:38:30,fc268f26-888b-4f1e-9f2b-e5af4adbc55d,SM-A015V,com.pinwheel.messenger@5.36.1+111,Android 11,Verizon ,Disconnected,mms
970720640e344f0e9e45c1bcbd12291e,2023-11-13 14:36:09,fc268f26-888b-4f1e-9f2b-e5af4adbc55d,SM-A015V,com.pinwheel.messenger@5.36.1+111,Android 11,Verizon ,Disconnected,mms
f8471e39401c41cd812ff42bb42384be,2023-11-13 00:20:12,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
d35bd87102d64376a58a2ac28bad4bbf,2023-11-13 01:10:54,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
06f3679a50a249148da77548d0080f3e,2023-11-13 01:10:48,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,sms
47a3a817817b45aa82b8b667fadad3d3,2023-11-14 23:51:49,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
c1bebbc398df4db685df386000c5889f,2023-11-14 23:41:02,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
d64ed056ce9b4b38829eb02b5593c30e,2023-11-14 01:40:59,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
6c20f8c6613749aab7ed200eab85c27e,2023-10-27 03:36:21,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
abdc6bf2fef24e0e8e7406d236c2add8,2023-11-11 23:55:03,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
223e6429eba8416eab8322a6a3fa9053,2023-11-11 22:33:25,23d98d07-4398-4a97-a32a-a047b7e02483,G50 Plus,com.pinwheel.messenger@5.41.1+119,Android 10,T-Mobile,Disconnected,sms
608522f30c1e49d290a3d2012db7e148,2023-11-11 22:31:13,23d98d07-4398-4a97-a32a-a047b7e02483,G50 Plus,com.pinwheel.messenger@5.41.1+119,Android 10,T-Mobile,Disconnected,sms
5d3f3996d01d4d4292b5565d6b9449b7,2023-11-11 03:36:32,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
4aa8cac59f7649b8ac2b01d2c22022e7,2023-11-11 03:35:34,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
42cb678a1c65456e864fdeb9387d4cef,2023-09-12 03:27:12,0fc70ba0-be0d-4ed6-b639-8a2f49977d7d,SM-A015V,com.pinwheel.messenger@5.33.0+105,Android 10,Verizon,Disconnected,mms
f48af2cf388a417082547c0b6b7ae5f3,2023-09-12 22:35:09,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
257b87dda7bc41deb967cb7aa9a0695e,2023-09-12 22:34:59,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
dc6305463f31417da6cc73652be9fb83,2023-11-21 22:34:48,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
a6c7fd8759c1487aabb20ef08bc33823,2023-11-21 19:20:59,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
97880debd2f446d485e17e80f6bce91c,2023-11-21 17:40:00,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
a12f084d39394d0ab7ce1ae2030e80f5,2023-11-21 16:36:03,fc268f26-888b-4f1e-9f2b-e5af4adbc55d,SM-A015V,com.pinwheel.messenger@5.36.1+111,Android 11,Verizon ,Disconnected,sms
4a66aea974634be189d0ca9008e2f303,2023-11-12 20:18:50,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
7dd4afc7f06e462c808706e4732caa50,2023-11-04 04:09:15,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
08c69bdaf0a3496b8a95f3bd9a7d7765,2023-11-20 23:46:02,457b72b9-15ed-410e-87b9-f134dc443922,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
075930b7b4a645c6857c0473c2712fa8,2023-11-20 04:26:04,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,sms
e92ce240c9ce47f6b3d09b64e56c64d6,2023-11-17 05:09:46,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
188905c699144dbba356c990c28531f5,2023-11-17 02:58:05,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
1014cc74c02d43e9b6db4be9692a5ba3,2023-11-17 09:26:36,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
eab901fa09ae4451a424f19cad1880bd,2023-11-17 09:16:14,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
5f62451bb9d944c3a480eabe4dee3094,2023-11-17 09:04:59,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
7c21680aa32c4127bccd43ccbcdf7f78,2023-11-17 08:53:52,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
e62723d20055490181a6a93bfa503164,2023-11-17 05:40:19,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
8e9f0039cace42b5b8617521165b44c2,2023-11-17 04:50:44,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
029da73f1f3a4cf090a3ba7c23878d29,2023-11-17 04:16:46,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
8d7a9686d2d541dd8e9435fe3b903318,2023-11-17 04:03:00,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
1beff9a73ffb45d59669553c574a5e22,2023-11-17 03:43:43,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
413fec507f0848c79d363ea316d1d5be,2023-11-17 03:03:10,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
cea8c71f67a04cc38f5496ffa4c8c7d3,2023-11-17 03:01:30,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
1e8d5b91577b4bddaa3a871e1b48f882,2023-11-26 22:47:36,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
4f930ecf77cf4138832513acb0f70723,2023-11-26 15:34:53,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,mms
eb22020828de474d88f322531176c75d,2023-11-26 19:10:19,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
ab6aec00ffb4440c8501482cf09d7235,2023-11-26 15:52:24,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
a4d7208d2a9a4118b6ab2a36d7293594,2023-11-26 15:43:45,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
dd7599ebbecc4ee3aa5fb36fbd926c36,2023-11-26 03:58:26,d1812c0f-e981-4b59-9a62-1a7b8959e17e,Armor X10 Pro,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Disconnected,sms
d433ea6816d54275815ef0709e64c30c,2023-10-13 22:26:11,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Disconnected,sms
608a639ab63f4108a2cfaf9f1abc6dcd,2023-11-03 14:18:55,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
5c06a49fbdbe45cd8ca14325e319c610,2023-09-04 01:51:52,9009a621-6544-4c78-827b-2047f4409d2b,SM-A015A,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile - US,Disconnected,mms
98ec77d8be4641b8b09b3335c467448a,2023-10-17 21:48:25,805fbb50-c9a0-47d5-88d3-0ad0ad2682c3,G50,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile,Disconnected,sms
5ddebeb48c084a11894203c9e71fd9bc,2023-11-07 03:04:19,6e5ca8e2-5fb1-449d-acc4-bb26c54e68e0,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
7185cde8b6d04c39b13afade0fe17f10,2023-11-15 20:49:07,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
d47d68c3833347cf9ed4941d32583210,2023-11-15 20:48:27,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
49177d21ff7445e28e143f32edbccd7b,2023-11-15 16:15:22,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
81d63e2d93a747ef9b3c974c3bd2b98f,2023-09-27 02:25:49,c131a0db-b4ac-465e-8db9-3bfd4a89228a,SM-A015V,com.pinwheel.messenger@5.25.0+91,Android 11,,Connected,mms
a1664920fa3144bf8a9f4ef05eadaf92,2023-11-16 16:42:01,43d4fff9-9817-42d4-84c2-f3db53869c6b,G50,com.pinwheel.messenger@5.21.2+86,Android 10,,Disconnected,sms
875792fb412c4088aec1dcd1ed5fe26a,2023-09-14 19:08:33,168bed72-274c-42a5-b477-f6e595738d38,G50,com.pinwheel.messenger@5.43.3+126,Android 10,T-Mobile,Disconnected,mms
98df66c434f248ae98a9153cda5ad424,2023-11-18 21:44:16,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
aa631fd9cf394eb7affef279481a9c2b,2023-11-18 21:29:46,74d414b5-4c3c-4245-93ec-109816870b5d,G91S,com.pinwheel.messenger@5.39.0+116,Android 11,T-Mobile,Connected,mms
d96f75cfc1524b6aa760fd39e45643f3,2023-11-06 05:27:35,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
e3df607ba84c474c8f3c7cd372a382a2,2023-10-12 12:16:45,31716318-d0d8-4390-a325-2c7d16daca3d,G50,com.pinwheel.messenger@5.38.2+115,Android 10,T-Mobile,Disconnected,sms
a284701cc62840ce82140496ce6eaf6d,2023-10-12 01:16:17,31716318-d0d8-4390-a325-2c7d16daca3d,G50,com.pinwheel.messenger@5.38.2+115,Android 10,T-Mobile,Disconnected,sms
5643da51568d42e0902651a972b2035a,2023-10-12 00:50:22,31716318-d0d8-4390-a325-2c7d16daca3d,G50,com.pinwheel.messenger@5.38.2+115,Android 10,T-Mobile,Disconnected,sms
79ec3571392848128275c0a6c3db14d4,2023-09-02 17:01:32,e0778165-6e60-40a8-974e-f7cb4ca80502,SM-A015M,com.pinwheel.messenger@5.43.3+126,Android 11,T-Mobile,Disconnected,mms
4755b449513545b3a6cd3c465e24f26f,2023-09-30 23:49:28,65e5bbe9-1474-41df-bf03-91741225d7c5,SM-A015M,com.pinwheel.messenger@5.16.0+77,Android 12,,Connected,mms
002be27318fa469695aa56fc146e5ccf,2023-10-01 23:14:09,e63a2a2e-33d3-435f-bfc5-3e3e2a869e8c,SM-A136U1,com.pinwheel.messenger@5.43.2+125,Android 13,Verizon ,Connected,sms
657d284b7b804ec989a8e3dfe3fc159c,2023-11-05 23:30:45,16c0da93-39c8-4048-a077-666d55363aeb,SM-A136U1,com.pinwheel.messenger@5.39.0+116,Android 13,AT&T,Disconnected,mms
