form_id,id,form_parent_field_id,ref,title,type,property_description,property_button_text,property_shape,property_structure,property_separator,property_currency,property_default_country_code,property_allow_multiple_selection,property_randomize,property_allow_other_choice,property_vertical_alignment,property_supersized,property_show_labels,property_alphabetical_order,property_hide_marks,property_start_at_one,property_show_button,property_price_type,property_price_value,property_label_left,property_label_right,property_label_center,layout_type,layout_placement,layout_attachment_type,layout_attachment_href,layout_attachment_scale,layout_attachment_property_brightness,layout_attachment_property_description,layout_attachment_property_focal_point_x,layout_attachment_property_focal_point_y,validation_required,validation_max_length,validation_min_value,validation_max_value,validation_min_selection,validation_max_selection,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
j7mMhWyf,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:32.111000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,KtcD2cWJkulL,,456cd1f8-58aa-47fa-a282-5eaf8fa996ba,Please read the conversation snippet on the left. *Is/was someone in this conversation in real danger?*,multiple_choice,"
Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/bELPcCFEzjTJ,,,8,,,False,,,,,,2023-05-09 15:55:54.915000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
j7mMhWyf,8Mq4OWRtKLAD,,f7d22856-b707-4d6a-b309-84ec5de6cffe,What age(s) are your children that are using Pinwheel?,multiple_choice,_(Optional)_,,,,,,,True,False,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:32.106000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
Q12HmWXK,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:48.124000+00:00,2021-10-14 17:23:06.269000+00:00,9999-12-31 23:59:59.999000+00:00,True
fgdJcRKf,9pmcNJjrWrRG,,26819842-40e0-4263-a706-ef3c764b64c5,"Pinwheel’s instructions clearly explained how to manage my kid’s contacts, apps, and schedules in the Caregiver Portal.",opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:32.246000+00:00,2023-03-08 16:33:42.649000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,mj7sCAGqaQ4B,,23dbc3a6-ae77-49d0-a94a-860e3328970e,Where did you first hear about Pinwheel?,multiple_choice,,,,,,,,False,False,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.473000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
CQhkbPLU,ElZ0caB0TWzT,,0c8841decdcce8b4,And your email address? ,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:41.289000+00:00,2021-03-15 18:26:25.792000+00:00,9999-12-31 23:59:59.999000+00:00,True
bnMZx3gX,JKhPPuW7x0Bu,,5827a9ab-c5af-4cea-9533-0932cf9820e1,"Rate your level of agreement with this statement: 

*""The product offsite will have a lasting impact on Pinwheel."" *",opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:37.532000+00:00,2022-03-17 02:41:10.735000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,A9YvwfjVWi0W,,c82851ac-d72f-45d8-9e83-c119059eabfc,"Your order details are below. To make changes, click Back.

Click Check Out to enter your payment information. You will have a chance to review your order before submitting payment.",THANKYOU_SCREEN,"Pinwheel Plus 2
Dual Layer Lavender Case",Check Out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.789000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
qqmMBabq,gw823LxUutMm,,a73f7f92-eef5-4113-8831-f39aaf1ed3a2,What's your Mechanical Turk ID?,short_text,You can find it by going to  https://workersandbox.mturk.com/. It'll be at the top left with the tag _*Worker ID*_.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:42.994000+00:00,2023-01-05 17:17:55.620000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,H9m51GApJf2L,,248323b1-8b9c-41e2-9539-11f37287f078,Please read the conversation snippet on the left and label the *maximum display of violence* *in ANY message *of the conversation,multiple_choice,"
Violence in this MVP scoping includes both potential harm to others and harm to oneself. 

Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/CcBj2mKdrvUw,,,last_tet,,,False,,,,,,2023-05-09 15:55:58.711000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,wQq5tBWSAq0b,ChlqUxipVy6t,ce9cbeed-4832-4509-ba3b-e29ff6b5bf12,What are the attributes you feel we must have in a piece of content directed at parents to make it work in 2020?  ,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.281000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
UVdQsqBZ,B5UYYvCoZwTT,,5beb18ca-7b8d-45b6-b488-9046b8849f40,"Have you experienced any crashes, bugs or any other issues with our Caregiver app?",yes_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:39.663000+00:00,2021-04-08 15:01:30.909000+00:00,9999-12-31 23:59:59.999000+00:00,True
DxKhv6bR,a5hxH5lful3N,rarZaDdpbBmZ,36d9220a-389c-4812-83ef-417936f941e1,"Please tell the PRODUCT TEAM what you see as its greatest strengths, superpowers, achievements, and areas to improve",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:10.395000+00:00,2020-07-30 22:31:49.535000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,71ofGMcHmSdE,,e22b16ca-60eb-401e-b508-da1044957cd6,Did you find the weekly meetings useful?,long_text,"Would you have preferred another method for tracking progress? If so, what would you recommend instead?

Please be as detailed as possible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.799000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,JfE0x2oGsPOJ,,384b27476ca4d24a,"First, *which case* do you want to order?",picture_choice,You'll be able to add more later.,,,,,,,False,False,False,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.686000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,LwVL4FljANUj,b5bBpNNm5DKA,65974b1f-ab31-4009-923f-5a27982bef1d,How do you rate yourself in Posting to Pinterest?,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:30.546000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,wEFufIiumpoX,aqnY1xmSwia3,7adf485c-43a9-4d4f-a49d-2a264f04cf43,Please give an overall rating to our PINWHEEL TEAM,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.337000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
UKxdVnQv,55faatkGjMPo,,01G7CAVWFVY6PT5NKPDDNVY4ZM,What carrier do you need your Pre-Owned Pinwheel Plus to work on?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:59.798000+00:00,2022-07-12 19:11:56.721000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,Nvy6C61iv97s,,0df58fbc-d7c8-4b36-abfa-5ed5db8ca570,Phone number?,phone_number,,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.473000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
CBJ5YM86,JT0XNrir5L6z,,20d7a189-9173-4b45-bcb6-c4960c97355d,*Thank you!*,THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,split,left,image,https://images.typeform.com/images/HrTHmXM9589D,,0.0,Clyde Typeform Cover (1600x1600),,,,,,,,,2023-05-09 15:55:41.465000+00:00,2023-01-06 17:09:18.282000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,sn6LIod3uMeP,eDuByHxWBM6s,5d701883-7d90-43b1-8e40-0aba2dee3039,What is the name of your employer? ,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.008000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:11.339000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,KkQYnhazziLu,,7c0a9238-28f3-4591-993b-c94a1c92c724,Please read the conversation snippet on the left.* Is/was someone in this conversation in real danger?*,multiple_choice,"
Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/9ehAaNJURNat,,,3,,,False,,,,,,2023-05-09 15:55:54.910000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
hirHnWqp,nHTeLryrEN4I,,01FZNYR35PC6RRJEKBZMGSYDFE,How was the OKR planning _process_ this quarter?,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:36.895000+00:00,2022-04-02 20:29:26.230000+00:00,9999-12-31 23:59:59.999000+00:00,True
XsezE0qD,BEDJucQeIlXU,,bb7b7b79-6ea3-46e0-b1c7-209ee10302be,Bedtime routine — what should that be?,ranking,"This routine will display at (nighttime mode time) and stay visible until it is completed, or until the phone changes to another mode, whichever comes first.And yes — you can add to, edit, or change this later. ",,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:18.380000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,tjAKEqSVzFRr,FTJTOjH5T4Lj,eac17ef0-bc18-4767-bf1e-d852a965cf97,"Please tell BÁLINT what you see as the greatest strengths, superpowers, achievements, and areas to improve",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.325000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
fhmGtCBS,CHY5HWwzv6zf,,6f5d502d-0a3c-43fc-b9ef-946c27ac97c4,What is your reason for your return?,long_text,Please be as descriptive as possible!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:36.178000+00:00,2021-05-11 04:21:16.159000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,h9lABZ1dkzl2,,ea979270d79ac3b4,What I like best about working at Pinwheel is...,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.332000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
mpHWnxIf,i1x337ebdlZS,,a09ef858-71bd-4117-a8fd-005277ada6b9,How does your child feel about Pinwheel?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:02.633000+00:00,2022-07-01 18:47:51.536000+00:00,9999-12-31 23:59:59.999000+00:00,True
u0TPD34T,uyw5cuLzkExM,,1c929882-ec5a-427e-94bd-cb085a2a243d,Please rank the following by how often they are present when parent guardians discuss their concerns regarding smartphone use by their children. This question is required.,ranking,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.919000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
sxgX6rXP,bHpJM3A3LriP,,f1f786a3-7ed5-42bd-a928-e8319d9ece38,"Thank you! We're eager to get feedback from your kiddo. 😊

To schedule our chat, please *select a time **[here](https://calendly.com/noah-pinwheel/kid-research)*.",THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:29.398000+00:00,2023-04-27 22:28:19.957000+00:00,9999-12-31 23:59:59.999000+00:00,True
itxnQ5Vk,eAh62mgfpx19,,9bf9932b-c883-4a58-b5cd-0d2586354764,Create a list of things you think your department should do in Q3,long_text,No structure required. Can be a mix of OKRs and initiatives. Cross-functional ideas welcome! As many ideas as possible!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:12.154000+00:00,2022-06-24 18:55:57+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:40.981000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.791000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
qVTFVRU8,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:07.252000+00:00,2022-06-25 19:03:31.223000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,wzsC4QRzLkm4,,b11773b6-3c65-4ed5-b63a-6ac8c2527a31,Hi team! This survey is a simulation of the *NLP labeling process* where our text messages are *scanned for instances of violence* for the ultimate purpose of *proactively notifying caregivers* of concerning and/or dangerous circumstances for their children.,WELCOME_SCREEN,"Your input is invaluable as we aim to reach consensus on what situations are concerning and what are not.

This exercise is intentionally not overly prescriptive so please follow your instincts and complete without any consultation with other leadership team members :-)",Start,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:58.712000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,OrKCaKxXWWok,,2e23b96a-944b-4219-9cf1-6f9d7fd3c2fd,What's your name? (To facilitate debrief discussion),short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:58.703000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
fvZ2fdz9,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:52.827000+00:00,2021-06-04 22:32:02.167000+00:00,9999-12-31 23:59:59.999000+00:00,True
pmP1rTmc,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:48.699000+00:00,2021-09-14 03:05:35.056000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,tekPaghEXsQe,,193900e2-4607-4e29-8fd8-45bc213868c5,Please describe your concerns working with this data,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.981000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,VPuNsp2T0dqf,b5bBpNNm5DKA,01E0D1EZECZWPQ3Q0JVSQ0B1HT,How do you rate yourself in Sales,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.544000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
j7mMhWyf,uNo9mc7EpZ3w,,fa5f1e30-e045-4535-811f-0fb6d9f7c330,I find Pinwheel to be reliable,opinion_scale,_(Optional)_,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:32.104000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,DiZnX0pR0YAo,,01E0D1EZEC984M2BRNFRATY7XH,What is your full name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.543000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,h3I1pvzSib14,,db2f7a2d-27fe-479d-b301-ce8e67eb02ed,Please rate YOUR HAPPINESS working here. ,rating,,,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.322000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,eDuByHxWBM6s,,ab85ad46-1e54-4266-a1f8-e6daf5cf1ce5,Please enter the contact information for your employer. ,group,,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:14.008000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
ZOpKMHvg,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:37.215000+00:00,2022-03-19 23:42:21.860000+00:00,9999-12-31 23:59:59.999000+00:00,True
YzlOKAhR,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:53.568000+00:00,2021-09-14 16:52:12.761000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,kIhnbMvtbk7J,,57c00fbbdab9f280,Got it. To what *email address* should we send your invoice & order confirmation?,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.687000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,1yDgU7LtAWGo,pTMW1J1Aqdor,0abb6f6d-1baf-41aa-a724-0d8562330795,MLOps,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.971000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
WtnwWfU9,tClXsEkbLMyD,,01FE4GR32ZGXPCHPKXNM6GZNW1,Is the Pinwheel Newsletter insightful? ,multiple_choice,Let us know how you feel about our[ Pinwheel Resources.](https://blog.pinwheel.com/?_gl=1*bhdn5n*_gcl_aw*R0NMLjE2MzU0MDcwMjQuQ2owS0NRandsT21MQmhDSEFSSXNBR2lKZzduX29CXzJQcGpISmIzeXZSOERha1d1c2lWbjdQY2puSTAzTGFmc19PSFh0dHN2WEl4VWtRUWFBbXd2RUFMd193Y0I.&_ga=2.22840827.1744702001.1636380092-1209574855.1627413888&_gac=1.229103086.1635407031.Cj0KCQjwlOmLBhCHARIsAGiJg7n_oB_2PpjHJb3yvR8DakWusiVn7PcjnI03Lafs_OHXttsvXIxUkQQaAmwvEALw_wcB) ,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.019000+00:00,2022-03-08 19:16:55.484000+00:00,9999-12-31 23:59:59.999000+00:00,True
fgdJcRKf,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:32.247000+00:00,2023-03-08 16:33:42.649000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,bpq2LwjbkycH,,72093a6f-74dc-495c-a304-a7acd2bfefed,Please indicate your familiarity with the following tools/technologies:,matrix,"1 => I have no experience with this
5 => I'm an expert

We asked you the same question at the start of the practicum and the purpose here is to try and track how much progress you've made on these topics as a result of the practicum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:23.714000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
gGIzPCle,vPvYH0n92zug,,4593393e3fa9f0aa,What would you *most want* in a future webinar?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:42.770000+00:00,2021-11-25 14:46:12.386000+00:00,9999-12-31 23:59:59.999000+00:00,True
HEqdm2Kx,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:42.662000+00:00,2023-01-04 17:39:12.018000+00:00,9999-12-31 23:59:59.999000+00:00,True
ISqXIIGr,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:00.711000+00:00,2022-07-06 20:28:43.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
UKxdVnQv,RTyxiK9RC2B9,,9e309c4a-c299-418c-875c-842d541f7491,*You're in the clear! *,statement,"*You're on T-Mobile (or an MVNO), which we've tested and double checked works on the phone you're getting.*

The backstory – we ran into a supply chain block and ordered these units from a different supplier than usual. After doing our own testing, we found out that they aren't ""whitelisted"" with AT&T or Verizon like they were supposed to be, in the same way that the phones we normally buy are. 

They work with T-Mobile though, so *as long as you're planning to use T-Mobile (or an MVNO, like Mint), you're fine, and don't need to do anything. *Your phone will be shipping out by July 15th!",Got it!,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:59.800000+00:00,2022-07-12 19:11:56.721000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,rbuvorZFP8Zw,7kl1wQCrke5V,d5f30323-96c4-4eb5-b015-0f791df92a81,"If I gave you a million dollars to build your best idea, what would that be? What would you do first, second and third? ",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.280000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
YzlOKAhR,83xwGaQj6NEk,,2d8365d7-026d-472b-8084-c96c731e2e41,Parental Advisory Information?,WELCOME_SCREEN,"When an app has aspects that may not be suitable for all children, we want you provide you helpful info  — and we'd like to know what YOU consider helpful. 

Please look at the following 3 options, and let us know what you think!",Start,,,,,,,,,,,,,,,True,,,,,,split,left,image,https://images.typeform.com/images/P5E6jY52EmFF,,0.0,App-Advisories-welcome,-0.787434,0.729043,,,,,,,2023-05-09 15:56:53.568000+00:00,2021-09-14 16:52:12.761000+00:00,9999-12-31 23:59:59.999000+00:00,True
j7mMhWyf,gjRRRE319kpi,,b9e2f687-11d3-4072-a8cf-aa733a3575ea,Do you have any other feedback you'd like to share?,long_text,_Other improvements we should make?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:32.105000+00:00,2023-03-14 22:16:44.319000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,XYrt5Q7aenvX,,b62a31d1-92bf-48f1-8239-99f6ea786150,The next prompts evaluate the topic of our STRATEGY,group,Yep. Full-on CEO hat please. What do you think of our current strategic trajectory?,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:14.324000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
F8jt6tYB,6whwXvZ6ecgM,DDZrmQ37vuJJ,f170fdf4-776b-4dd5-99f9-aed2795aed6a,Facebook Profile,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:59.396000+00:00,2021-09-29 16:48:40.646000+00:00,9999-12-31 23:59:59.999000+00:00,True
iiCu08iz,ovUUWLAytdyV,,9d3939ec-e1a1-4cd3-83a9-5a58e48a4506,Interested in talking with a member of our product team?,email,Enter your email and we'll find a time to chat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:59.866000+00:00,2021-09-03 11:35:09.640000+00:00,9999-12-31 23:59:59.999000+00:00,True
TXOxFsVH,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:33.108000+00:00,2023-02-03 12:12:17.772000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,yFlx2ro1A0eG,,d8d04706-f1ba-4719-a77e-b92041e72aba,What is your first (given) name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.960000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
I4ZQHmc7,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:40.281000+00:00,2023-01-11 04:59:05.211000+00:00,9999-12-31 23:59:59.999000+00:00,True
rkm5uITk,3DcdA8A7C8p9,,1337c4be-641e-4d26-bf9b-088bd4d11e16,Let's go over the shipping details,group,,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:45.657000+00:00,2021-10-22 14:50:41.005000+00:00,9999-12-31 23:59:59.999000+00:00,True
vgBnsZ5t,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:40.257000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
