_fivetran_id,form_id,logic_action_fivetran_id,type,op,value,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
wfC60mtOdjKUGW0gZGZ0jbCWstE=,wzxbYq72,Z0FlNPQe5bzbVx5kR9rJcbI8kKE=,field,,05b957b2-0114-4889-bfd4-9b92baab5ad9,2023-05-09 15:56:45.095000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
beInZLGH6jytC3OqfX9rXZC14yE=,wzxbYq72,Kh3+Peo7XAD/kRqGAdFInEbPohQ=,field,,3bdb7396-51c3-4598-9588-88104c5b1b9f,2023-05-09 15:56:45.097000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
7TBXrFkXBYGbMxGX4iYWGNAVQi8=,qd1BXBHF,LhcmWM8vEA5fZO5hTm7ODOMwEB8=,field,,32f48adf-bd0d-43aa-aa1e-060aa99ee5dd,2023-05-09 15:55:43.382000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
QumF2FSI9sqb+woBLvfQy57R/o4=,kpF10uRx,7cgxMnhVgHHmAne7fvplHuzSaLo=,constant,,true,2023-05-09 15:55:40.985000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
EP1XGSypWUMvaWruQ6czel9zgew=,LzAPLKMT,WyIWeNhBkWaBRIx/ixe35A/7qNU=,,is,,2023-05-09 15:56:38.339000+00:00,2022-03-08 01:20:51.009000+00:00,9999-12-31 23:59:59.999000+00:00,True
tXSlA77DPTm+R1Y6XSwShTdYskg=,Wez0q1nI,G0/+J6sfV7INwReSAfXFt18IMsA=,field,,18b797cd-fef7-4889-8fea-872f223535bd,2023-05-09 15:58:12.286000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
znjTNKpFuvlt2emEI4drzrF/VW0=,v5fs4MLL,6VLUdOgIGt7SfB8Aryj74FFpEVk=,choice,,c4d37ffd-9450-4a09-ada0-756921e8e01a,2023-05-09 15:55:43.797000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
Znq7fxR+puVYZlyWA6JGy98tP4U=,v5fs4MLL,PXoYpRsYMvp4yBvekEvClO7exBY=,choice,,56c09b86-0774-48a4-9423-68e0855c07b6,2023-05-09 15:55:43.810000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
MY2wsUhc3stIANLuINGQuzKHcNM=,CBJ5YM86,dV5xHxJh3eD5bf2PM1g+muJL4LM=,field,,01GNZ3ZQK02GBWJ3VBB7ANKBX5,2023-05-09 15:55:41.467000+00:00,2023-01-06 17:09:18.282000+00:00,9999-12-31 23:59:59.999000+00:00,True
zvZpbT1L2bUq/JKBte7AzANI01U=,IVjxs9Xn,au17ZaUZOqiAt2ISKEJCRVXXf/Y=,choice,,0ae9accd-eaaa-4448-bea5-5c149d7ce300,2023-06-02 02:30:19.954000+00:00,2023-06-01 21:37:50.029000+00:00,9999-12-31 23:59:59.999000+00:00,True
jesx1sJqpG2PR4EGFiKksErhEb8=,QCwykDBd,7UIVEc2P922fTd1AIS7L6MJ9J0g=,choice,,bf97f4a9-3b03-4d4f-9624-bd535ad58e7c,2023-06-20 20:30:21.764000+00:00,2023-06-20 17:00:22.740000+00:00,2023-07-05 14:50:10.967000+00:00,False
hWMAB6+JIaRGy6637Apk8gKiZXA=,QCwykDBd,lExWratz8td5kUv7KxUGbJGDVq8=,choice,,1c81360b-6b86-4743-b29a-4f7bf5466f17,2023-06-20 20:30:21.750000+00:00,2023-06-20 17:00:22.740000+00:00,2023-07-05 14:50:10.967000+00:00,False
sifC6WHwncbYEigXKl99G6wK9ZM=,QCwykDBd,jas/iJGsGrwWK93dkWFVZn4VoJQ=,field,,f00d24ff-f5d5-43c2-b96a-5d5709442945,2023-06-20 20:30:21.758000+00:00,2023-06-20 17:00:22.740000+00:00,2023-07-05 14:50:10.967000+00:00,False
49lvJiZKKQj4DmZJJ5TwXwAaczA=,LzxHvwVm,jc9vzvGDtY5dp/yyjmflmyGnrj0=,field,,1b67aa41-102f-423e-b2d5-bd689e4bcd34,2023-11-22 20:29:31.168000+00:00,2023-11-22 18:54:28.149000+00:00,9999-12-31 23:59:59.999000+00:00,True
I2gzDBwfN/ywGeRUgWIUyWpnD8k=,CBJ5YM86,P6KW1y1apnLf7O/VOysQuz7qRqI=,choice,,eb121c94-03d1-4512-b235-6d1d37a588a7,2023-12-01 14:55:41.125000+00:00,2023-11-30 19:03:28.366000+00:00,9999-12-31 23:59:59.999000+00:00,True
mA04PSUTCWrnX2Ma0m0Pkx1tNi8=,fVpJAWb6,frhm6SAU7ptOavx3mKkxYXKWrKY=,field,,01F6Q3NT10FPM0ACSKH0F7ZV6D,2023-05-09 15:55:47.253000+00:00,2022-11-15 16:44:11.724000+00:00,9999-12-31 23:59:59.999000+00:00,True
Jznl5ECuIManjhJU9bydrqmIJg0=,v5fs4MLL,cg45e6cmdzlGlXX9C9qa91+JsvE=,field,,eb605cf2-751e-4456-92f2-b9bc8cc67076,2023-05-09 15:55:43.800000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
hEW6qpVQaVwTX8moa432OtDe/Jo=,PibwM1Mb,eS8o0d/KtJWG13Alh1ZuCb6ndUg=,choice,,2ecc2699-029f-465f-93bd-97531bea1837,2023-05-09 15:57:35.812000+00:00,2021-05-20 02:50:50.154000+00:00,9999-12-31 23:59:59.999000+00:00,True
81Qq3o89Pu7oR70P94Bhtjm/VdQ=,v5fs4MLL,R/BdSPbVnKf7wRqKFnHBCH4Furs=,choice,,16a3939a-8742-4b9a-a93c-b3e7f4803641,2023-05-09 15:55:43.799000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
8oYXNhxaRfG6/UwDEjn48dnfWIM=,v5fs4MLL,0RusE7FtvaXx8OVtCSsBI34rZZ8=,choice,,4db542f6-560e-471f-a3a5-1d8da0df0da0,2023-05-09 15:55:43.800000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
68Yw2xBBeWA98cvAzOqbGyG0TGA=,v5fs4MLL,8rzA9NkCfG482qqF6n/PBZrC4CM=,choice,,5a5342e0-45d4-4d54-bd58-ba43545e1904,2023-05-09 15:55:43.813000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
OinfzerBzQ/SJYqVLoYEX87kZOI=,Xq3iQG7A,8qPBg6CaXcrllXcQhwvTLwHWaUE=,choice,,6ea4030b-e558-4c23-b0a1-4ffa5ddf4bdc,2023-05-09 15:55:44.738000+00:00,2022-11-15 16:44:37.062000+00:00,9999-12-31 23:59:59.999000+00:00,True
SJT6FPsbiGythOQwdO6+FWruhdM=,v5fs4MLL,M9UqUsRCmadhLiVFCS7ZlDbU8Vo=,choice,,672a8439-0c92-4fe3-ba6a-d27e704e67f3,2023-05-09 15:55:43.793000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
I6gHsx3Phs0nk2JyxMXjkJrksR8=,XsezE0qD,+0+oxcCowwd5mOfZMx6ZZcSnO3k=,choice,,9437016a-9f8a-49f5-b106-0eff902eb6c6,2023-05-09 15:56:18.385000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
HnBhJoIMU6/kkm+ES05uKRvzvc0=,vgBnsZ5t,hqYYdKWC0N4/UFuHffOPAN9FC44=,field,,24b514e5-b227-4350-a8c6-456e48f8f2b3,2023-05-09 15:57:40.261000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
9V3ayb3yXYIfdJHDIQdqZsS5JmU=,Xq3iQG7A,84eftV723qyDFGla5gkeN47En4M=,choice,,8aca1343-8789-4171-b145-fbbf88848a40,2023-05-09 15:55:44.737000+00:00,2022-11-15 16:44:37.062000+00:00,9999-12-31 23:59:59.999000+00:00,True
xWXgAQh5c8y+ptv6YcciEV0ix/w=,Xq3iQG7A,5/0FtH3Uc5LStjTjTK9VQsDLU5c=,choice,,e285d2ab-2d44-4bda-a0bd-8832f2593103,2023-05-09 15:55:44.740000+00:00,2022-11-15 16:44:37.062000+00:00,9999-12-31 23:59:59.999000+00:00,True
IVytW6agRzz5GC8pvn+cbjhUgBA=,wzxbYq72,Q8iuadWPcTPUTD+ZI6+oBf+wJm0=,field,,6f04a1bb-b183-4627-a121-425587c01214,2023-05-09 15:56:45.099000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
EP1XGSypWUMvaWruQ6czel9zgew=,MKXagAlh,hwVBqidhd7MIxP+ZrxUlja7ixUI=,,is,,2023-05-09 15:57:28.731000+00:00,2021-07-22 14:55:18.641000+00:00,9999-12-31 23:59:59.999000+00:00,True
QumF2FSI9sqb+woBLvfQy57R/o4=,xs0tZs,N/sIOzvxQN0PE1CE+9zII3FBlBg=,constant,,true,2023-05-09 15:58:14.011000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
Jznl5ECuIManjhJU9bydrqmIJg0=,v5fs4MLL,0RusE7FtvaXx8OVtCSsBI34rZZ8=,field,,eb605cf2-751e-4456-92f2-b9bc8cc67076,2023-05-09 15:55:43.799000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
KMQHTSYLeEWAhtGyP6zfzhQfiE8=,v5fs4MLL,/CltfXaER0eeTQukaGngpGCAjnw=,choice,,e3900dd0-5935-439d-af94-366db20656dd,2023-05-09 15:55:43.814000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
4sGi7FGYjgF1hbW7HF2B3/vQYXs=,wzxbYq72,tYLZDciCDLMSVYO9WNB/Xl1zBdU=,field,,e313adb6-9fb4-40f7-b039-81f1847dadaa,2023-05-09 15:56:45.100000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
MY2wsUhc3stIANLuINGQuzKHcNM=,CBJ5YM86,anhaTyslZd7ROK4aqdtfIORI+Cc=,field,,01GNZ3ZQK02GBWJ3VBB7ANKBX5,2023-05-09 15:55:41.466000+00:00,2023-01-06 17:09:18.282000+00:00,9999-12-31 23:59:59.999000+00:00,True
ipGH1L055lOBcQEqk1z3XyuCP/A=,fvZ2fdz9,5O9b3m70khh5nDupsL08NZBzzr0=,field,,09614e39-0821-4ebf-93be-ef84cadc2585,2023-05-09 15:57:52.828000+00:00,2021-06-04 22:32:02.167000+00:00,9999-12-31 23:59:59.999000+00:00,True
lbKQ19XlG5vw6uPZc5ZwdngonNY=,v5fs4MLL,PXoYpRsYMvp4yBvekEvClO7exBY=,field,,6ef36c9b-a493-494e-8f8e-9a5a7b488187,2023-05-09 15:55:43.809000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
QumF2FSI9sqb+woBLvfQy57R/o4=,xs0tZs,Vy7fGQAt3L2Lct+TranIdglNklY=,constant,,true,2023-05-09 15:58:14.012000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
lbKQ19XlG5vw6uPZc5ZwdngonNY=,v5fs4MLL,gjQhRwm1EtkOKQTBwE+IM4tYzMk=,field,,6ef36c9b-a493-494e-8f8e-9a5a7b488187,2023-05-09 15:55:43.811000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
YlQPy9ByOYfrhFeX3YHG3inQfE8=,XsezE0qD,lhMBHc948L7xcRfMa5BGfsLkLDs=,choice,,973e0b96-9405-40c6-b6c8-543910b4afea,2023-05-09 15:56:18.388000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
BpWj2ZJdZif6zLWrljtCWNY/tnA=,sxgX6rXP,6nlGLikTzpTlPmfuSosTVwb2nMM=,choice,,01GY0TZV3WGVCFYJZN43FGD0EN,2023-05-09 15:55:29.404000+00:00,2023-04-27 22:28:19.957000+00:00,9999-12-31 23:59:59.999000+00:00,True
7KhlNTTo0rEXrVjhaLv+K24b8UA=,v5fs4MLL,gjQhRwm1EtkOKQTBwE+IM4tYzMk=,choice,,f43a3ce0-1b1f-4a7e-9844-b4a816eaaebe,2023-05-09 15:55:43.811000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
qY6R+cvSl0Sibfx7hrBVeWkckx0=,mP8GzNoV,rgSzoeGMe9SauFf4mHPbLimsbNc=,choice,,8073869d-9ffa-48bf-8d2d-169e0947d5c1,2023-05-09 15:56:24.093000+00:00,2023-02-27 20:42:44.975000+00:00,9999-12-31 23:59:59.999000+00:00,True
D/FVva6WS5iknBXeDWp8iFBsnWo=,PibwM1Mb,eS8o0d/KtJWG13Alh1ZuCb6ndUg=,field,,ff79c04c-6a24-4bef-9471-afdf5ab9a702,2023-05-09 15:57:35.812000+00:00,2021-05-20 02:50:50.154000+00:00,9999-12-31 23:59:59.999000+00:00,True
u4vtVZCzYGyMs265e1bFq6OQqds=,kpF10uRx,jxkNV4XKpnPyY4Y46LKcKQo/4vU=,field,,72871dbc-18e1-46a8-a753-fc5d4d968371,2023-05-09 15:55:40.986000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
sHxf8awTMipJd+jAGikyR3poMls=,e7hRQtSH,jas/iJGsGrwWK93dkWFVZn4VoJQ=,choice,,eb70896b-2226-4357-a449-84e9f5c1358b,2023-05-09 15:55:47.572000+00:00,2023-03-02 21:15:53.713000+00:00,9999-12-31 23:59:59.999000+00:00,True
8N/KzMJ6tvrRVLLtucxxfK73fnI=,fvZ2fdz9,+7tLyQqCmOUAfJKg4E0Sjyq5ACo=,choice,,f563290a-d99c-4842-9484-0f308686c166,2023-05-09 15:57:52.827000+00:00,2021-06-04 22:32:02.167000+00:00,9999-12-31 23:59:59.999000+00:00,True
NX7eVUT4/UOk6HrugEqmoG1cnsE=,Xq3iQG7A,84eftV723qyDFGla5gkeN47En4M=,field,,9e6167b3-04a5-4e50-828e-1532ea3446cf,2023-05-09 15:55:44.737000+00:00,2022-11-15 16:44:37.062000+00:00,9999-12-31 23:59:59.999000+00:00,True
+NJdMARItGSLUHOmIRR3vynFEko=,UKxdVnQv,4gRvMtiZOLFZnvaWhLslxf0Tbgk=,field,,01G7CAVWFVY6PT5NKPDDNVY4ZM,2023-05-09 15:55:59.804000+00:00,2022-07-12 19:11:56.721000+00:00,9999-12-31 23:59:59.999000+00:00,True
AyUrlgUsUsQy773YTvUbFPl/TSw=,v5fs4MLL,5ItHefQxgQalUl6rIoKiRYtGoxE=,field,,73498bf7-37a2-4155-845e-d15c0538298a,2023-05-09 15:55:43.792000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
dKy9hINHoZb9y3UavSd8FA6ofrY=,Xq3iQG7A,W71yPG3j2YC/3ZI6Mc6VNhVs7+E=,choice,,f366dde0-a7b0-45e6-a1a2-58e67431056f,2023-05-09 15:55:44.739000+00:00,2022-11-15 16:44:37.062000+00:00,9999-12-31 23:59:59.999000+00:00,True
BSpSuZDdAVW0lkZbY3LdwpNJwfk=,wzxbYq72,Z0FlNPQe5bzbVx5kR9rJcbI8kKE=,constant,,false,2023-05-09 15:56:45.095000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
wtqkrdXlwHqCBM7dulNuacFEqdg=,v5fs4MLL,K7MAPDmwer730vvfonK2SKrMPCI=,choice,,12290f15-9f8e-4e3c-8db5-4c3bdf9c9dc3,2023-05-09 15:55:43.794000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
DHt7WNeqauWHxDZogfeeluunOis=,XlCI6VzX,UVChLFbmg+OYWrVc0O+v0eSVk00=,constant,,RETURN,2023-05-09 15:57:55.326000+00:00,2021-05-02 18:07:44.377000+00:00,9999-12-31 23:59:59.999000+00:00,True
BSpSuZDdAVW0lkZbY3LdwpNJwfk=,rqXardP6,uybWzuOraEsG4TnZMqeFQksGQqw=,constant,,false,2023-05-09 15:56:44.539000+00:00,2021-10-22 15:22:47.443000+00:00,9999-12-31 23:59:59.999000+00:00,True
QumF2FSI9sqb+woBLvfQy57R/o4=,CboEYzb7,1agBbJpjzLOl0SDNy6MNy8Iq5cE=,constant,,true,2023-05-09 15:56:37.938000+00:00,2022-03-09 13:49:27.109000+00:00,9999-12-31 23:59:59.999000+00:00,True
bE2nQUB+xVLs8ZksaKozNkMk5sA=,v5fs4MLL,8IbviDGQUdtU4/RSZuvci+2m5dI=,field,,d08bae21-8441-4544-add0-e3fe4f127523,2023-05-09 15:55:43.802000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
QLrvhOSRVtlFgRFK1LZZ/Qs813o=,CboEYzb7,1agBbJpjzLOl0SDNy6MNy8Iq5cE=,field,,a10e7a4c-97e9-4717-9b49-7939bf583c43,2023-05-09 15:56:37.937000+00:00,2022-03-09 13:49:27.109000+00:00,9999-12-31 23:59:59.999000+00:00,True
