caregiver_id,device_type,user_session_id,session_date,cgp_route,starting_page
08ea2619-f54b-45ac-a369-9889cc425bb1,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext",dashboard
09035125-997c-4178-8490-915e616e6e55,mobile_app,2,2023-11-24,"contactsApproved, phone-history, phone-historytextapproved, phone-historytext1760985, phone-historytextapproved, phone-historytext1793351, phone-historytextapproved, phone-historytext1667878, phone-historytextapproved",contactsApproved
094ac10d-0dec-482f-b508-69f677ae22bc,desktop,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, routines, calendar, routines, apps, appsallall, appsinstalled, appsinstalledab3c13d8-f19a-400c-bec1-f9c7e2cd37ab, appsallall, appsinstalled, appsinstalled877649df-28ae-4286-8a8c-c1d6a07",dashboard
09676ebc-ec7c-4379-b0fc-5291e58f6dce,desktop,1,2023-11-24,"appsall274c8954-6a82-4e05-9343-3b2a228ea180, appsinstalled, appsallall, appsall274c8954-6a82-4e05-9343-3b2a228ea180, appsall274c8954-6a82-4e05-9343-3b2a228ea180000e4906-5354-460e-9142-39703386ba25, appsall274c8954-6a82-4e05-9343-3b2a228ea180, appsall274c89",appsall274c8954-6a82-4e05-9343-3b2a228ea180
096ad01a-9430-44c6-a7cc-efd2c1522fc0,mobile_app,4,2023-11-24,"dashboard, phone-history, phone-historytextapproved",dashboard
09ab4b81-3e2e-4323-8de2-358738320251,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, contacts, contactsApproved, contactsApprovedca533ac6-e3f1-4640-92e5-7cb8af967bc9",dashboard
09c036cb-10bd-4fd1-9d55-9fb90d69e162,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1449910, phone-historytext1449910, phone-historytextapproved, phone-historytext1449910",dashboard
09fe47bb-3314-4ea6-a251-adea6ff09833,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1389231, phone-historytext, phone-historytextapproved, phone-historytext1661426, phone-historytextapproved, phone-historytext1389167, phone-historytextapproved, phone-historycall, dashbo",dashboard
09fe47bb-3314-4ea6-a251-adea6ff09833,mobile_app,6,2023-11-24,dashboard,dashboard
09fe47bb-3314-4ea6-a251-adea6ff09833,mobile_app,10,2023-11-24,"dashboard, phone-historytextapproved, phone-history, phone-historytext1389167, phone-historytext, phone-historytextapproved, phone-historytext1661426, dashboard, phone-history, phone-historytextapproved, phone-historycall, dashboard",dashboard
0a18ff10-b331-49a2-beb3-f37c5dcffb04,mobile_app,2,2023-11-24,"phone-history, dashboard, phone-historytextapproved, calendar, dashboard, contacts, contactsApproved, apps, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall",phone-history
0a28aa09-dd29-4cad-a2c2-f655883ec87a,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1907377, phone-historytext, phone-historytext, phone-historytext1915787, phone-historytext, phone-historytext, dashboard",dashboard
0a4177d8-5860-4029-afd7-0332c76006d0,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1625641, phone-historytext1625641, phone-historytextapproved",dashboard
0a420316-bf8c-44b8-b697-ff99bdc1e456,mobile_web,4,2023-11-24,"phone-historytextapproved, calendar, phone-history, phone-historytextapproved, phone-historytextapproved, calendar, phone-history, phone-historytextapproved",phone-historytextapproved
0a420316-bf8c-44b8-b697-ff99bdc1e456,mobile_app,2,2023-11-24,"phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, phone-historytextapproved, phone-historytextapproved",phone-historytextapproved
0a420316-bf8c-44b8-b697-ff99bdc1e456,mobile_app,6,2023-11-24,"phone-historytextapproved, phone-historytext1653476, phone-historytext, phone-historytextapproved",phone-historytextapproved
0a434021-023e-4861-9f78-83c8b61921a9,desktop,1,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1436492, calendar",dashboard
0a48b736-787b-4f60-a0c3-68ccfcaa2b1a,mobile_web,4,2023-11-24,"dashboard, phone-historytextapproved, phone-history, dashboard, calendar, dashboard, phone-historytextapproved, phone-history, phone-historytext1631928, phone-historytext, phone-historytextapproved, phone-historytext1642466, phone-historytextapproved, phon",dashboard
0a48b736-787b-4f60-a0c3-68ccfcaa2b1a,mobile_web,8,2023-11-24,"dashboard, phone-history, dashboard, phone-historytextapproved, phone-history, phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, phone-historytext1642466, phone-historytext, phone-historytextapproved, phone-historytextapproved",dashboard
0a48b736-787b-4f60-a0c3-68ccfcaa2b1a,mobile_web,12,2023-11-24,"dashboard, phone-historytextapproved, phone-history, phone-historytextreview, phone-historytext1925702, calendar, contacts, contactsApproved, contactsPending, contactsPending6fe190ce-579a-4921-9a05-7f7d621995b3, contactsPending, contactsPending6fe190ce-579",dashboard
0a907e94-6908-4cc4-8ae7-1e1e34d8d92f,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1889893, phone-historytext, phone-historytextapproved, phone-historytextreview, contacts, contactsApproved, contactsPending, contactsApproved",dashboard
0aad4275-4597-443d-b017-3e4d9c94c1b7,mobile_app,3,2023-11-24,"phone-history, dashboard, phone-historytextapproved, phone-historytext1915844, phone-history, phone-historytextapproved",phone-history
0b146778-d083-48bc-a816-15a6f8fc3991,mobile_app,2,2023-11-24,calendar,calendar
0b53212f-bc94-4e58-ad19-98c649706759,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, apps, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall55702886-16f0-4e11-b3ff-444b067553b1",dashboard
0b6904eb-b000-4dba-8971-2bdfe9a255d9,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallallf125603d-78fe-420a-a29c-86e6f5777576, appsallall",dashboard
0b756660-a22b-45d5-b97a-f2ed720485a7,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1917334, phone-historytext, phone-historytext, phone-historytext796134, phone-historytext, phone-historytext, phone-historytext1350745, phone-historytext, phone-historytext",dashboard
0b7d6016-d5bb-489a-8a56-2ade2d2a5be1,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1500004, phone-historytext, phone-historytextapproved, phone-historytext1904923, phone-historycall, phone-historytext, phone-historytextapproved",dashboard
0b7d6016-d5bb-489a-8a56-2ade2d2a5be1,mobile_app,6,2023-11-24,"phone-historycall, phone-historytext, phone-historytextapproved, phone-historytext1904923, dashboard",phone-historycall
0b928259-41aa-4d48-83cb-c2aa8c56683c,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1061786, dashboard, phone-history, phone-historytextapproved, phone-history, phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, dashboard, phone-history, pho",dashboard
0bbfbefa-05b9-4788-a3d1-33730cfd3641,mobile_app,2,2023-11-24,"dashboard, phone-historytextapproved, phone-history",dashboard
0bbfbefa-05b9-4788-a3d1-33730cfd3641,mobile_app,6,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, phone-historytextapproved, phone-history, dashboard, phone-history, phone-historytextapproved, dashboard, phone-historytextapproved, phone-history",dashboard
0bd22046-6bcf-48cf-bcd1-8525574762d4,mobile_web,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historycall",dashboard
0bdfec5b-35c8-4623-902a-7f5dd0635b93,mobile_app,1,2023-11-24,"dashboard, phone-historytextapproved, phone-history, contacts, contactsApproved, contactsPending, contactsPending209a4f1d-d776-4f92-a2e2-622f55275bf2, contactsPending, contactsPending702f805e-baf8-4db1-ab4a-8d9114e8d9f6, contactsPending",dashboard
0c22af29-c890-4eba-a31b-e9930c1c8a10,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1231641, phone-historytextapproved",dashboard
0c311635-82ee-48af-99fd-73e8645c34d2,mobile_app,2,2023-11-24,"phone-history, dashboard",phone-history
0c514c17-ea11-45ca-b704-59f47e9816b7,mobile_app,1,2023-11-24,"contactsApproved, apps, appsallall, appsall274c8954-6a82-4e05-9343-3b2a228ea180",contactsApproved
0cab0cbe-475e-46d9-b3ed-7571a68388cd,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, appsallalla39f7ce8-407b-4033-8493-59b092014d68, appsallall, appsallall21c9411e-5420-4883-b692-1dfa45fc662e, appsallall, appsallall21c9411e-5420-4883-b692-1dfa45fc662e, appsallall, appsa",dashboard
0cbb5db3-af67-4058-8d52-3b60a43efc4b,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytextreview, phone-historytext1856276, phone-historytextreview, phone-historytext1843185, phone-historytextreview, phone-historytext1794078, phone-historytextreview, phone-historytextapproved",dashboard
0cd8e038-4b7c-49e5-b32b-b9b6a21f6bfa,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1480003, dashboard, phone-history, phone-historytextapproved, phone-historytext1534392, phone-historytextapproved, phone-historytext1357855, phone-historytextapproved, phone-historytext1",dashboard
0cfd4dd3-d163-4f21-a0e7-3bf4220f3924,desktop,1,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1655391, phone-historytext413463",dashboard
0d14bd72-5c42-4d83-bac2-cb3662b8203c,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, phone-historytext1692869, calendar, phone-history, phone-historytextapproved, phone-historytext1852404, calendar, dashboard, phone-history, phone-hist",dashboard
0d33533e-7d3d-403b-88fd-7e316f4adf41,mobile_web,2,2023-11-24,"phone-historytextapproved, phone-historytext1762985, phone-historytextapproved, phone-historytext1006115, phone-historytextapproved, phone-historytext1630121, phone-historytextapproved, phone-historycall, phone-historycall, phone-historytext, phone-history",phone-historytextapproved
0d33533e-7d3d-403b-88fd-7e316f4adf41,mobile_web,6,2023-11-24,"phone-historytextapproved, phone-historytext787817, phone-historytextapproved, phone-historytext1605251, phone-historytextapproved, phone-historytext1630121, phone-historytextapproved, phone-historytext1006115, phone-historytextapproved, phone-historytextr",phone-historytextapproved
0d33533e-7d3d-403b-88fd-7e316f4adf41,mobile_web,10,2023-11-24,"phone-historytextapproved, phone-historytext1762985, phone-historytextapproved, phone-historytext909780, phone-historytextapproved, phone-historytext605253, phone-historytextapproved, phone-historytext909780, phone-historytextapproved, phone-historytext176",phone-historytextapproved
0d7782a2-1d20-45da-bb46-514613d2716e,mobile_app,2,2023-11-24,"phone-historytext, phone-historytext, phone-historytext1362541, phone-historytext, phone-historytext, phone-historytext536968, phone-historytext, phone-historytext, phone-historytext536668, phone-historytext, phone-historytext, phone-historytext1694969, ph",phone-historytext
0d862035-568c-4b17-aa5b-0644bddc775a,mobile_app,2,2023-11-24,"phone-historytext793403, phone-historytextapproved",phone-historytext793403
0d9592c5-9dcd-4772-b61a-fbeb5930465d,mobile_app,3,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, dashboard, dashboardlocation-history, dashboard, dashboard, dashboard, dashboard",dashboard
0dac01d5-ca09-499c-be6a-95302709f701,desktop,2,2023-11-24,"dashboard, dashboard",dashboard
0dc4d882-15c7-46fb-9009-6e91baf81155,mobile_web,1,2023-11-24,"dashboard, dashboard",dashboard
0df0fbcc-acb8-4956-ba15-699d7713f30c,mobile_app,2,2023-11-24,"dashboard, phone-historytextapproved, phone-history, phone-historytext1762567",dashboard
0e08bf26-4c5c-4392-8b76-d27845d90a96,mobile_web,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, appsallall, appsallall",dashboard
