setup_intent_id,id,on_behalf_of,default_payment_method_id,application,created,livemode,status,usage,setup_error_code,setup_error_decline_code,setup_error_doc_url,setup_error_message,setup_error_type,_fivetran_synced
seti_1Piim7FCPJnn9IgIoSrwQe4x,setatt_1PiipNFCPJnn9IgI2gN5yP8D,,pm_1PiipNFCPJnn9IgImovylyEK,,2024-07-31 20:08:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:50.769000+00:00
seti_1PdeQyFCPJnn9IgIupj57uVp,setatt_1PdeRtFCPJnn9IgI5AuGr53R,,pm_1PdeRtFCPJnn9IgIA2sRCYf9,,2024-07-17 20:27:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:57.170000+00:00
seti_1PmKouFCPJnn9IgIfFzcbIf3,setatt_1PmKouFCPJnn9IgIuWdlunhU,,pm_1PmKoqFCPJnn9IgIOJFZmwm8,,2024-08-10 19:19:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:40.625000+00:00
seti_1PkTvfFCPJnn9IgIhSp06Dr4,setatt_1PkTvfFCPJnn9IgIIIKwctO4,,pm_1PkTvbFCPJnn9IgIrQIaCaTa,,2024-08-05 16:38:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:03.079000+00:00
seti_1Phkg0FCPJnn9IgIiJ5KtPG5,setatt_1Phkg0FCPJnn9IgIx44ZqOVT,,pm_1PhkfxFCPJnn9IgIyyy3TNfm,,2024-07-29 03:55:12+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:21.639000+00:00
seti_1Pn6EHFCPJnn9IgI2ve1E46R,setatt_1Pn6EHFCPJnn9IgIj0Qyv2ul,,pm_1Pn6EAFCPJnn9IgIjogDeA5s,,2024-08-12 21:56:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:05.386000+00:00
seti_1Pei6xFCPJnn9IgIsLQFiBqU,setatt_1Pei6xFCPJnn9IgIzGLrl3LQ,,pm_1Pei6rFCPJnn9IgImynHnT9r,,2024-07-20 18:34:27+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:30.389000+00:00
seti_1PnOzSFCPJnn9IgIWUCAB5EC,setatt_1PnOzSFCPJnn9IgIfrupO1Ew,,pm_1PnOzBFCPJnn9IgIk4erqql9,,2024-08-13 17:58:38+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:32.631000+00:00
seti_1PktIAFCPJnn9IgIYXL5fRLo,setatt_1PktIAFCPJnn9IgIidBpKVRL,,pm_1PktI4FCPJnn9IgIrdk8BqMI,,2024-08-06 19:43:34+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:25.837000+00:00
seti_1Pj2uEFCPJnn9IgI47DnFWIg,setatt_1Pj2uEFCPJnn9IgIPinK9zPS,,pm_1Pj2uBFCPJnn9IgIgnFJJJD3,,2024-08-01 17:35:14+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:04.768000+00:00
seti_1PgxyqFCPJnn9IgIvz9ITKfW,setatt_1Pgxz7FCPJnn9IgILkJCU8f9,,pm_1Pgxz6FCPJnn9IgI1tneirBC,,2024-07-26 23:55:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:52.833000+00:00
seti_1PikfeFCPJnn9IgIjXHbuVu5,setatt_1PikfeFCPJnn9IgIMCPuuSrX,,pm_1PikfbFCPJnn9IgIf9eIpsMV,,2024-07-31 22:06:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:52.299000+00:00
seti_1PeJ0rFCPJnn9IgIqdXLHtno,setatt_1PeJ0rFCPJnn9IgIZQZNbozx,,src_1PeJ0cFCPJnn9IgI31JBOfJ9,,2024-07-19 15:46:29+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:15.911000+00:00
seti_1PmGebFCPJnn9IgIMU4AnZ7b,setatt_1PmGfuFCPJnn9IgIGpYiERgd,,pm_1PmGfuFCPJnn9IgIxwxcvZsv,,2024-08-10 14:53:46+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:35.793000+00:00
seti_1Pj0CuFCPJnn9IgISdwvTPVX,setatt_1Pj0CuFCPJnn9IgIFgZz7Y7d,,pm_1Pj0CoFCPJnn9IgIBxmbo9Su,,2024-08-01 14:42:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:01.299000+00:00
seti_1Pn4LsFCPJnn9IgIMLiRn3ku,setatt_1Pn4NVFCPJnn9IgIIN6J9lgD,,pm_1Pn4NVFCPJnn9IgIJknyqShS,,2024-08-12 19:58:05+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:09.708000+00:00
seti_1PhylmFCPJnn9IgIDDxSFo2T,setatt_1PhylmFCPJnn9IgI0Uu1c0Sq,,pm_1PhyljFCPJnn9IgIlFUul5ys,,2024-07-29 18:58:06+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:29.690000+00:00
seti_1Pk9QfFCPJnn9IgIfIKrHrNX,setatt_1Pk9QfFCPJnn9IgIWyyQa3Uj,,pm_1Pk9QbFCPJnn9IgIMdFWBDAK,,2024-08-04 18:45:17+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:53.862000+00:00
seti_1PdWTXFCPJnn9IgIsvPKXuMQ,setatt_1PdWTXFCPJnn9IgIvb3T9SS3,,pm_1PdWT5FCPJnn9IgIOO5hNTaN,,2024-07-17 11:56:51+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:51.665000+00:00
seti_1PlIC8FCPJnn9IgIchsfogla,setatt_1PlIDoFCPJnn9IgIoIOPGG2M,,pm_1PlIDoFCPJnn9IgI1TeSVJLG,,2024-08-07 22:20:44+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:48.100000+00:00
seti_1PiipQFCPJnn9IgIGxsJwEnQ,setatt_1PiipQFCPJnn9IgIohUGIPHn,,pm_1PiipNFCPJnn9IgImovylyEK,,2024-07-31 20:08:56+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:49.162000+00:00
seti_1PlIE1FCPJnn9IgITLnBKM4K,setatt_1PlIE1FCPJnn9IgIzgPW20fX,,pm_1PlIDoFCPJnn9IgI1TeSVJLG,,2024-08-07 22:20:57+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:47.038000+00:00
seti_1PkWhSFCPJnn9IgIvOC01hrJ,setatt_1PkWi5FCPJnn9IgIu0P1u2wg,,pm_1PkWi5FCPJnn9IgIz26rMbnH,,2024-08-05 19:36:49+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:07.368000+00:00
seti_1PigoxFCPJnn9IgIrcDz7Nia,setatt_1PigoxFCPJnn9IgIEM970Nl8,,pm_1PigotFCPJnn9IgIEe9h8JAh,,2024-07-31 18:00:19+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:47.885000+00:00
seti_1PldwPFCPJnn9IgIv8vTvvV8,setatt_1PldyzFCPJnn9IgIRmoNVUUe,,pm_1PldyzFCPJnn9IgI75i09DT0,,2024-08-08 21:34:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:07.511000+00:00
seti_1PkyHMFCPJnn9IgIwcpQ1IxJ,setatt_1PkyHMFCPJnn9IgImnLG8QyH,,src_1PkyHDFCPJnn9IgIHLFEC1bF,,2024-08-07 01:03:04+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:35.728000+00:00
seti_1PkcfjFCPJnn9IgI2giOJX56,setatt_1PkcfjFCPJnn9IgIhScku9yC,,pm_1PkcffFCPJnn9IgI81QYW2wZ,,2024-08-06 01:58:47+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:17.664000+00:00
seti_1Pm0M3FCPJnn9IgI8ZUYSoXF,setatt_1Pm0M4FCPJnn9IgIWfap4DCt,,pm_1Pm0LqFCPJnn9IgIktdd68ty,,2024-08-09 21:28:12+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:24.088000+00:00
seti_1Pk4dnFCPJnn9IgIf5q6Ch6k,setatt_1Pk4dnFCPJnn9IgI8ABHpoLn,,pm_1Pk4dbFCPJnn9IgIuCyAryWl,,2024-08-04 13:38:31+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:48.601000+00:00
seti_1PdSKBFCPJnn9IgI0c9O1Nvg,setatt_1PdSLSFCPJnn9IgI4MvtTW6H,,pm_1PdSLSFCPJnn9IgIgtdgybsS,,2024-07-17 07:32:14+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:50.353000+00:00
seti_1Pio39FCPJnn9IgItlml8nBt,setatt_1Pio4fFCPJnn9IgIsJAq3wmc,,pm_1Pio4fFCPJnn9IgIRrp4kOn2,,2024-08-01 01:45:01+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:56.994000+00:00
seti_1PlsklFCPJnn9IgIzo70YV9C,setatt_1PlslRFCPJnn9IgIXP35SHrU,,pm_1PlslRFCPJnn9IgIPN6V5YSp,,2024-08-09 13:21:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:19.758000+00:00
seti_1PhMdtFCPJnn9IgIJ9t4yzko,setatt_1PhMgIFCPJnn9IgItqCNT3Rz,,pm_1PhMgIFCPJnn9IgIBf9t4aWw,,2024-07-28 02:17:54+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:07.931000+00:00
seti_1PfCdXFCPJnn9IgIoHch4glU,setatt_1PfCdXFCPJnn9IgIeGuBzVEt,,pm_1PfCdFFCPJnn9IgIdO3GqqZF,,2024-07-22 03:10:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:49.580000+00:00
seti_1PielCFCPJnn9IgIxlJcRaeE,setatt_1PielCFCPJnn9IgI2oqoypzO,,pm_1Piel8FCPJnn9IgIp7HAYe8a,,2024-07-31 15:48:18+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:45.047000+00:00
seti_1PldecFCPJnn9IgIfYplFLHT,setatt_1PldecFCPJnn9IgIG8VM2WOf,,pm_1PldeYFCPJnn9IgIw1wla0Du,,2024-08-08 21:13:50+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:08.320000+00:00
seti_1PfjslFCPJnn9IgIPVZVXUaU,setatt_1PfjtnFCPJnn9IgITin1zeKW,,pm_1PfjtnFCPJnn9IgIFehYDRfU,,2024-07-23 14:41:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:04.650000+00:00
seti_1PnOvbFCPJnn9IgIBzccb2XB,setatt_1PnOvbFCPJnn9IgIRnjnoKGI,,pm_1PnOvXFCPJnn9IgIpURC8sHe,,2024-08-13 17:54:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:33.323000+00:00
seti_1PegEdFCPJnn9IgILEamIGG4,setatt_1PegEdFCPJnn9IgIVckLOsR7,,pm_1PegERFCPJnn9IgIafnv5jpT,,2024-07-20 16:34:15+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:26.977000+00:00
seti_1PlyeAFCPJnn9IgIpFqrUWMj,setatt_1PlyepFCPJnn9IgIYjo2Svgc,,pm_1PlyeoFCPJnn9IgIZWxslRCa,,2024-08-09 19:39:27+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:23.893000+00:00
seti_1Pn7pxFCPJnn9IgI2qqONijD,setatt_1Pn7pxFCPJnn9IgI5Tkdnbyv,,src_1Pn7psFCPJnn9IgIcBhWP8R9,,2024-08-12 23:39:41+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:03.656000+00:00
seti_1PkawjFCPJnn9IgImCj0QVGt,setatt_1PkayGFCPJnn9IgI8nsvxutM,,pm_1PkayGFCPJnn9IgIWlpR2N2F,,2024-08-06 00:09:48+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:16.208000+00:00
seti_1PkceUFCPJnn9IgIsfBN5qQe,setatt_1PkcffFCPJnn9IgIgGnkJj7O,,pm_1PkcffFCPJnn9IgI81QYW2wZ,,2024-08-06 01:58:43+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:17.886000+00:00
seti_1Pn0aVFCPJnn9IgIHh7AXVlb,setatt_1Pn0aVFCPJnn9IgI9YvNQrSp,,pm_1Pn0aSFCPJnn9IgIUg4SeXTu,,2024-08-12 15:55:15+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:02.878000+00:00
seti_1Pj8byFCPJnn9IgIrMBASSSa,setatt_1Pj8byFCPJnn9IgIGOHKIAOi,,pm_1Pj8buFCPJnn9IgIAhlUH0V8,,2024-08-01 23:40:46+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:08.698000+00:00
seti_1Pft3tFCPJnn9IgIO2a3QhBy,setatt_1Pft3tFCPJnn9IgI9lhR0K1U,,src_1Pft3hFCPJnn9IgIOovBpniH,,2024-07-24 00:28:09+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:11.004000+00:00
seti_1PgYmBFCPJnn9IgI70VCPoDb,setatt_1PgYmBFCPJnn9IgI75i1Vq7d,,pm_1PgYm4FCPJnn9IgII5N8C6Ty,,2024-07-25 21:00:39+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:33.677000+00:00
seti_1PfKVJFCPJnn9IgIjaBwnSJ7,setatt_1PfKVKFCPJnn9IgIMJ63RpyK,,src_1PfKV8FCPJnn9IgIcuHt1Fqy,,2024-07-22 11:34:10+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:52.029000+00:00
seti_1PePM6FCPJnn9IgIgvo7zBfq,setatt_1PePM6FCPJnn9IgIjoZ6IqI4,,pm_1PePM2FCPJnn9IgI98KFwLfh,,2024-07-19 22:32:50+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:18.124000+00:00
seti_1PcckOFCPJnn9IgIQT61nOH1,setatt_1PcckOFCPJnn9IgI09VLyfE4,,pm_1PcckJFCPJnn9IgIlcRuIqOz,,2024-07-15 00:26:32+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:20.112000+00:00
seti_1PkEqWFCPJnn9IgIpGv46eas,setatt_1PkEqWFCPJnn9IgI6Ae26SDp,,pm_1PkEqCFCPJnn9IgIBcI3lK6J,,2024-08-05 00:32:20+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:58.187000+00:00
seti_1PePj3FCPJnn9IgIGX7TvWTL,setatt_1PePl2FCPJnn9IgIyPQoSeyK,,pm_1PePl2FCPJnn9IgIdv3rKoJ7,,2024-07-19 22:58:36+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:22.355000+00:00
seti_1Pkwm8FCPJnn9IgIA2Kms1qe,setatt_1Pkwn9FCPJnn9IgIBVDSAXEt,,pm_1Pkwn9FCPJnn9IgIU7poVKGJ,,2024-08-06 23:27:47+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:28.228000+00:00
seti_1PdNw5FCPJnn9IgIM9S20js9,setatt_1PdNw5FCPJnn9IgIELENXAcW,,pm_1PdNw0FCPJnn9IgIV90OAWGl,,2024-07-17 02:49:45+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:47.919000+00:00
seti_1PefySFCPJnn9IgIfCCctjPS,setatt_1PefySFCPJnn9IgIaukATerN,,pm_1PefyMFCPJnn9IgIWm1cuKHx,,2024-07-20 16:17:32+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:28.406000+00:00
seti_1Pd0ASFCPJnn9IgIJ1o8by34,setatt_1Pd0ASFCPJnn9IgI8zg52sIs,,pm_1Pd0AOFCPJnn9IgIA8BWMKZB,,2024-07-16 01:27:00+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:29:31.502000+00:00
seti_1Pj76hFCPJnn9IgIxxKhvNwH,setatt_1Pj76hFCPJnn9IgIzUGlsNRf,,src_1Pj76YFCPJnn9IgIdjsxni5P,,2024-08-01 22:04:23+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:18.628000+00:00
seti_1Pn79gFCPJnn9IgI37WJXGac,setatt_1Pn7BKFCPJnn9IgIFuFKwYzZ,,pm_1Pn7BJFCPJnn9IgIRQUzykzW,,2024-08-12 22:57:42+00:00,True,failed,off_session,card_declined,transaction_not_allowed,https://stripe.com/docs/error-codes/card-declined,Your card does not support this type of purchase.,card_error,2024-08-14 01:36:11.179000+00:00
seti_1PljNzFCPJnn9IgITs2Z6Se4,setatt_1PljNzFCPJnn9IgIp0YnauT3,,src_1PljNqFCPJnn9IgIBWdtJ8jc,,2024-08-09 03:21:03+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:12.899000+00:00
seti_1PmRTqFCPJnn9IgIJxG9if5j,setatt_1PmRTqFCPJnn9IgI3dX3LPvW,,pm_1PmRTnFCPJnn9IgIZiKiWmXx,,2024-08-11 02:26:02+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:47.400000+00:00
seti_1PlbD7FCPJnn9IgIpiAYgBei,setatt_1PlbD7FCPJnn9IgIA0MbCKp6,,pm_1PlbCxFCPJnn9IgI2h3WKhYb,,2024-08-08 18:37:17+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:04.887000+00:00
seti_1PhXY7FCPJnn9IgIGQ8R0EPh,setatt_1PhXY7FCPJnn9IgIRlsS8Py1,,src_1PhXXzFCPJnn9IgIrV0gFcWz,,2024-07-28 13:54:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:12.467000+00:00
seti_1PeqtDFCPJnn9IgIfLhJAxlx,setatt_1PeqtDFCPJnn9IgIx6Fur1sU,,pm_1Peqt9FCPJnn9IgIfpZtP4As,,2024-07-21 03:56:51+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:37.047000+00:00
seti_1Piw7DFCPJnn9IgIoakgG31B,setatt_1Piw9HFCPJnn9IgIJknlpOqc,,pm_1Piw9HFCPJnn9IgIyeALDyTu,,2024-08-01 10:22:19+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:00.720000+00:00
seti_1PeNyOFCPJnn9IgIvDJZLyyE,setatt_1PeNydFCPJnn9IgIlqoTpGVI,,pm_1PeNydFCPJnn9IgI89qppKk4,,2024-07-19 21:04:31+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:18.911000+00:00
seti_1PkXk0FCPJnn9IgILjn0Z2v3,setatt_1PkXk0FCPJnn9IgIp1sbg78R,,pm_1PkXjwFCPJnn9IgI1dZIwCSp,,2024-08-05 20:42:52+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:06.716000+00:00
seti_1PhenpFCPJnn9IgIDYFENB3W,setatt_1PhenpFCPJnn9IgISL7L5lOa,,pm_1PhenmFCPJnn9IgIve8teYhC,,2024-07-28 21:38:53+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:32:14.702000+00:00
seti_1PmKmZFCPJnn9IgIXIPyoGVc,setatt_1PmKnQFCPJnn9IgIw3wnBzdM,,pm_1PmKnQFCPJnn9IgIsaqLKZPW,,2024-08-10 19:17:48+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:35:43.199000+00:00
seti_1Pkz1EFCPJnn9IgI00pbtxgz,setatt_1Pkz23FCPJnn9IgIjSLrKCCy,,pm_1Pkz23FCPJnn9IgI0x1xwpiY,,2024-08-07 01:51:19+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:34:38.488000+00:00
seti_1PeiapFCPJnn9IgILQFie2nC,setatt_1PeiapFCPJnn9IgIthC92GdE,,pm_1PeialFCPJnn9IgIXkaq9Njh,,2024-07-20 19:05:19+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:29.654000+00:00
seti_1Pf747FCPJnn9IgIOw46N1AB,setatt_1Pf747FCPJnn9IgIl1s9QQC1,,src_1Pf73vFCPJnn9IgIsYnSSiX3,,2024-07-21 21:13:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:46.673000+00:00
seti_1PehsnFCPJnn9IgIMicpMYmd,setatt_1PehsnFCPJnn9IgISmof6ZyO,,pm_1PehsgFCPJnn9IgIdaR4pxRn,,2024-07-20 18:19:49+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:33.700000+00:00
seti_1PgYysFCPJnn9IgISOKccgt3,setatt_1PgYysFCPJnn9IgIcOIvAhPg,,src_1PgYyiFCPJnn9IgIZHEISBWi,,2024-07-25 21:13:46+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:32.240000+00:00
seti_1PfYLPFCPJnn9IgIUQwhXQh6,setatt_1PfYNWFCPJnn9IgI1fyeSmJH,,pm_1PfYNWFCPJnn9IgIdfbJdwTL,,2024-07-23 02:23:02+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:31:00.205000+00:00
seti_1PnOMJFCPJnn9IgIz57JwjKl,setatt_1PnOMJFCPJnn9IgIcrJpzvOx,,pm_1PnOM8FCPJnn9IgIonHgBkEO,,2024-08-13 17:18:11+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:20.098000+00:00
seti_1PnR6BFCPJnn9IgIDBO1rm2p,setatt_1PnR6BFCPJnn9IgIjt3sFt3D,,pm_1PnR66FCPJnn9IgIvcTsbb3Z,,2024-08-13 20:13:43+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:36:26.387000+00:00
seti_1PdymvFCPJnn9IgIO0zDl2xy,setatt_1PdymvFCPJnn9IgIWRgRk2xP,,pm_1PdymrFCPJnn9IgId5Jojfhn,,2024-07-18 18:10:45+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:06.388000+00:00
seti_1Pe2kjFCPJnn9IgIgr20hwci,setatt_1Pe2luFCPJnn9IgIbl0n4Dyj,,pm_1Pe2luFCPJnn9IgIE4GAbXkp,,2024-07-18 22:25:58+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:30:08.013000+00:00
seti_1PjTlbFCPJnn9IgIqlSg6A8l,setatt_1PjTlbFCPJnn9IgIGLBqvT93,,pm_1PjTlXFCPJnn9IgIkTEg0CJW,,2024-08-02 22:16:07+00:00,True,succeeded,off_session,,,,,,2024-08-14 01:33:32.825000+00:00
