id,active,caption,created,description,livemode,name,package_dimensions_height,package_dimensions_length,package_dimensions_weight,package_dimensions_width,shippable,statement_descriptor,type,unit_label,updated,url,is_deleted,_fivetran_synced,metadata
prod_NrkXizjZaVCyKQ,False,,2023-05-10 00:37:20+00:00,,True,Screen Protector - Plus 3,,,,,,,service,,2023-05-10 00:37:20+00:00,,False,2024-08-14 17:31:34.796000+00:00,{}
prod_OpZwIEQX1yRDRy,False,,2023-10-16 17:41:18+00:00,,True,Slim 5 (Blue),,,,,,,service,,2023-10-16 17:41:34+00:00,,False,2024-08-14 13:02:21.904000+00:00,{}
prod_OQAl1FlqjNZeAA,False,,2023-08-09 22:00:05+00:00,,True,Priority Shipping,,,,,,,service,,2023-10-09 08:39:15+00:00,,False,2024-08-14 15:47:54.066000+00:00,{}
prod_N6kr6odqpd8zoD,False,,2023-01-04 13:49:23+00:00,,True,Pinwheel Plus 2 w/40% off,,,,,,,service,,2023-01-04 13:49:23+00:00,,False,2024-08-14 17:46:52.755000+00:00,{}
prod_NIZhu7iYUThDu1,False,,2023-02-05 03:06:03+00:00,,True,Dual Layer Case (A13 5G) (Aqua) (Upgrade),,,,,,,service,,2023-02-05 03:06:03+00:00,,False,2024-08-14 17:42:56.802000+00:00,{}
prod_PAcbTToq8k0hTg,False,,2023-12-11 21:49:23+00:00,,True,Special Order - Genesis 1 (full price),,,,,,,service,,2023-12-11 21:49:23+00:00,,False,2024-08-14 12:55:25.320000+00:00,{}
prod_NGxoe3jxtBjRM7,False,,2023-01-31 19:53:07+00:00,,True,DL case (G50 - Sunflower Yellow),,,,,,,service,,2023-01-31 19:53:07+00:00,,False,2024-08-14 17:44:38.103000+00:00,{}
prod_O5SlItGxKP56L9,False,,2023-06-15 15:11:43+00:00,,True,Dual Layer Case (Black - Plus 2),,,,,,,service,,2023-06-15 15:11:43+00:00,,False,2024-08-14 15:54:46.385000+00:00,{}
prod_NQg4JYbSNUZyqT,False,,2023-02-26 18:12:43+00:00,,True,Us Mobile,,,,,,,service,,2023-02-26 18:12:43+00:00,,False,2024-08-14 17:41:15.931000+00:00,{}
prod_O87unUpw67NW35,False,,2023-06-22 17:51:02+00:00,,True,"Dual Layer Case (Black, Plus 2)",,,,,,,service,,2023-06-22 17:51:02+00:00,,False,2024-08-14 15:51:13.255000+00:00,{}
prod_OBwACHAbfrYdCo,False,,2023-07-02 21:59:08+00:00,,True,Dual layer case (Aqua) (Plus 2) ,,,,,,,service,,2023-07-02 21:59:08+00:00,,False,2024-08-14 15:52:20.138000+00:00,{}
prod_OKqMAOqPxhbTh8,False,,2023-07-26 16:34:21+00:00,,True,Next Day Shipping,,,,,,,service,,2023-10-09 08:26:22+00:00,,False,2024-08-14 15:50:14.624000+00:00,{}
prod_NyL8UvNdhve96a,False,,2023-05-27 14:50:30+00:00,,True,Guardian Case BLUE for PLUS2,,,,,,,service,,2023-05-27 14:50:30+00:00,,False,2024-08-14 15:57:40.906000+00:00,{}
prod_OhlETCOKpmFCho,False,,2023-09-25 20:48:59+00:00,,True,Plus 3 (Refurb),,,,,,,service,,2023-10-09 09:29:41+00:00,,False,2024-08-14 13:05:27.041000+00:00,{}
prod_OVGz3wFpea1GOg,False,,2023-08-23 12:46:11+00:00,,True,Expedited Shipping,,,,,,,service,,2023-10-09 08:54:00+00:00,,False,2024-08-14 15:46:13.105000+00:00,{}
prod_On0wSG4sMYlBAG,False,,2023-10-09 21:23:03+00:00,,True,Slim 5 to Rugged (Brand new),,,,,,,service,,2023-10-09 21:23:03+00:00,,False,2024-08-14 13:03:01.309000+00:00,{}
prod_O9arbV1aDMFKJP,False,,2023-06-26 15:49:20+00:00,,True,Rugged 3 (Trade-in: Slim 5 Green),,,,,,,service,,2023-06-26 15:49:20+00:00,,False,2024-08-14 15:53:55.758000+00:00,{}
prod_NC7v3IUn4oxnIY,False,,2023-01-18 22:00:11+00:00,For the Pinwheel Plus 2. Set up your kid for success by adding a case. This 2 piece case has a solid back with an anti-scratch design.,True,Dual Layer Case (Black) - Plus 2,,,,,,,service,,2023-10-09 08:12:47+00:00,,False,2024-08-14 17:32:08.740000+00:00,"{""AmpSku"":""DLCASE-A135G-BLACK"",""Category"":""Accessory"",""Color"":""Black"",""Model"":""A13 5G"",""XREF"":""C04-S01-M05-V01"",""displayName"":""Pinwheel Plus 2""}"
prod_N7CyL5P2TF0e9k,False,,2023-01-05 18:53:00+00:00,,True,Screen Protector (Slim 4),,,,,,,service,,2023-01-05 18:53:00+00:00,,False,2024-08-14 17:46:50.858000+00:00,{}
prod_O30f38X77tYt2J,False,,2023-06-09 02:01:22+00:00,,True,Pre-owned Rugged 3,,,,,,,service,,2023-06-09 02:01:22+00:00,,False,2024-08-14 15:55:19.056000+00:00,{}
prod_NrJpNIyzo6nnhS,False,,2023-05-08 21:01:41+00:00,,True,12-month Ultra Mobile Plan,,,,,,,service,,2023-05-08 21:01:41+00:00,,False,2024-08-14 17:31:42.799000+00:00,{}
prod_N9SlnYQLP8h2Xr,False,,2023-01-11 19:19:41+00:00,,True,Refurbished Plus 2,,,,,,,service,,2023-10-09 08:08:49+00:00,,False,2024-08-14 17:41:41.542000+00:00,{}
prod_O8CELfluRNZ5WR,False,,2023-06-22 22:19:05+00:00,,True,Plus 2 - Dual Layer Case (Blue),,,,,,,service,,2023-06-22 22:19:05+00:00,,False,2024-08-14 15:54:16.187000+00:00,{}
prod_NRO4TbVpymqRd9,False,,2023-02-28 15:41:05+00:00,,True,Charger (G91s),,,,,,,service,,2023-02-28 15:41:05+00:00,,False,2024-08-14 17:40:58.964000+00:00,{}
prod_N3rhpfqkYGkjjk,False,,2022-12-27 20:41:55+00:00,,True,Ultra Mobile SIM card (FREE),,,,,,,service,,2022-12-27 20:41:55+00:00,,False,2024-08-14 17:49:02.701000+00:00,{}
prod_NCjFap5J4QQFc5,False,,2023-01-20 12:33:40+00:00,,True,Screen Protector (Slim 5) (Case replacement),,,,,,,service,,2023-01-20 12:33:40+00:00,,False,2024-08-14 17:45:30.709000+00:00,{}
prod_ODNyq3k9SrH5lm,False,,2023-07-06 18:46:53+00:00,,True,Guardian Case (Blue),,,,,,,service,,2023-07-06 18:46:53+00:00,,False,2024-08-14 15:51:47.230000+00:00,{}
prod_KgLS0nniaAcxY6,False,,2021-11-29 01:34:48+00:00,,True,Pinwheel Plus (A32) - Exchange,,,,,,,service,,2021-11-29 01:34:48+00:00,,False,2024-08-15 04:52:10.404000+00:00,{}
prod_Kpfk3OMP2dqxYA,False,,2021-12-23 23:08:36+00:00,,True,Slim (Refurbished),,,,,,,service,,2023-10-09 08:22:25+00:00,,False,2024-08-15 04:49:09.117000+00:00,{}
prod_MAUaATf49TWHBL,False,,2022-08-02 01:08:25+00:00,,True,Dual Layer Case - G50 (Yeti Blue),,,,,,,service,,2022-08-02 01:08:25+00:00,,False,2024-08-15 02:08:03.603000+00:00,{}
prod_Lv4dVY5Bm6AKzn,False,,2022-06-21 21:19:21+00:00,,True,Rugged - Black,,,,,,,service,,2023-10-09 09:23:43+00:00,,False,2024-08-15 03:39:00.395000+00:00,{}
prod_MY6h19KsdEdDwT,False,,2022-10-04 02:03:34+00:00,,True,Refurbished Plus (A13 5G),,,,,,,service,,2022-10-04 02:03:34+00:00,,False,2024-08-15 02:00:49.141000+00:00,{}
prod_K6zfG3yGCFHWg5,False,,2021-08-26 16:43:56+00:00,,True,Replacement (X8) (Black),,,,,,,service,,2022-03-18 01:02:11+00:00,,False,2024-08-15 04:52:15.455000+00:00,{}
prod_KRGXrxv2Ay7Q2y,False,,2021-10-19 19:29:45+00:00,Two Day Shipping,True,Three Business Days,,,,,,,service,,2023-10-09 08:08:32+00:00,,False,2024-08-15 01:52:15.122000+00:00,"{""AmplifierName"":""UPS 2nd Day Air"",""Category"":""Shipping"",""ShippingCode"":""UPS_2ND_DAY_AIR"",""XREF"":""C05-S00-M00-V03""}"
prod_Krbl6HCepKzegr,False,,2021-12-29 03:10:18+00:00,,True,Upgrade to Plus (From Slim),,,,,,,service,,2021-12-29 03:10:18+00:00,,False,2024-08-15 04:49:02.913000+00:00,{}
prod_LGIg3xIOndJIrp,False,,2022-03-05 01:06:20+00:00,,True,Upgrade to Pinwheel Plus,,,,,,,service,,2022-03-05 01:06:20+00:00,,False,2024-08-15 03:49:45.208000+00:00,{}
prod_Miym4Kv4UutVjP,False,,2022-11-02 02:37:12+00:00,,True,Refurbished Slim 5 (G91S) (Cyan),,,,,,,service,,2022-11-02 02:37:12+00:00,,False,2024-08-15 01:57:31.479000+00:00,{}
prod_M3FMRRfd68YOd1,False,,2022-07-13 16:57:05+00:00,,True,A32 to A13 Upgrade,,,,,,,service,,2022-07-13 16:57:05+00:00,,False,2024-08-15 03:35:57.177000+00:00,{}
prod_Kr98gH6AyIK9Rd,False,,2021-12-27 21:34:21+00:00,,True,Upgrade to Plus,,,,,,,service,,2021-12-27 21:34:21+00:00,,False,2024-08-15 04:49:04.996000+00:00,{}
prod_LBS4YuHJcyQn96,False,,2022-02-20 02:29:03+00:00,,True,27951-Screen Protector (G50),,,,,,,service,,2022-02-20 02:29:03+00:00,,False,2024-08-15 04:42:12.641000+00:00,{}
prod_McvHGrZXoHozyD,False,,2022-10-16 22:35:48+00:00,,True,Refurbished Slim 5 (G91S) (Grey),,,,,,,service,,2022-10-16 22:35:48+00:00,,False,2024-08-15 01:59:49.702000+00:00,{}
prod_Km0PXKbiJUmm35,False,,2021-12-14 04:13:32+00:00,,True,Upgrade from Rugged to Plus,,,,,,,service,,2021-12-14 04:13:32+00:00,,False,2024-08-15 04:49:24.196000+00:00,{}
prod_KS1W577TMwSB79,False,,2021-10-21 20:03:08+00:00,,True,Pinwheel Slim Verizon – Exchange,,,,,,,service,,2021-10-21 20:03:08+00:00,,False,2024-08-15 04:55:11.808000+00:00,{}
prod_MEsjqs03qe8mV6,False,,2022-08-13 18:22:17+00:00,,True,Next-day shipping,,,,,,,service,,2022-08-13 18:22:17+00:00,,False,2024-08-15 02:03:48.088000+00:00,{}
prod_Me0fyxKUiORJPy,False,,2022-10-19 20:14:16+00:00,,True,Guardian Case (A13 5G) (Blue),,,,,,,service,,2022-10-19 20:14:16+00:00,,False,2024-08-15 01:59:39.449000+00:00,{}
prod_LsqLXpujUzzV8a,False,,2022-06-15 22:25:55+00:00,,True,Pinwheel Plus A13,,,,,,,service,,2023-10-09 09:21:47+00:00,,False,2024-08-15 03:39:16.283000+00:00,{}
prod_KxTBuMgnLduDSr,False,,2022-01-13 18:41:51+00:00,,True,Pinwheel Rugged,,,,,,,service,,2022-01-13 18:41:51+00:00,,False,2024-08-15 04:45:52.700000+00:00,{}
