id,routine_id,ts,percent_complete
465,b5095f7f-8c9c-40ae-99cd-4c39290a1724,2021-11-08 23:06:34,100
586119,2e8b5a17-2d05-4ceb-aedd-c1a8de2b8f4a,2022-07-24 01:08:58,100
473,6b25d923-970f-4f96-9c0e-50185524fac8,2021-11-08 11:26:35,100
477,ebafcf31-2556-4a77-9f22-c82288411b7f,2021-11-08 23:45:23,100
481,e5f93c0a-0761-4a8b-856f-2eb64cc232e0,2021-11-08 23:48:44,100
485,6358e176-88bb-4e7a-b48c-1d839c6fff99,2021-11-08 23:50:08,100
489,ba3fee91-27a4-4f47-b76a-ec8045146293,2021-10-25 01:03:42,50
493,05614546-96b9-4c07-bb0f-3f6d55d226a9,2021-11-08 15:30:00,62
497,c9fea442-90d9-4a2a-907d-98b550fb69ee,2021-11-08 23:55:10,100
501,0e28c5e5-be41-489f-b571-777d940bc84d,2021-11-08 23:57:14,100
505,7b15cd11-822e-44c8-983f-ddfffeaf322a,2021-11-09 00:00:00,83
509,01b49a96-ad1e-4578-9caf-fe8918ab3af7,2021-11-09 00:00:40,100
513,9ede2d75-df06-4955-966f-5a92b6e3991f,2021-11-08 23:06:52,100
517,e0a1542a-97ff-4c37-9b84-6498d3df34d9,2021-11-09 00:04:14,100
521,f026a087-224b-4957-b17c-3498352e38be,2021-11-08 23:32:06,100
525,c97fd777-a020-4e5e-884e-fdadb2a62ff2,2021-11-09 00:07:58,100
529,9ede2d75-df06-4955-966f-5a92b6e3991f,2021-11-08 04:45:19,100
533,322e3190-5207-4ca9-8b4d-3e7a68f0e405,2021-11-08 12:26:40,100
537,cbc6dc80-f3be-49f7-a0a4-ed422c0de7b2,2021-11-09 00:11:52,100
541,246425d3-74ff-447e-bc16-c6d070e4d390,2021-11-09 00:15:39,100
545,c37366ee-9250-42b4-8599-5bf3ba6d9396,2021-11-09 00:18:26,100
549,d9ef87fb-71a4-428a-86e0-58636bc9f4b6,2021-11-09 00:20:24,100
553,c3ebb468-d223-419a-8f3f-cc9906ae5059,2021-11-09 00:24:12,100
557,f657633d-1922-42b5-b2fd-519ffab964fa,2021-11-09 00:25:08,100
561,19439e24-18a6-46ef-bf72-27beab9ad583,2021-11-09 00:25:45,100
565,eddf433c-d207-4db1-9191-c2794f8039ab,2021-11-09 00:29:50,100
569,66f75f1f-1f13-4ada-bb9a-a1dfeb6cf29f,2021-11-09 00:31:07,100
573,a51e159e-c268-4824-99bc-f0fa0277727b,2021-11-09 00:36:50,100
577,693d62b5-7b6f-431c-954b-4847903dd33c,2021-11-07 23:29:16,100
581,b63ebb8f-78f2-436b-ae8c-66bd83c0d576,2021-11-09 00:38:45,20
585,7f7ec808-953a-4224-8d4b-5852e6b348cf,2021-11-09 00:41:39,20
589,dfdee8a0-7250-4a44-bfa7-0d689249c354,2021-11-09 00:43:36,100
593,f2ba82ae-055f-40c0-a7c2-a9b9de4ac9a4,2021-11-09 00:48:14,100
597,c4390e1d-f2b0-43a7-83ce-2933ef36f240,2021-11-09 00:50:00,100
601,869aa35e-a651-417e-a285-479d34259284,2021-11-09 00:50:39,100
605,062efa1f-5d1c-473e-8289-1b6c99600748,2021-11-08 22:50:37,100
609,0fac7462-9c85-454f-a614-e3c10b481580,2021-11-09 00:53:41,100
613,c04f77f4-4965-44fb-bae8-717a39ae5086,2021-11-09 00:55:28,100
617,de480d01-e85a-4aaf-a475-66cf851e13cc,2021-11-09 00:56:08,100
621,86ff29b4-4695-4181-970f-d644e7a5dfe3,2021-11-09 00:57:49,60
625,2ac6363d-0068-4e79-ace9-0a2ae7318fc4,2021-11-09 01:00:00,55
629,243fbce5-cb4f-49dc-bcea-8e614cfd812f,2021-11-09 01:00:00,20
633,dda22f0b-14b8-4ed1-a1fe-63999e2ca38f,2021-11-09 01:00:24,100
637,12003a3a-712f-4688-80cb-29522f900605,2021-11-09 01:01:26,100
641,da2b8f72-9caa-43ba-99a9-3f17a7d13700,2021-11-09 01:04:22,100
645,a923c3a9-d255-4151-8877-67499232c621,2021-11-05 22:54:01,100
649,90d2f057-41c5-4e8f-bf49-0dc16b18a77e,2021-11-08 05:03:00,20
653,7f7ec808-953a-4224-8d4b-5852e6b348cf,2021-11-09 01:07:39,20
657,24b4b5b3-7da1-4d9b-b996-f4b20528c528,2021-11-09 00:51:17,100
661,01068225-70eb-404e-86bc-aeab3bd1e0fe,2021-11-09 01:12:22,80
665,db2d99ab-88fb-418b-98ee-92fd370b4d26,2021-11-09 01:14:13,100
669,65f7918f-6a4b-4b91-838f-a505387bee19,2021-11-09 01:16:51,100
673,0cce732b-4e7f-4fa4-aa80-dc4c4fdd360a,2021-11-09 01:18:17,100
677,fa7a4a8f-7201-4803-b7a4-5f41d6c50a87,2021-11-09 01:22:43,100
681,2f4a92df-a02d-4a89-978b-a19ff15e423e,2021-11-09 01:25:39,100
685,ebe465f4-90ea-4a00-ac98-e81e842dd52d,2021-11-09 01:25:13,100
689,35426b52-6281-4ae6-96ef-908f20b16857,2021-11-09 01:30:20,40
693,8cd39c81-914b-461f-880a-0b12f02b3c4b,2021-11-09 01:32:01,100
697,abd8042b-d8bf-4b73-ac27-656515fcdcd5,2021-11-09 01:09:11,100
701,470ea0d0-aa55-41fd-8fff-558081192883,2021-11-08 12:57:08,100
705,0a4fc860-4252-4bc8-ae2a-9ad4e902f6c2,2021-11-09 01:36:02,100
709,e60e3b08-e49e-42ec-a9ed-89b876407b8f,2021-11-09 01:37:56,100
713,767f2e05-8702-443a-a909-5dabd4f5fd6a,2021-11-09 01:39:19,100
717,34657780-c8e4-4bb1-92a0-c251439fb376,2021-11-09 01:42:55,100
721,c21212c1-44d4-4b3e-877a-45f5c19c0805,2021-11-08 14:16:43,100
725,a7ca09c0-daec-46d2-b945-45f852379e4a,2021-11-09 01:50:28,100
729,9fdd74fe-7dfb-41fe-805c-40c771864220,2021-11-09 01:52:28,100
733,a334d4e3-8fed-4001-98f5-11c5a30686ee,2021-11-09 01:54:44,100
737,fc2edd25-8b58-4c7a-85a4-b87c40f8f658,2021-11-09 01:55:19,100
741,57d6da56-ee49-40eb-94c4-635277a6e3d7,2021-11-08 22:21:03,100
745,97411b68-68d0-4a1f-bb2a-c457f73663cd,2021-11-09 01:57:54,100
749,e7e61358-fbaa-44d5-84e7-904b142f0e3c,2021-11-09 02:00:01,20
753,ccf6664c-f626-4363-808f-604aad1a62a5,2021-11-09 02:00:00,40
757,614347f3-21da-438b-932e-5fe05a25c473,2021-11-09 02:00:00,44
761,3db8c55e-6f54-4ef3-bcb1-d952aa12b51b,2021-11-09 02:00:34,100
765,ec059c95-b8b5-44a6-ad7d-d52700991ac2,2021-11-09 02:01:52,100
769,a5dc1b75-6dfc-4929-81b8-f1f39aabc443,2021-11-09 02:04:20,100
773,5e62f91b-2c10-4f21-8b58-8f9b2042104e,2021-11-09 02:06:16,100
777,241dbddf-d714-413a-abe7-c8e76e034cb5,2021-11-09 02:10:09,100
781,a5f2325f-1578-44be-8c61-cdb6ab2358f4,2021-11-09 02:11:13,100
785,10e75feb-8a07-4cd6-a6c3-99f70bd3126d,2021-11-09 02:13:24,100
789,397228e9-466b-47bd-9fdd-9dfe99a0a060,2021-11-09 02:18:18,100
793,ccd54735-af9d-4c4b-8d97-cffc8e315253,2021-11-09 02:19:24,100
797,e37cb8ac-74d0-4b68-b096-f76e135de532,2021-11-09 02:20:24,100
801,bba88c39-e4ae-4815-86ac-58847fbd4d81,2021-11-08 12:37:35,100
805,42d9fda3-5e62-4d2c-a7e1-d7509125b58b,2021-11-09 02:26:16,100
809,25180f9d-27a4-4a13-8358-97f487e28b9a,2021-11-09 02:27:05,100
586121,82114156-10cc-4aa4-b2bc-994be4fd38a9,2022-07-24 01:10:14,100
817,c856f39d-1e86-4f7a-8afe-edc911b8ff58,2021-11-09 02:29:59,80
821,60221e94-ebc4-487c-bb0c-ffdad7f82a05,2021-11-09 02:31:28,100
825,76ff03e3-4480-41a2-a8ae-21e2f97bee27,2021-11-09 02:36:15,100
829,5d930171-dfcf-4b96-99d1-700932d3e3a2,2021-11-09 02:40:13,100
833,a20f33b1-5030-4d1b-9913-0a33311844fb,2021-11-09 02:43:10,100
592390,9bd32c55-feaa-473d-9dbc-bb610743d9f6,2022-07-27 02:11:30,100
841,c04f7e53-7c84-4727-ac3c-1cf26e64c8b8,2021-11-09 02:46:54,100
845,b8025108-8a4b-42d1-b42b-b61b3c246a33,2021-11-08 22:18:47,100
849,07a9bc7e-0936-4e5b-b547-94c8d6f0eb34,2021-11-09 02:56:54,100
596587,3bd0eb25-d98a-44a2-9ac5-e585588338ee,2022-07-28 22:19:43,100
857,c25c9a54-2420-4654-a1c7-b7f8837394ae,2021-11-09 03:00:11,60
861,ad1fe172-f603-465e-9278-0dbee9c27921,2021-11-09 03:00:20,100
865,23b9898a-323d-439c-a264-4bdc9a648c62,2021-11-09 03:00:50,100
869,42035e72-4328-48f9-8530-144650bef8d0,2021-11-09 03:02:16,100
873,6a2688ce-b990-4586-9771-7dd39952959f,2021-11-09 03:08:19,100
877,e96aef03-19b3-4459-ade7-319d4482eb77,2021-11-09 03:11:50,100
881,901dc69b-a83c-41b1-9947-5a4bd4de2191,2021-11-09 03:14:11,100
885,59a38301-4d7a-4c21-ab53-58d088d8b5c6,2021-11-08 12:41:23,100
889,409121fa-97e9-4703-8637-ce67c56ea99e,2021-11-09 03:19:13,100
893,869aa35e-a651-417e-a285-479d34259284,2021-11-09 03:20:54,100
897,505c520d-c855-4d6f-8b41-e4511b89f6ad,2021-11-09 03:23:51,100
901,775d99f2-45d9-40af-b03f-61aa6ba94721,2021-11-09 03:27:58,100
905,6d4c3ca6-5c4a-4a7b-88ea-3700efdd7d5f,2021-11-09 03:29:55,100
909,bdb247af-89cd-4872-a835-bb13cb394551,2021-11-09 03:33:57,100
913,9ade0a3f-0357-4e35-b24d-1f5847cf9c7e,2021-11-09 03:38:36,100
917,dff46284-46b9-4c69-82d7-b1fa9096e343,2021-11-09 03:40:01,100
921,7fc1b274-7e6c-48fc-afb7-dd6cf22871a8,2021-11-09 03:42:10,100
925,a9604c2b-dd07-4879-95d6-3727811cef4d,2021-11-09 03:46:57,100
929,8f3fc778-9a46-4f2c-bf8b-f3bdd10a8899,2021-11-09 00:23:34,100
933,254f5196-3219-4a3c-8589-f0afb766b983,2021-11-09 03:58:57,100
937,fab3a550-29ae-4726-9da3-1328ddc85e21,2021-11-09 04:00:02,60
941,b83f69a6-5ae1-4348-b638-45c00cd48643,2021-11-09 04:01:13,100
945,90abcf3e-9dee-406a-97b6-6a48b401d056,2021-11-09 04:02:53,100
949,ca49d60b-f844-48b0-943d-4492ee9563af,2021-11-09 04:08:26,100
953,a8c2215f-f1dd-462d-b23a-2e8ac40b0753,2021-11-09 04:18:05,100
957,4a475fc0-d21e-4778-970e-04b82265f2c0,2021-11-09 04:05:25,100
961,46b730ab-f3f1-459d-8e76-404cb0ecbce9,2021-11-09 04:25:37,100
965,854c47fd-94e3-4720-a1e1-3354b8feb349,2021-11-09 04:29:38,100
969,8a6ee688-2518-49e1-af57-c06e21964a09,2021-11-09 04:35:40,100
973,72c2a6ec-2bb0-48a2-88ec-d7e8705d01c6,2021-11-08 04:40:24,100
977,69c92059-9d8a-4214-af1b-21b5666f7e32,2021-11-09 04:46:41,100
981,96d61fd3-638d-4fd6-a775-649d449ba340,2021-11-09 02:56:49,100
589846,4df84145-f56a-474c-aa03-ed50c959194e,2022-07-25 21:22:05,100
989,295ef822-c931-4e3c-8aaf-914d85b848e6,2021-11-09 04:59:00,100
993,b36e90e8-a528-45b6-8328-914eb9d82080,2021-11-09 05:00:00,83
997,1e0be39f-ba8a-46e0-a5a6-f3855dc1902e,2021-11-09 05:01:21,100
1001,196200ad-bba2-4811-af12-ef406def58d2,2021-10-27 05:59:00,20
1005,927a8147-e9f3-4ec8-8ea9-1c5432601f3b,2021-11-07 02:33:42,75
1009,e2f3c83d-540e-41f2-90e6-25995bfffd20,2021-11-09 05:15:05,100
592392,58c5b32c-cdcd-4a6e-a945-741666d27805,2022-07-27 02:12:18,100
1017,58f1cbcd-cd55-4b94-ab3d-a14bfcc639c9,2021-11-09 05:30:08,100
594014,c3b8cc5f-b153-4dff-ad36-e24e030ad955,2022-07-27 21:50:34,100
1025,f71d6433-1613-4784-aa20-63fd0b0acbe0,2021-11-09 05:59:00,20
1029,a792e43c-6f19-4990-b0b5-1d303b0bc5e2,2021-11-09 05:57:58,100
1033,6f828258-9112-41c2-a378-a356686b6aee,2021-11-09 06:52:49,100
1037,a36b096f-cd52-4e0b-88df-563453e50aed,2021-11-09 06:59:16,20
595127,1d5b520f-3b1c-4545-bc6c-2d6612d24a1e,2022-07-28 13:54:17,100
1045,6bf74d70-7896-4266-8df0-1dbc5d78aa72,2021-11-09 08:21:57,100
1049,0a295396-656e-473c-aa13-a0aea29923fa,2021-11-09 10:40:42,100
1053,2c037d8c-7859-487c-a756-0bc7a3ce4296,2021-11-09 10:58:18,100
1057,6dafcfb2-f659-4c74-9062-255b14b2d540,2021-11-09 11:07:58,100
1061,65022280-a512-454f-9941-fd4b8f0ea104,2021-11-09 11:16:42,100
1065,ae82dd95-fdae-4963-847b-8551f3f4c14d,2021-11-09 11:22:34,12
1069,f7023465-ff2a-4ad4-9c19-b025a898f1a0,2021-11-09 11:26:12,100
1073,8cc24d90-9da4-404d-8c42-5e143fbed501,2021-11-09 11:31:49,100
1077,b2ff38de-d37d-4a80-ac37-d4863447a668,2021-11-09 11:35:42,100
1081,d62ce638-b87a-4590-8ca0-f758974bf62d,2021-11-09 11:39:01,100
1085,2899bcec-5d05-407f-b2e3-3a11cc0f96fc,2021-11-09 11:42:12,100
1089,0e30f4b8-9ced-4ba9-8ecf-810eeee799de,2021-11-08 11:24:34,100
589849,9d725b38-58e7-4cef-9fad-713cfea21029,2022-07-24 18:24:21,100
1097,523f7e17-711a-41a7-9bce-137712f01a1b,2021-11-09 11:44:01,100
1101,d5cabc61-c064-47ba-800d-9121250d2b3a,2021-11-09 11:45:11,100
1105,f65b1098-5859-4ba8-89e6-76399be746ee,2021-11-09 11:47:28,100
1109,c01856d5-2ed7-4516-b3fc-0c1bd5b1696c,2021-11-09 11:51:26,100
1113,72174b60-5cd5-4530-88ee-624167b7b57f,2021-11-09 11:54:36,100
1117,fa3642fb-c47f-4c00-a340-75312fc07b87,2021-11-09 11:56:40,100
1121,eb4281ef-5844-485a-8c64-e4d9e2a6596b,2021-11-09 11:58:35,100
1125,d75148b0-6d36-494f-81b2-c62bab364fe3,2021-11-09 12:00:00,62
1129,c2e53795-18ad-4612-9182-c0f4aec2b46b,2021-11-09 12:01:54,100
1133,2239ce6b-d594-49bd-bd4f-2e745dcc5281,2021-11-09 12:04:04,100
1137,2d38cd3f-e0bb-4abe-a713-952f7744ddad,2021-11-09 12:06:33,100
1141,94b4a139-c11d-4328-9df5-6aaa32a5be86,2021-11-09 12:08:23,100
1145,4199ebad-1e7d-44ba-820b-cb783ba38f8c,2021-11-09 12:10:17,100
1149,1c6034de-19b7-481a-b8c2-820caba7b3a1,2021-11-09 12:11:39,100
1153,abd8042b-d8bf-4b73-ac27-656515fcdcd5,2021-11-09 11:49:13,100
1157,0fbd7955-af70-4652-9203-45c4e60061fd,2021-11-09 12:18:53,100
1161,c8108304-0c2a-42eb-bd6a-3999f7278ce0,2021-11-09 12:23:41,100
1165,322e3190-5207-4ca9-8b4d-3e7a68f0e405,2021-11-09 12:25:31,100
1169,e2fec71d-154b-47ea-aae4-01594a1a763f,2021-11-09 12:26:40,100
1173,f426be3e-6086-422c-a2f5-af08ded33150,2021-11-09 12:28:20,100
1177,7d85a021-5140-4708-aa25-ce5bb63ef666,2021-11-09 04:00:00,87
1181,5bf03f7b-caaa-45ef-a3e4-6db196f007c2,2021-11-09 12:30:35,100
1185,8cc24d90-9da4-404d-8c42-5e143fbed501,2021-11-09 12:32:57,100
1189,12a1155a-8171-4031-af84-51837b981840,2021-11-09 12:35:26,100
1193,22ad9b61-84f8-43b9-b663-34e66e4461e6,2021-11-09 12:37:38,100
1197,d816589a-adfd-4e92-9a66-12a834ef1639,2021-11-09 12:40:00,75
1201,16f46993-c545-4f2e-858d-78cfeb3c82e5,2021-11-09 12:40:54,100
1205,8c538866-ba9d-4e34-a5d7-bc997a0e547d,2021-11-09 12:43:55,100
1209,3e41de0d-7f56-4edb-ab48-452428263c94,2021-11-09 12:45:00,62
1213,c1f9d3fb-b742-4b02-afa5-c89e127f8fba,2021-11-09 12:45:56,100
1217,a901f431-e285-4e3f-ad52-f4d6159e14f4,2021-11-09 12:50:04,100
1221,1ee30930-897a-4dfb-bb5d-5308a31c7897,2021-11-09 12:51:52,100
1225,696366af-b231-429b-a0a3-f4d6a08c8ff7,2021-11-09 12:55:33,100
1229,3c9542c8-809e-43ec-82ee-f64e0a61db33,2021-11-09 12:56:14,100
1233,02defd49-9dc6-4c2d-871d-8a9d4cbcda28,2021-11-09 12:57:50,100
1237,f1615649-38b9-4597-910d-737a7cc1b956,2021-11-09 12:58:37,100
1241,457f88d8-3882-4d25-a6f6-cb4f5f992647,2021-11-09 13:00:00,75
1245,c0d3d894-201e-4b63-b853-e15eed8c9879,2021-11-09 13:00:05,37
1249,8262683c-7dff-4af5-a084-61d2cea67fd1,2021-11-09 13:00:40,100
1253,12d78100-7d4f-402f-a873-bd719b6a01eb,2021-11-09 13:02:42,20
1257,7362b298-1ac6-4f28-90cd-481491cc84eb,2021-11-09 13:04:09,100
1261,72f1156c-d093-42e0-9aa8-4cb4abdc4b3c,2021-11-09 13:06:14,100
