children_id,ts,rating
a0ba7a95-00e0-46bf-b5f4-bf12cd933b0b,2023-11-24 17:25:01,1
7e23f741-43ad-4a7e-9b00-10175520fe6e,2023-11-24 17:37:41,1
514e4386-c917-4e2b-8cdf-875fa032f8e9,2023-11-24 17:54:47,-1
ee27fa88-e7d6-440e-a340-376d99f82f17,2023-11-24 18:04:08,0
d391d19a-9562-4112-a69c-688e9056951e,2023-11-24 18:19:36,0
70204df7-1d0e-4b6e-ba18-e05412e55762,2023-11-24 18:26:57,-1
cac8e215-881e-4422-9230-e63a5305560a,2023-11-24 18:38:55,-1
f8ab081b-ff99-4a45-b552-d0510b3279f8,2023-11-24 18:58:18,1
710e7cc6-04af-40a7-99c7-ba6377decdb5,2023-11-24 19:05:44,0
5e1c390d-a928-453e-b395-8ee290a668f5,2023-11-24 19:10:55,1
b6992e5b-8787-4c24-8a07-a2ad8f508d0b,2023-11-24 19:17:58,-1
9051a10d-1e4c-4f13-84cd-d1ce255ba0bf,2023-11-24 19:30:40,0
97df4122-fa05-4a4b-a748-d5fc0ab4e5ca,2023-11-24 19:40:24,1
ae88738d-1b50-464b-88e9-dd6bc84b94c2,2023-11-24 19:53:59,-1
5793c529-eb2a-4e61-8275-54dadd45e010,2023-11-24 20:21:43,-1
eb8e4cbf-0fa0-40d6-96ae-beb96f23a035,2023-11-24 20:39:52,1
16365601-1a05-427a-8abb-8ae2ae9906e1,2023-11-24 20:51:23,-1
36f02a04-bc2c-46eb-a47a-d670c617797e,2023-11-24 20:56:51,1
5b81db33-1370-4236-b364-3c08a202711c,2023-11-24 21:01:54,-1
40b90e66-2aa1-482c-8f6e-cf88606f8473,2023-11-24 21:16:23,-1
1acfc641-f648-4374-b80c-dff6bca8f742,2023-11-24 21:18:13,-1
20c98095-1576-4d61-8e3c-1c9bd60362ac,2023-11-24 21:29:31,0
d0f9ce78-e81d-479a-934e-173330ae5dda,2023-11-24 21:47:00,-1
90003a53-3df9-496d-814c-3fa59729d9b9,2023-11-24 21:56:49,0
c0c87a02-a18b-4f89-8c71-2859b65751de,2023-11-24 22:02:42,-1
13f1fabb-f0ae-4690-b5c5-991151464890,2023-11-24 22:07:59,1
b4bd43e6-082d-49b7-b753-059a9bf8318a,2023-11-24 22:12:11,1
e8840d9a-c175-4188-a103-661b3839abf9,2023-11-24 22:17:54,0
8b495750-d7c3-4c32-aa52-70c2ebbe1cfd,2023-11-24 22:24:58,1
5e3c03ac-4af3-43d6-83d5-05301342b000,2023-11-24 22:31:11,0
82c3cacf-b291-4631-ac58-6dbe9e3497f4,2023-11-24 22:44:43,1
b062fa14-7de5-47a2-8743-232f1c28d70a,2023-11-24 22:54:58,1
ca4565b4-f169-4bde-af07-850312eb31c1,2023-11-24 23:04:24,-1
58d5ae77-8c97-48ed-bd57-3a0f9583ab79,2023-11-24 23:13:41,0
b487e34b-cd24-4d2c-918b-008bdcfbd11e,2023-11-24 23:18:41,-1
c9a61ffd-2f93-4a31-bfd3-52e2b732dadf,2023-11-24 23:24:42,-1
df5557a0-72e4-4598-ad86-04c00c5d5d14,2023-11-24 23:34:13,0
52e04c9b-efa7-4f83-a548-68a54f99c7c2,2023-11-24 23:41:01,0
69bfe4b5-495d-4b6d-8edb-e1b6de564f6f,2023-11-24 23:51:59,-1
88a0bca2-463e-4377-9e5d-e728f49408aa,2023-03-16 00:17:53,1
ff77bbf2-d06a-444c-91bd-520429c7cb13,2023-03-16 01:19:50,1
2406f4c1-83dc-459c-b057-a311249e3479,2023-03-16 02:24:30,0
4a46f596-9958-4ea8-9af4-d8c0228bf76b,2023-03-16 04:17:59,1
b048f4a1-7dae-4c4a-ad31-37effb428644,2023-03-16 10:08:40,1
64408fe4-382e-4a34-9a20-bf2bbff43bfc,2023-03-16 13:20:04,1
fca1d0f4-2c41-4e0e-9cbc-4ae8c0a361ca,2023-03-16 14:49:49,1
56f5e1fd-3c59-4063-b82c-41f72ddd562f,2023-03-16 16:13:32,1
505a8a30-ee2d-4b9f-88a8-e1cb3abb12c1,2023-03-16 17:34:02,1
169a2bbd-80fa-43d9-b2ec-e86a46d63bca,2023-03-16 18:02:31,1
3386a343-095a-48a0-a7a8-981963fa0f2b,2023-03-16 19:48:23,1
6e381a5f-8e26-47dd-9fe7-b83c48a3b68f,2023-03-16 20:04:47,1
fc374835-6f44-48ee-b9c8-65f9be3c8b9b,2023-03-16 20:41:23,-1
f989d215-33cc-4c18-9569-203dfbbd9b19,2023-03-16 21:28:16,-1
a9cc3c8f-1ff9-4426-88f8-64de3c18a8e4,2023-03-16 22:57:12,1
1a50a228-ec33-4077-8ff8-14f74fd93cf7,2023-03-16 23:15:56,1
98d9e8f0-e686-490e-80db-b067570cfc32,2023-10-10 00:02:31,-1
2b1fc8de-c16f-4e89-a62c-a8d8429d4743,2023-10-10 00:27:10,-1
b7a6a1c3-988b-47d7-87d3-b5fae1715c54,2023-10-10 00:45:51,0
d09c3973-d57d-4279-ae0d-bc0cb2acc5a4,2023-10-10 01:08:33,1
e54cb415-1db4-4243-88cd-53c555ca829f,2023-10-10 01:25:57,0
5b4ee947-fec1-4f41-8d79-577b2b433ce3,2023-10-10 01:43:59,-1
1f72bbcd-eef1-4a80-b4c5-6118c072d8d1,2023-10-10 02:10:08,1
cde4484a-15ff-4adf-b888-7515836a235f,2023-10-10 02:55:27,1
3232ff6d-40c5-4b28-aed7-812eef73c524,2023-10-10 03:35:28,1
1468a15c-b3a2-4f81-bcbc-b108bcce6d7a,2023-10-10 04:01:04,0
45fd0ff9-3e4c-4e32-a2f4-06bbc8f2a31a,2023-10-10 05:07:38,1
5df7bd37-55f0-4f61-b7da-d1616b489226,2023-10-10 11:32:13,-1
536e8e92-8932-45d2-8fa4-e40cace635d1,2023-10-10 11:39:42,1
69f118ae-a27c-401f-a553-ff38cb38c607,2023-10-10 12:26:01,0
db2d5327-3c09-47d3-80dc-1cbb5c2fbd3d,2023-10-10 12:50:51,0
2ced303e-9f2d-417d-9d7a-da97dd58307f,2023-10-10 13:35:37,1
198c8965-68e3-4c75-96aa-7732b1c8252d,2023-10-10 13:53:15,1
92f0b9d4-824f-4ec0-93fe-ed46b3749853,2023-10-10 14:12:50,0
67eb280c-fae9-493a-9916-3b5f43356c14,2023-10-10 14:38:07,1
9f85506a-0fca-4706-a71f-0cb91d652100,2023-10-10 15:04:55,1
56986238-4173-44d3-a035-c5c48a5cde62,2023-10-10 15:38:45,1
13201908-5161-4a0b-86e0-f103396d1a3d,2023-10-10 16:24:32,1
f3515a05-308d-4588-b204-924f4b95f3f1,2023-10-10 17:01:35,0
6bbb77b3-9ad1-421c-8173-2f423f7d6aa6,2023-10-10 18:17:23,1
ccc05f60-0381-42d1-8494-a4accbc366be,2023-10-10 18:48:51,0
e58681f0-1370-4b3b-affe-ab4367b55851,2023-10-10 19:09:20,1
20c98c72-8fa3-4d54-b466-c580c57f825a,2023-10-10 19:24:58,-1
b1a17027-6ffd-47c6-a4ac-b7cfafdb2aa4,2023-10-10 20:14:00,1
9e779fb4-7ff7-414c-a0aa-f753c8bd65df,2023-10-10 20:20:42,-1
07cd7950-a64d-4288-a1a6-5bda246aacc2,2023-10-10 20:35:36,1
8888c2aa-ca31-4ef6-8928-c3ccff1de5c6,2023-10-10 20:45:57,-1
31bcc368-1fa0-4809-8dac-05a57c6bc21e,2023-10-10 21:02:08,-1
67f17e6e-fcd9-462e-aae1-b118c6252169,2023-10-10 21:33:42,1
929af283-4ad7-4f5d-af53-ae688795d8fd,2023-10-10 21:43:02,0
2fc74f05-cdf0-4903-988b-e5b40207c2ad,2023-10-10 21:53:35,0
c2cfcfc2-b222-4d7f-bf8d-ddb8842ce40a,2023-10-10 22:08:01,-1
c6e2f74e-b6d6-466f-8743-02a8d81a2b19,2023-10-10 22:21:17,1
1d980453-1bf3-4842-b188-3e1b10820595,2023-10-10 22:47:34,0
2262ef0c-14b6-4fe5-bb31-644decf02440,2023-10-10 22:52:19,-1
10ba1918-726f-45bc-975b-0dbf9b9ba432,2023-10-10 23:02:56,0
95e341dc-5720-4cbb-96d1-ad6b80b54ef0,2023-10-10 23:33:22,-1
a83287b3-2d51-45ad-abaf-2001257d256f,2023-10-10 23:41:44,0
ea14c33d-df05-4dd0-a8f4-ba0718cf2f55,2023-10-10 23:58:30,0
9d88c7f9-2017-42da-9843-288dccf9fa2e,2023-07-21 00:11:28,1
6bcdefcc-0f0f-4798-b13d-8a3e5a15bbd5,2023-07-21 00:31:30,1
ca6d95d4-6013-4e0d-b234-467987cda67f,2023-07-21 01:31:18,0
4a6d645f-8bde-462f-a72f-5b6a01f8c9a2,2023-07-21 02:21:14,-1
5766a08a-b83e-43e6-a501-ef5a1d3e9d74,2023-07-21 03:25:39,0
1c0c9608-0f22-4c7a-b6ce-157768df5929,2023-07-21 09:36:29,-1
af88ed22-0173-4abd-9e79-bc7067ae7a4e,2023-07-21 11:36:38,-1
7ba4c2b4-35a9-4e9f-b553-113847c97211,2023-07-21 12:04:43,1
84f8c86f-a35e-4ffe-bb01-4eb4c4a29d38,2023-07-21 13:38:56,1
7e9db9ff-55c7-4e9c-acdc-ef344bc069a5,2023-07-21 14:36:14,-1
391c44ea-32ca-4fb0-abf0-1948ebbc0d35,2023-07-21 15:43:56,-1
fda3d1d7-9480-46fd-9925-096f410423cb,2023-07-21 16:11:47,0
39ba5e37-1b0d-4558-9b13-67b1d8f777f4,2023-07-21 16:27:38,1
06700fc0-cebc-48bc-8bc9-a82ab58fa3cd,2023-07-21 17:46:17,0
649be24c-c90e-4b6a-8377-0c5a16fe1d0e,2023-07-21 18:28:33,0
f531e610-88da-4b67-9f44-d46c080176c8,2023-07-21 19:06:12,0
2aeb2d01-8eaa-454a-9bed-677e8ed257ee,2023-07-21 19:45:25,-1
0f330a7d-143a-4533-bb3a-3f2029a9ad5f,2023-07-21 20:17:13,0
6cd966b9-6251-48f0-867a-f94bb1f5ddf1,2023-07-21 20:41:56,1
f13a47b1-a19d-4e81-8e79-496cc26eebd7,2023-07-21 21:30:19,1
7afccd11-446f-4610-bd10-ba562e56d28c,2023-07-21 21:58:05,1
72928502-d51b-4cea-8f12-15cd7d5f2e35,2023-07-21 22:26:59,1
49479146-01bd-44a1-86c7-d193db8e2dac,2023-07-21 22:41:59,1
0a791bd4-c4a9-4e2c-8fba-2b3e15b5831d,2023-07-21 23:01:47,1
1650f527-9d69-41c3-be70-0be3d50c4ea0,2023-07-21 23:41:42,-1
b437bf37-6457-4c9e-8282-9764109f68b3,2023-11-04 00:20:17,0
eccd7690-0154-48f9-a69e-ec6fc5ef907f,2023-11-04 00:23:24,-1
f5aae6ba-84a5-4251-9661-bc0c1195bebb,2023-11-04 00:37:23,1
b66ef45f-07f3-41c7-9527-e401a95a0ccf,2023-11-04 00:53:41,0
0f950c97-52d3-44d6-bba4-ef7323836c44,2023-11-04 01:01:12,-1
7a160a12-ec1b-47d2-b5a5-56b9ab839e8f,2023-11-04 01:20:36,-1
ac7500ee-a118-43fd-a5b1-edfb46105b9e,2023-11-04 02:07:21,1
87a6eee3-66de-4e40-99e9-0586f1644b5e,2023-11-04 02:25:29,1
4928fccd-6c67-40d3-ad94-03d4b9fbfdeb,2023-11-04 03:02:51,-1
ebb37f1a-a008-443a-bb61-d043013b164b,2023-11-04 03:32:21,-1
1738d8b9-e281-4ff3-a1e3-c347736fd0e7,2023-11-04 04:08:04,0
0061cbf8-21d1-44e0-8f7b-585ee6b3df79,2023-11-04 04:33:14,1
6009250d-0792-4f03-8f1d-6a9851def08d,2023-11-04 05:02:37,1
c06c59f6-6cd6-4553-9f34-52069d2e32da,2023-11-04 10:02:43,0
89a00248-e534-4fdf-a06b-08ba58bc3884,2023-11-04 12:20:21,0
42f3195c-f0bb-4d35-aac9-c61402878ca8,2023-11-04 12:53:56,1
2d1c5bfb-6464-42f3-848f-bba297e3a5c3,2023-11-04 13:08:01,1
75666dbf-1b03-4099-a36b-e53895a9a2e1,2023-11-04 13:33:54,-1
62dcd43c-c117-4d99-879d-92da864614a5,2023-11-04 14:29:18,-1
633cdad5-3a1f-4a34-b8ee-e565b200b071,2023-11-04 15:03:47,1
